Survey_Iteration,Orig_ID,Month,Day,Year,demog_age_list,demog_state,demog_state_region,gw_belief,believer_confidence,believer_cause,believer_problem,gw_concern,believer_factor_open,believer_factor_open_coded,believer_factor_glaciers,believer_factor_warmer,believer_factor_models,believer_factor_hurricane,believer_factor_ipcc,believer_factor_mildwint,believer_factor_polarbrs,believer_factor_droughts,nonbeliever_confidence,nonbeliever_factor_open,nonbeliever_factor_open_coded,nonbeliever_factor_weath,nonbeliever_factor_scievid,nonbeliever_factor_distort,gw_noevidence,gw_scioverstate,gw_nattrend,gw_mediaoverstate,gw_adapt,govt_fed,govt_state,govt_local,govt_fedvsstate,state_neighborsact,govt_nostateaction,state_rps_economy,state_impactsfelt,state_rps_neighbr,state_rps_mystate_v1,captrade_govt_v1,fftax_govt,nuclear_govt,gastax_govt,rps_govt,ethanol_govt,vehicle_govt,captrade_support_v1,captrade_govt_v2,captrade_cost15dol,captrade_cost50,carbontax_support,carbontax_cost15dol,carbontax_cost50dol,busnesspay_revuse,busnesspay_govtlevel,willing2pay_list,demog_race,demog_relig,demog_relig_evang,demog_edu,demog_news,demog_polparty,demog_teaparty,demog_polviews,demog_income,demog_gender,TOTWEIGHT
FALL 2010,2842,12,3,2010,2,WISCONSIN,3,2,,,,,,,,,,,,,,,3,NATURAL,2,2,2,2,2,2,2,1,3,2,2,2,1,3,2,1,2,4,1,1,3,3,4,3,3,1,1,1,2,98,2,2,2,4,98,3,1,2,,5,5,3,2,3,4,1,0.58
FALL 2010,2858,12,3,2010,3,ARIZONA,4,1,1,3,1,2,MANS ACTIVY HAS SPED UP NATURAL TRENDS,8,1,1,1,2,2,3,2,2,,,,,,,2,2,3,2,2,1,2,2,2,3,1,1,2,3,1,1,4,1,4,3,3,3,2,1,2,2,3,3,4,2,1,5,1,2,,5,5,2,1,1,6,1,0.58
FALL 2010,2862,12,3,2010,3,CALIFORNIA,4,98,,,,,,,,,,,,,,,,,,,,,4,1,98,4,98,1,1,1,1,4,1,1,2,4,1,1,3,3,3,3,3,1,1,1,1,4,4,1,4,1,1,4,1,2,,5,2,1,2,3,6,1,0.58
FALL 2010,2885,12,5,2010,3,ALABAMA,2,1,1,3,2,2,BASIC BODY OF EVIDENCE,4,2,2,4,4,3,4,2,2,,,,,,,4,3,4,3,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,1,1,2,2,1,2,2,1,5,1,2,,5,2,4,2,3,6,1,0.58
FALL 2010,2893,12,5,2010,4,GEORGIA,2,1,1,3,1,1,SCIENTIFIC REPORTS,4,1,1,1,1,1,1,1,1,,,,,,,1,1,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,5,1,1,2,5,4,1,0.58
FALL 2010,2899,12,5,2010,2,KENTUCKY,2,2,,,,,,,,,,,,,,,1,DATA,5,2,2,2,2,1,2,1,3,3,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,2,1,1,1,2,,5,5,2,2,1,4,1,0.58
FALL 2010,2903,12,5,2010,3,TEXAS,2,2,,,,,,,,,,,,,,,1,TALK RADIO,9,1,4,4,2,2,2,1,4,3,2,1,4,4,4,4,,,4,4,4,2,4,4,4,4,4,,4,4,4,4,4,6,,1,1,1,1,5,5,2,1,1,6,1,0.58
FALL 2010,2917,12,5,2010,4,WISCONSIN,3,1,1,3,1,2,SCIENTIFIC FACTS,4,2,2,2,2,98,4,2,4,,,,,,,4,4,4,4,4,1,1,2,1,4,1,98,98,4,1,1,98,4,4,3,4,3,4,,4,98,98,98,98,1,98,4,1,6,,5,2,1,2,4,6,1,0.58
FALL 2010,2922,12,5,2010,3,MISSOURI,3,1,2,3,2,2,READING MATERIALS,6,1,2,1,2,2,2,1,1,,,,,,,2,4,2,4,4,1,1,1,1,4,1,1,1,4,1,3,2,2,2,2,2,1,2,3,2,3,1,2,98,1,2,4,1,6,,5,1,1,2,2,6,1,0.58
FALL 2010,2933,12,5,2010,3,NEW MEXICO,4,1,1,3,2,1,NATURAL CAUSES,9,1,1,2,3,3,1,1,1,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,4,4,3,4,3,2,1,4,,3,4,4,3,4,1,2,2,1,1,2,5,2,4,2,3,5,1,0.58
FALL 2010,2934,12,5,2010,3,CALIFORNIA,4,1,2,3,1,1,HOT WEATHER SEVER STORMS,2,1,1,2,1,2,4,2,2,,,,,,,3,4,3,3,3,98,98,98,2,3,3,1,2,3,2,1,4,1,4,3,3,1,2,1,2,2,3,3,3,1,1,2,1,6,,5,5,2,1,1,6,1,0.58
FALL 2010,2953,12,6,2010,3,NEW YORK,1,1,1,1,1,1,REPORTS IN MEDIA,6,1,4,2,4,2,4,4,1,,,,,,,4,4,4,4,4,1,2,3,1,4,1,98,2,4,1,3,1,1,3,3,3,1,1,2,1,4,1,1,4,1,2,3,1,2,,5,5,4,2,5,6,1,0.58
FALL 2010,2994,12,6,2010,3,MISSOURI,3,2,,,,,,,,,,,,,,,1,NATURAL,2,4,4,4,1,3,1,1,98,3,3,3,1,2,4,3,4,4,98,4,4,4,4,2,4,3,4,,4,4,4,4,4,1,2,6,1,7,,5,2,2,98,5,6,1,0.58
FALL 2010,3002,12,6,2010,4,NEW MEXICO,4,2,,,,,,,,,,,,,,,3,POLITICAL MOVE TO RAISE TAXES,7,3,2,2,2,2,1,1,2,2,2,1,2,1,2,4,3,2,3,2,4,3,4,4,4,4,4,,4,4,4,4,4,4,2,1,1,1,1,5,1,2,1,1,4,1,0.58
FALL 2010,3017,12,7,2010,3,NEW YORK,1,1,1,3,1,1,SCIENTIFIC REPORTS AND MELTING GLACIER R,4,1,2,3,3,3,2,2,2,,,,,,,4,4,4,4,4,1,2,2,1,3,2,98,98,98,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,2,5,5,1,2,3,6,1,0.58
FALL 2010,3021,12,7,2010,3,PENNSYLVANIA,1,1,2,3,3,3,NOT SURE,10,2,2,98,2,2,2,98,98,,,,,,,2,2,2,2,2,2,2,2,98,2,98,2,2,98,2,98,4,3,4,3,3,4,98,,4,4,4,4,4,2,98,98,1,1,2,5,1,98,2,98,6,1,0.58
FALL 2010,3030,12,7,2010,3,TENNESSEE,2,1,2,1,1,1,OBSERVATIONS AND READING,2,2,1,1,1,4,2,1,1,,,,,,,4,3,4,2,4,1,1,1,1,4,1,1,1,4,2,3,3,3,3,3,3,3,1,1,1,4,4,1,4,1,1,2,1,1,2,5,3,1,2,3,4,1,0.58
FALL 2010,3056,12,7,2010,4,CALIFORNIA,4,2,,,,,,,,,,,,,,,2,NOT SURE,9,2,4,4,3,4,2,2,4,1,1,1,1,4,1,1,1,98,1,1,1,3,3,3,3,3,3,,4,4,1,4,4,1,1,2,1,1,2,5,2,1,2,4,3,1,0.58
FALL 2010,3061,12,7,2010,2,NEVADA,4,1,1,1,1,1,WARMER WINTERS AND COOLER SUMMERS,2,1,2,2,2,2,1,1,2,,,,,,,4,4,4,3,2,1,1,1,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,1,2,2,3,3,3,1,1,3,1,1,2,5,5,1,2,4,6,1,0.58
FALL 2010,3073,12,8,2010,3,NEW YORK,1,2,,,,,,,,,,,,,,,98,NATURAL,2,4,4,4,2,1,3,1,1,1,1,1,4,4,1,2,2,4,3,3,3,4,98,3,98,4,3,,1,1,1,1,1,1,,6,1,1,2,5,1,1,2,3,6,1,0.58
FALL 2010,3079,12,8,2010,3,LOUISIANA,2,2,,,,,,,,,,,,,,,1,HISTORY,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,2,4,4,4,4,3,,3,3,3,3,3,3,2,2,1,2,,5,5,3,2,2,6,1,0.58
FALL 2010,3097,12,8,2010,3,TEXAS,2,2,,,,,,,,,,,,,,,2,NATURAL CYCLES,2,4,2,1,2,1,1,1,2,3,2,3,2,2,2,2,2,3,2,2,2,4,4,2,4,2,4,,4,4,2,3,4,4,2,3,1,2,,5,1,4,2,1,3,1,0.58
FALL 2010,3128,12,8,2010,2,ARIZONA,4,2,,,,,,,,,,,,,,,2,RESEARCH,5,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,4,2,2,2,4,2,4,3,3,1,4,,4,4,4,4,4,3,2,3,1,6,,5,5,2,2,2,5,1,0.58
FALL 2010,3129,12,8,2010,4,NEW MEXICO,4,2,,,,,,,,,,,,,,,2,NO BELIEVABLE STATISTICS THAT SUGGEST OT,3,1,1,1,1,1,1,1,3,3,3,3,2,1,2,1,4,1,4,4,4,3,4,4,4,4,4,,4,4,4,4,4,2,2,1,1,1,2,5,5,2,2,1,6,1,0.58
FALL 2010,3131,12,8,2010,3,CALIFORNIA,4,1,1,3,1,2,INCREASING GAS PRICES,10,1,1,1,2,3,3,1,1,,,,,,,2,3,3,2,4,2,3,3,1,4,4,2,98,98,1,3,4,1,2,1,1,1,3,,1,4,1,1,4,1,2,1,1,1,2,5,2,4,2,3,4,1,0.58
FALL 2010,3133,12,8,2010,2,CALIFORNIA,4,1,1,1,1,1,WEATHER CHANGES THAT HAVE OCCURED,3,2,2,2,2,2,4,2,2,,,,,,,4,4,3,4,4,1,1,1,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,5,1,2,,5,5,4,2,3,5,1,0.58
FALL 2010,3134,12,8,2010,4,CALIFORNIA,4,1,1,1,1,1,ICE MELTING,1,1,3,1,1,3,3,1,2,,,,,,,4,4,4,4,4,2,1,1,1,4,1,1,2,4,1,3,98,4,3,3,3,3,4,,4,4,4,4,4,1,98,5,1,1,2,5,1,1,2,5,6,1,0.58
FALL 2010,3145,12,9,2010,3,MASSACHUSETTS,1,1,1,1,1,1,SCIENTIFIC DATA,4,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,4,1,2,2,1,4,1,1,1,4,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,6,1,6,,5,6,1,2,5,6,1,0.58
FALL 2010,3149,12,9,2010,3,NEW JERSEY,1,1,2,3,1,2,SCIENTIFIC RESEARCH,4,2,2,2,3,3,2,2,2,,,,,,,4,4,3,4,4,1,1,1,2,3,2,2,2,3,2,98,98,4,98,3,3,3,98,,2,3,98,2,3,98,1,4,1,2,,5,5,4,2,4,6,1,0.58
FALL 2010,3161,12,9,2010,2,KENTUCKY,2,98,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,2,2,2,98,3,98,98,2,98,2,2,2,2,2,2,2,4,,4,98,4,4,4,6,1,1,1,2,,5,5,2,2,2,3,1,0.58
FALL 2010,3189,12,9,2010,3,INDIANA,3,1,3,2,2,2,NATURE,9,3,3,3,3,3,3,3,3,,,,,,,2,2,2,1,2,2,2,2,1,1,2,2,3,3,3,98,4,2,4,2,2,2,4,,2,3,3,2,4,98,2,2,1,1,2,5,1,2,2,2,,1,0.58
FALL 2010,3198,12,9,2010,3,ILLINOIS,3,1,2,98,2,3,SCIENTIST,4,1,3,3,3,3,3,3,3,,,,,,,2,98,2,1,2,2,3,3,1,4,4,4,4,2,1,1,3,3,3,4,4,1,1,1,2,98,98,98,4,1,2,5,1,3,,5,2,4,2,2,6,1,0.58
FALL 2010,3204,12,9,2010,2,UTAH,4,1,2,3,3,2,MELTING,1,1,2,2,2,4,1,1,3,,,,,,,2,1,2,1,2,2,2,2,4,1,2,2,3,4,2,3,4,3,4,3,3,4,1,3,4,4,4,4,4,1,2,98,1,6,,5,3,2,2,3,4,1,0.58
FALL 2010,2308,11,15,2010,1,NEW YORK,1,1,2,2,3,3,WEATHER,3,2,1,98,2,98,2,4,3,,,,,,,2,2,1,1,1,2,2,2,2,4,2,2,3,1,1,1,4,1,3,3,3,3,1,1,2,3,2,2,3,1,98,3,1,2,,4,1,4,2,2,,1,0.67
FALL 2010,2331,11,15,2010,4,ILLINOIS,3,2,,,,,,,,,,,,,,,1,NO SOLID EVIDENCE,3,1,3,3,1,2,1,1,1,3,3,3,4,2,4,1,98,4,2,4,4,1,4,4,1,1,4,,2,4,3,2,4,6,2,4,1,1,2,4,6,4,2,1,6,1,0.67
FALL 2010,2332,11,15,2010,4,KANSAS,3,2,,,,,,,,,,,,,,,1,NEWS IS UNRELIABLE,4,4,4,1,1,1,2,1,98,3,3,3,4,98,4,4,4,1,4,4,4,3,4,4,4,3,4,,4,4,4,4,4,3,2,1,1,2,,4,2,2,1,1,,1,0.67
FALL 2010,2336,11,15,2010,4,CALIFORNIA,4,2,,,,,,,,,,,,,,,2,GREENLAND WATER TEMPERATURES,1,4,2,4,3,3,98,2,3,1,1,1,2,4,2,2,2,4,1,2,2,3,4,2,2,1,2,1,3,3,2,3,4,1,2,2,1,2,,4,1,98,98,3,5,1,0.67
FALL 2010,2346,11,16,2010,3,PENNSYLVANIA,1,1,2,1,1,2,PHOTOS OF POLAR ICE CAPS MELTING,1,1,2,1,2,2,1,1,2,,,,,,,4,3,3,4,4,1,1,2,1,4,2,2,2,2,2,1,1,3,4,3,3,1,1,1,1,3,2,1,3,1,98,4,1,1,2,4,1,1,2,4,3,1,0.67
FALL 2010,2366,11,16,2010,4,INDIANA,3,2,,,,,,,,,,,,,,,2,EARTHS NATURAL CYCLES,2,2,2,2,1,2,2,1,2,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,,3,4,4,3,4,4,2,1,1,1,2,4,1,2,2,1,,1,0.67
FALL 2010,2373,11,16,2010,4,CALIFORNIA,4,2,,,,,,,,,,,,,,,1,CONSISTENT WEATHER,1,1,4,2,1,1,1,1,3,1,2,3,4,4,98,3,3,98,4,2,4,2,4,1,1,1,4,,4,4,4,4,4,4,1,1,1,2,,4,2,4,2,2,3,1,0.67
FALL 2010,2374,11,16,2010,3,WASHINGTON,4,1,1,1,1,1,THE ICE MELT,1,1,2,1,1,2,2,1,1,,,,,,,3,4,2,3,3,1,2,2,2,2,2,2,2,3,2,4,3,3,4,3,3,1,2,1,2,3,3,2,3,1,2,5,1,,,4,1,,2,3,,1,0.67
FALL 2010,2380,11,17,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,1,TEMPERATURES ARE COOLER WHERE I LIVE,1,1,4,4,1,1,1,1,98,3,3,3,4,1,4,98,4,4,3,1,2,1,2,2,2,1,4,,4,4,4,4,4,6,98,1,1,2,,4,1,2,2,1,4,1,0.67
FALL 2010,2386,11,17,2010,2,FLORIDA,2,1,1,3,1,1,SCIENTIFIC CHARTS SHOW IT IS MELTING THE,4,1,1,1,1,2,4,2,2,,,,,,,4,3,4,3,4,1,1,1,2,2,2,2,2,3,1,3,3,3,3,3,3,3,2,1,2,3,2,2,3,1,2,4,1,1,2,4,2,2,2,2,6,1,0.67
FALL 2010,2399,11,17,2010,3,WISCONSIN,3,1,1,1,1,1,READING SOURCES,6,2,2,2,2,2,2,1,2,,,,,,,4,4,4,4,4,1,1,1,3,4,2,1,2,3,2,1,1,1,1,1,1,1,1,2,2,2,3,3,98,5,1,2,1,6,,4,4,1,2,5,,1,0.67
FALL 2010,2405,11,17,2010,4,NEVADA,4,1,3,2,3,2,THE NEWS,6,3,3,3,3,3,3,3,3,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,3,3,3,2,3,3,3,,3,3,3,3,3,1,2,2,1,2,,4,2,4,2,1,3,1,0.67
FALL 2010,2420,11,18,2010,4,OKLAHOMA,2,98,,,,,,,,,,,,,,,,,,,,,3,4,2,2,4,2,2,2,2,2,2,2,3,3,2,4,4,4,4,3,4,3,3,,3,3,3,3,3,2,2,1,1,1,1,4,1,1,2,3,2,1,0.67
FALL 2010,2425,11,18,2010,4,FLORIDA,2,1,2,3,2,2,MORE NATURAL DISASTERS,3,1,1,2,1,3,4,2,2,,,,,,,4,4,3,4,4,1,1,1,2,2,2,2,2,2,2,1,4,3,3,2,1,1,2,1,1,2,2,2,3,1,1,3,1,1,2,4,2,2,2,2,3,1,0.67
FALL 2010,2427,11,18,2010,2,TENNESSEE,2,1,1,1,1,1,WEATHER CHANGES,3,1,2,3,1,2,3,1,2,,,,,,,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,2,1,1,2,4,2,1,2,4,,1,0.67
FALL 2010,2428,11,18,2010,2,TENNESSEE,2,1,1,1,1,1,WEATHER,3,3,2,2,2,3,2,2,2,,,,,,,4,4,4,2,4,1,1,1,2,3,2,2,1,3,2,1,1,1,4,2,1,3,98,,4,4,4,4,4,1,2,2,1,6,,4,5,4,2,2,4,1,0.67
FALL 2010,2438,11,18,2010,3,MICHIGAN,3,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,98,98,98,98,2,3,3,2,98,3,2,98,4,4,4,3,3,3,4,,4,4,4,4,4,1,98,1,1,2,,4,5,2,1,2,4,1,0.67
FALL 2010,2443,11,18,2010,3,CALIFORNIA,4,2,,,,,,,,,,,,,,,2,FLUCTUATION OF ENVIRONMENT,2,2,1,1,1,1,1,1,1,3,3,3,4,2,4,98,4,1,4,4,4,1,4,4,4,1,3,,4,4,4,4,4,6,1,2,1,2,,4,98,2,2,1,3,1,0.67
FALL 2010,2444,11,18,2010,4,CALIFORNIA,4,1,2,3,2,2,FROM MEDIA REPORTS AND DEBATES,6,2,2,4,4,2,4,2,2,,,,,,,2,2,2,2,4,2,2,2,1,2,2,4,3,1,2,3,98,3,4,3,4,3,3,,2,3,3,4,3,2,2,5,1,6,,4,1,2,2,2,6,1,0.67
FALL 2010,2445,11,18,2010,3,CALIFORNIA,4,2,,,,,,,,,,,,,,,4,DO NOT BELIEVE THE GOVERNMENT OR AL GORE,7,4,4,4,1,1,1,1,1,3,3,3,3,4,4,1,4,1,4,4,4,1,4,4,4,4,4,,4,4,4,4,4,4,98,1,1,2,,4,5,4,2,1,6,1,0.67
FALL 2010,2446,11,18,2010,3,WASHINGTON,4,1,1,3,2,1,OVERPOPULATED,13,1,3,2,2,2,3,1,3,,,,,,,1,3,98,4,4,1,1,2,2,4,2,2,2,3,2,3,4,3,4,4,4,3,4,,1,2,2,1,2,1,98,2,1,6,,4,5,4,2,2,4,1,0.67
FALL 2010,2451,11,19,2010,4,NEW JERSEY,1,2,,,,,,,,,,,,,,,1,NORMAL EARTHS CYCLE,2,4,1,1,1,1,1,1,3,,,,,,,1,,1,,4,4,4,4,2,1,3,4,,4,4,4,4,4,3,1,,1,,,4,4,2,2,2,,1,0.67
FALL 2010,2461,11,19,2010,3,KENTUCKY,2,2,,,,,,,,,,,,,,,2,INFORMATION READ,9,4,2,2,1,2,1,2,3,98,98,98,1,4,98,4,4,4,4,4,4,3,4,4,4,4,4,,4,4,4,4,4,98,98,1,1,2,,4,2,2,2,1,6,1,0.67
FALL 2010,2465,11,19,2010,4,TEXAS,2,1,2,98,2,3,POPULATION GROWING,13,2,3,4,3,2,2,2,2,,,,,,,2,98,2,2,2,2,2,98,2,2,2,2,98,98,2,3,4,3,4,3,2,3,98,,1,3,4,4,4,6,98,,1,,,4,2,,,2,3,1,0.67
FALL 2010,2471,11,19,2010,3,WISCONSIN,3,1,2,3,2,2,NOT SURE,10,3,3,2,2,1,2,1,2,,,,,,,4,3,3,3,4,1,1,2,98,4,4,1,2,98,1,3,4,3,3,3,3,3,3,,2,98,2,2,98,1,2,2,1,1,1,4,1,4,2,2,1,1,0.67
FALL 2010,2478,11,19,2010,1,CALIFORNIA,4,1,1,3,1,2,I HAVE STUDIED THE ISSUES,4,1,2,3,2,1,3,1,2,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,1,2,2,2,2,1,1,1,2,4,4,1,4,4,1,1,3,1,1,2,4,5,2,2,1,3,1,0.67
FALL 2010,2484,11,21,2010,3,NEW JERSEY,1,1,1,3,1,2,DAUGHTER OA A MARINE BIOLOGIST,10,1,2,4,2,3,1,1,1,,,,,,,4,4,4,4,4,1,1,2,2,4,2,1,1,3,1,3,3,3,2,2,3,3,1,3,1,1,1,1,1,1,2,3,1,2,,4,1,1,2,5,6,1,0.67
FALL 2010,2485,11,21,2010,3,NEW YORK,1,2,,,,,,,,,,,,,,,1,SCIENTIFIC EVIDENCE,5,2,1,2,4,2,1,2,2,3,3,3,3,2,3,3,4,3,3,4,4,4,4,4,4,4,4,,4,4,4,4,4,3,2,1,1,1,2,4,1,2,2,2,,1,0.67
FALL 2010,2489,11,21,2010,1,NORTH CAROLINA,2,1,1,3,1,2,ICE MELTING,1,1,1,1,2,2,2,1,1,,,,,,,3,4,3,2,4,2,2,2,1,4,1,1,98,3,2,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,2,3,1,7,,4,4,1,2,4,6,1,0.67
FALL 2010,2494,11,21,2010,4,TEXAS,2,1,2,3,1,2,ICE CAPS ARE MELTING,1,1,1,4,1,4,1,1,4,,,,,,,3,98,98,3,2,1,2,2,3,4,2,3,2,2,2,3,4,3,4,3,3,3,2,2,2,98,3,3,2,1,98,3,1,1,1,4,1,1,2,3,5,1,0.67
FALL 2010,2497,11,21,2010,4,OHIO,3,1,2,3,3,3,TEMPERATURES ARE GETTING HIGHER,2,4,3,3,2,3,4,4,4,,,,,,,2,2,2,1,4,3,3,3,2,2,2,2,98,1,1,3,1,1,4,1,1,4,4,,4,3,3,4,4,2,2,2,1,6,,4,1,2,1,2,,1,0.67
FALL 2010,2507,11,21,2010,3,WASHINGTON,4,1,1,1,1,1,ICE CAPS MELTING AND CORAL REEF DESTRUCT,1,1,3,98,2,4,4,2,4,,,,,,,4,4,4,4,4,1,1,2,1,4,2,2,98,4,1,1,3,4,3,4,4,3,2,1,1,2,1,1,1,2,98,2,1,7,,4,2,1,2,5,2,1,0.67
FALL 2010,2515,11,22,2010,4,MARYLAND,2,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,1,2,2,2,3,2,98,2,3,3,1,1,3,3,3,3,3,3,,3,3,4,3,3,1,2,2,1,2,,4,1,2,2,1,,1,0.67
FALL 2010,2522,11,22,2010,2,TEXAS,2,1,1,3,1,1,HIGHER TEMPERATURES AND MORE STORMS,2,2,1,2,1,2,3,2,1,,,,,,,4,3,3,3,3,1,1,1,2,3,2,2,2,3,1,3,1,4,4,3,3,3,2,1,2,3,3,2,3,1,1,3,1,1,1,4,1,2,1,2,5,1,0.67
FALL 2010,2530,11,22,2010,2,WISCONSIN,3,2,,,,,,,,,,,,,,,1,SCIENCE,5,4,2,1,2,1,1,1,98,3,3,3,4,4,4,4,4,1,4,4,4,3,3,3,3,4,4,,4,4,4,4,4,3,,1,1,2,,4,2,4,2,2,6,1,0.67
FALL 2010,2532,11,22,2010,4,MISSOURI,3,1,2,1,2,2,EVIDENCE DATA,4,1,3,2,2,2,3,2,3,,,,,,,4,4,3,4,4,1,1,2,1,3,2,1,2,3,1,3,3,2,2,3,2,3,3,,2,3,2,2,2,1,1,2,1,1,2,4,2,1,2,4,2,1,0.67
FALL 2010,2541,11,22,2010,4,OREGON,4,2,,,,,,,,,,,,,,,2,HISTORY OF TEMPERATURES DROPPING,2,1,2,2,4,1,1,1,4,1,2,3,2,1,1,1,4,1,1,3,3,3,4,3,3,1,98,,4,4,4,4,4,1,1,3,1,1,1,4,1,2,2,1,1,1,0.67
FALL 2010,2543,11,22,2010,3,ALASKA,4,1,1,3,1,1,RESEARCH,4,1,3,1,1,1,1,2,1,,,,,,,4,4,4,4,3,1,1,1,1,4,1,1,1,4,1,3,3,1,3,3,4,3,2,1,1,1,1,1,1,1,1,5,1,1,98,4,1,4,2,2,4,1,0.67
FALL 2010,2553,11,23,2010,4,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,NATURAL TRENDS OVER THE YEARS,2,2,2,2,2,2,1,2,4,3,3,3,4,2,4,2,4,4,2,4,4,4,4,3,3,3,4,,4,4,4,4,4,6,,1,1,1,2,4,2,2,1,2,5,1,0.67
FALL 2010,2581,11,29,2010,4,SOUTH CAROLINA,2,1,1,3,1,1,MELTING ICECAPS,1,1,2,2,1,2,1,1,1,,,,,,,3,3,3,3,4,1,1,1,1,3,2,2,2,2,1,3,3,4,3,3,3,3,1,1,2,2,2,2,2,1,1,3,1,,,4,1,1,2,4,4,1,0.67
FALL 2010,2594,11,29,2010,1,MICHIGAN,3,2,,,,,,,,,,,,,,,1,FACTS,5,4,4,4,1,1,1,1,1,3,3,3,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,6,98,1,1,1,1,4,3,4,1,1,1,1,0.67
FALL 2010,2602,11,29,2010,4,OREGON,4,1,1,1,1,1,MELTING POLAR  ICE CAPS,1,1,2,2,3,3,3,2,3,,,,,,,4,3,3,3,4,1,2,2,2,3,2,1,2,3,2,3,3,3,4,3,3,3,2,1,2,2,2,2,2,1,1,5,1,2,,4,2,2,2,2,4,1,0.67
FALL 2010,2606,11,30,2010,3,MASSACHUSETTS,1,1,1,1,1,1,SCIENTIFIC ARTICLES,4,1,3,2,2,3,3,2,2,,,,,,,4,4,3,4,4,1,2,3,1,3,1,1,2,3,1,3,3,3,3,3,4,1,1,1,1,2,2,2,2,1,1,4,1,2,,4,5,1,2,5,6,1,0.67
FALL 2010,2610,11,30,2010,2,NEW YORK,1,2,,,,,,,,,,,,,,,2,JUST THINK IT IS A BUNCH OF HYPE,9,1,4,4,1,98,1,2,4,2,2,2,4,1,4,4,4,1,3,1,1,1,2,4,1,1,3,,4,4,4,4,4,4,1,2,1,2,,4,1,1,2,3,3,1,0.67
FALL 2010,2615,11,30,2010,2,MARYLAND,2,1,2,1,2,1,OBSERVANCE OF POLAR MELTING,1,1,4,1,4,2,4,4,1,,,,,,,2,4,4,4,4,2,1,2,1,4,2,2,2,4,2,4,1,1,1,3,3,1,1,1,4,1,4,3,3,1,1,1,1,2,,4,1,1,1,1,1,1,0.67
FALL 2010,2621,11,30,2010,2,TENNESSEE,2,2,,,,,,,,,,,,,,,1,CYCLES,2,4,3,1,3,1,4,1,4,3,3,3,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,,4,4,4,4,4,6,2,1,1,2,,4,1,3,1,2,3,1,0.67
FALL 2010,2639,11,30,2010,4,CALIFORNIA,4,1,1,3,1,2,WILD WEATHER,3,2,2,2,1,4,4,2,1,,,,,,,4,4,2,4,4,1,2,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,1,6,,4,1,4,2,4,2,1,0.67
FALL 2010,2645,12,1,2010,2,MISSING,98,2,,,,,,,,,,,,,,,2,"BIBLICAL, CYCLES ARE INCREASING AND DECR",6,2,3,4,2,2,1,1,1,1,2,2,1,3,1,1,3,3,1,1,1,1,4,2,1,1,2,3,4,4,4,4,4,2,1,2,1,1,2,4,5,4,2,2,5,1,0.67
FALL 2010,2646,12,1,2010,3,NEW JERSEY,1,2,,,,,,,,,,,,,,,2,NO DIFFERENCE,1,4,2,2,2,2,1,98,98,3,3,3,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,6,2,1,1,6,,4,5,4,2,2,98,1,0.67
FALL 2010,2647,12,1,2010,2,MASSACHUSETTS,1,1,3,3,2,2,"RESEARCH, CLIMATE CHANGES AND BURNING FO",4,2,4,2,4,2,4,4,4,,,,,,,2,1,1,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,1,1,3,,3,3,3,3,3,2,2,1,1,2,,4,5,2,2,3,,1,0.67
FALL 2010,2652,12,1,2010,4,CONNECTICUT,1,1,1,2,2,2,OBSERVATION,2,1,1,3,2,4,1,1,2,,,,,,,4,4,1,2,2,3,3,3,3,4,4,2,4,2,1,3,1,1,1,3,3,1,4,,4,4,4,4,4,6,98,1,1,6,,4,3,4,2,1,98,1,0.67
