"RespNumb","SAMPLE","VERSION","demog_age_list","demog_state","demog_state_region","weather_pastwinter","weather_snow","weather_pastsummer_v2","weather_today","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","weather_extremes","weather_gwimpact","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","DATE","TotalWeight"
398,"C","A",3,"FL",2,1,6,2,5,2,,,,,,,,,,,,,2,"IT WAS WARMER 20 YEARS AGO THEN IT IS NOW",1,4,4,4,3,4,1,,,4,4,1,4,6,1,"4/18/2016 7:46:43",0.815
399,"C","A",1,"CA",4,98,6,3,2,1,1,98,"NO COMMENT",10,98,98,98,4,1,98,1,4,,,,,,,1,2,1,2,,3,5,,3,3,2,"4/18/2016 7:47:30",1.32
400,"C","A",2,"TX",2,3,6,5,3,1,1,1,"DEPOLARIZATION",1,1,1,3,1,3,1,1,1,,,,,,,2,2,5,6,,5,4,,2,,2,"4/18/2016 7:49:11",1.42
401,"C","A",3,"CA",4,2,3,3,5,2,,,,,,,,,,,,,1,"I  HAVE RESEARCHED THE WEATHER",5,1,1,1,1,4,1,1,2,4,1,4,3,3,1,"4/18/2016 7:49:17",0.805
402,"C","A",3,"CA",4,1,6,2,2,1,1,3,"I CAN FEEL IT",2,3,1,3,4,1,98,4,98,,,,,,,1,1,10,2,,5,5,1,4,2,2,"4/18/2016 7:49:42",0.75
403,"C","A",2,"CA",4,5,6,3,3,1,1,98,"HAVEN'T RESEARCHED",10,4,3,4,1,3,1,2,1,,,,,,,1,1,1,6,,4,5,1,5,5,1,"4/18/2016 7:55:21",0.875
404,"C","A",2,"OR",4,2,5,2,1,1,1,1,"TRUTH",10,1,2,1,2,4,1,1,2,,,,,,,3,3,1,6,,4,2,1,4,6,1,"4/18/2016 7:55:33",0.935
405,"C","A",1,"WA",4,1,3,5,1,1,2,3,"STATISTICS, SCIENTIFIC FINDINGS",4,2,2,98,3,2,2,1,98,,,,,,,1,1,1,6,,1,5,1,4,98,2,"4/18/2016 7:59:36",1.62
406,"C","A",2,"PA",1,4,3,5,5,1,1,1,"BECAUSE OF FACTORIES",8,1,2,1,3,3,1,1,2,,,,,,,3,2,9,2,,4,1,1,3,3,2,"4/18/2016 7:59:40",2.44
407,"C","A",1,"WA",4,5,6,2,2,1,1,1,"NOT SURE",10,1,3,98,2,4,98,98,2,,,,,,,2,1,5,5,,5,1,1,3,4,1,"4/18/2016 8:00:10",1.155
408,"C","A",3,"NV",4,2,6,5,5,1,1,1,"POLLUTION",8,1,2,98,2,2,1,1,1,,,,,,,1,1,1,1,2,3,3,4,3,3,2,"4/18/2016 8:00:22",1.15
409,"C","A",3,"CA",4,3,6,1,2,1,1,3,"WARMER SUMMERS",2,3,1,4,1,2,2,1,1,,,,,,,1,2,1,2,,5,5,4,1,5,1,"4/18/2016 8:00:47",0.385
410,"C","A",2,"TX",2,5,5,3,5,2,,,,,,,,,,,,,1,"WE WOULD ALL BE DEAD BY NOW IF TEMPS WERE INCREASING",9,4,3,1,3,2,1,1,2,5,5,2,2,6,1,"4/18/2016 8:01:42",0.565
411,"C","B",2,"CO",4,2,5,2,3,98,,,,,,,,,,,,,,,,,,,3,1,1,6,,2,2,3,3,98,1,"4/18/2016 8:17:15",1.055
412,"C","B",1,"VA",2,2,5,2,1,1,2,2,"CHANGES IN CLIMATE",3,1,2,3,1,3,3,1,1,,,,,,,3,1,1,,,4,5,1,3,2,2,"4/18/2016 8:17:16",1.29
413,"C","B",1,"VA",2,3,2,1,1,1,1,1,"GLACIERS MELTING",1,1,3,1,2,3,1,1,1,,,,,,,1,1,1,6,,3,3,4,3,2,1,"4/18/2016 8:17:35",1.005
414,"C","B",2,"TX",2,3,6,5,5,2,,,,,,,,,,,,,2,"NOT SURE",9,2,4,4,1,4,1,1,2,4,2,2,2,,1,"4/18/2016 8:23:20",0.925
415,"C","B",3,"TX",2,1,6,2,4,1,2,98,"SEE OR FEEL AN INCREASE IN TEMPERATURES",2,4,2,98,2,2,4,2,2,,,,,,,1,2,9,2,,4,5,3,1,3,2,"4/18/2016 8:27:23",2.32
416,"C","B",4,"TX",2,1,6,1,4,1,1,1,"ALL TO EMISSIONS",8,1,1,1,1,1,1,1,1,,,,,,,1,1,2,1,1,4,1,1,4,6,1,"4/18/2016 8:28:54",0.765
417,"C","B",2,"MD",2,5,5,5,1,1,1,2,"CHEMICAL WARS, WORLD COMING TO END",8,3,3,3,1,3,4,4,4,,,,,,,2,2,10,2,,2,5,3,4,2,1,"4/18/2016 8:34:02",0.935
418,"C","B",2,"SC",2,2,6,5,5,1,1,3,"PATTERNS CHANGING",3,2,2,98,2,1,4,1,1,,,,,,,1,1,1,1,98,2,1,4,1,2,1,"4/18/2016 8:37:53",1.055
419,"C","B",3,"MS",2,2,5,5,5,98,,,,,,,,,,,,,,,,,,,1,2,2,98,,2,2,1,4,1,1,"4/18/2016 8:39:12",1.285
420,"C","B",3,"OH",3,5,4,2,2,1,1,2,"BURNING FOSSIL FUELS",8,4,3,4,3,3,98,3,2,,,,,,,3,2,1,1,2,1,1,4,1,1,1,"4/18/2016 8:39:43",1.235
421,"C","B",2,"OK",2,1,6,5,5,98,,,,,,,,,,,,,,,,,,,98,98,1,,,3,1,1,98,1,2,"4/18/2016 8:40:59",1.37
422,"C","B",4,"OK",2,1,5,3,5,1,1,2,"WEATHER INCREASES",3,1,3,2,2,2,1,1,1,,,,,,,1,1,2,7,,4,1,4,2,6,1,"4/18/2016 8:42:55",0.765
423,"C","B",1,"TX",2,98,98,98,98,1,1,3,"THE RESEARCH",4,2,98,2,2,98,2,98,98,,,,,,,98,98,1,7,,5,5,4,3,,1,"4/18/2016 8:44:50",0.605
424,"C","B",2,"GA",2,2,3,5,5,1,2,2,"MEDIA",6,1,4,2,4,4,4,3,3,,,,,,,3,2,1,1,2,5,5,4,2,6,1,"4/18/2016 8:48:53",0.565
425,"C","B",1,"CA",4,1,6,1,1,1,1,1,"MORE HEAT",2,1,1,1,2,1,1,1,1,,,,,,,1,1,2,98,,5,5,1,4,2,1,"4/18/2016 8:49:47",0.855
426,"C","B",4,"IL",3,1,4,2,5,1,1,2,"POLLUTION",8,1,3,2,2,1,3,2,2,,,,,,,1,3,1,7,,3,1,4,3,1,1,"4/18/2016 8:56:59",0.635
427,"C","B",2,"AR",2,4,6,2,5,98,,,,,,,,,,,,,,,,,,,98,98,2,1,2,1,4,98,3,1,2,"4/18/2016 8:59:17",1.92
428,"C","B",2,"CO",4,1,4,5,5,1,2,1,"CLIMATE CHANGES",3,1,2,2,1,2,1,2,2,,,,,,,1,2,1,7,,5,5,1,5,2,2,"4/18/2016 9:01:15",0.87
429,"C","B",3,"MA",1,4,2,5,2,1,3,2,"SUMMERTIME",3,1,1,1,3,4,4,1,1,,,,,,,3,1,2,1,2,1,5,4,5,1,1,"4/18/2016 9:06:25",1.485
430,"C","B",1,"TX",2,5,6,2,3,98,,,,,,,,,,,,,,,,,,,98,3,9,2,,1,1,98,98,1,1,"4/18/2016 9:06:48",2.605
431,"C","B",4,"TX",2,2,4,1,5,98,,,,,,,,,,,,,,,,,,,1,1,2,,,2,5,1,4,3,1,"4/18/2016 9:11:15",0.885
432,"C","B",4,"AL",2,2,3,5,3,2,,,,,,,,,,,,,1,"NATURAL",2,4,2,2,1,2,1,1,2,2,1,2,3,1,2,"4/18/2016 9:11:21",1.05
433,"C","B",3,"OK",2,5,5,5,5,2,,,,,,,,,,,,,1,"NO PROOF",3,4,1,1,3,4,1,1,1,5,5,2,1,2,2,"4/18/2016 9:13:38",0.75
434,"C","B",2,"SD",3,3,2,2,4,2,,,,,,,,,,,,,3,"NOT SURE",9,3,3,2,3,2,9,6,,1,5,3,3,1,1,"4/18/2016 9:15:48",2.555
435,"C","B",3,"HI",4,5,6,5,2,1,2,3,"NATURES PATTERNS",9,1,1,1,1,3,2,1,1,,,,,,,1,2,10,6,,4,5,4,5,,1,"4/18/2016 9:32:39",0.805
436,"C","B",4,"TX",2,5,6,3,3,2,,,,,,,,,,,,,2,"THE EARTH GOES THROUGH SEASONS THROUGH THE CENTURIES",2,1,1,1,98,3,1,1,2,5,1,2,1,,1,"4/18/2016 9:43:34",0.135
437,"C","B",1,"TX",2,2,5,3,5,2,,,,,,,,,,,,,2,"NATURAL CYCLES",2,3,4,2,3,2,1,6,,4,5,,3,2,2,"4/18/2016 9:49:46",1.29
438,"C","B",2,"TX",2,5,5,5,5,2,,,,,,,,,,,,,1,"WEATHER IS STILL THE SAME",1,4,3,3,1,4,2,1,2,5,1,1,3,4,2,"4/18/2016 9:51:16",1.12
439,"C","B",2,"WI",3,2,4,3,1,1,1,1,"MELTING ICE CAPS",1,1,98,98,3,1,98,1,1,,,,,,,1,1,1,98,,2,6,4,3,6,1,"4/18/2016 9:52:13",1.065
440,"C","B",3,"MN",3,2,4,98,1,1,1,3,"GLACIERS ARE MELTING",1,1,1,2,2,1,1,98,1,,,,,,,1,1,,,,5,4,1,4,,2,"4/18/2016 9:53:42",0.75
441,"C","B",4,"NE",3,2,3,98,5,1,1,3,"NEWS",6,1,1,1,1,1,1,1,1,,,,,,,1,1,1,2,,4,98,1,5,3,2,"4/18/2016 9:59:58",0.82
442,"C","A",2,"LA",2,98,6,,5,1,2,3,"SHORELINES ARE RECEDING",11,1,98,1,2,4,4,3,3,,,,,,,98,1,10,6,,5,5,3,3,1,1,"4/19/2016 5:09:07",0.535
443,"C","A",3,"PA",1,5,3,5,5,98,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,98,2,1,6,2,"4/19/2016 5:13:39",1.13
444,"C","A",3,"MI",3,1,4,3,3,1,1,2,"EL NINO",10,2,2,98,4,2,4,1,1,,,,,,,1,1,1,2,,2,2,4,2,3,1,"4/19/2016 5:13:53",0.935
445,"C","A",1,"IN",3,2,3,2,5,1,1,1,"EXTENSIVE RESEARCH FROM SCIENTISTS",4,2,3,2,2,2,2,2,2,,,,,,,1,1,1,2,,2,5,1,5,4,1,"4/19/2016 5:15:09",1.105
446,"C","A",1,"FL",2,5,6,5,2,1,2,1,"POLLUTION AND GREEN HOUSE GASSES",8,2,2,2,2,4,2,2,2,,,,,,,98,2,1,1,2,2,1,3,2,98,1,"4/19/2016 5:17:10",1.105
447,"C","A",2,"NY",1,2,4,1,1,1,2,1,"REPORTS FROM SCIENTISTS",4,2,2,1,2,1,3,2,2,,,,,,,1,2,9,1,1,5,4,1,4,6,1,"4/19/2016 5:17:24",1.765
448,"C","A",2,"TN",2,3,5,1,3,1,1,1,"I DONT KNOW",10,2,3,2,2,2,3,2,3,,,,,,,2,3,1,2,,3,2,1,4,,2,"4/19/2016 5:20:07",1.27
449,"C","A",2,"NJ",1,4,3,5,5,1,1,3,"BURNING FOSSIL FUELS",8,1,1,2,1,1,1,1,1,,,,,,,1,1,1,1,2,5,3,4,3,,2,"4/19/2016 5:23:54",0.87
450,"C","A",4,"GA",2,1,4,1,1,1,1,3,"BY WINTER AND SUMMER TEMPS.  WINTER WAS NOT COLD ENOUGH TO",2,2,2,98,1,2,98,1,2,,,,,,,1,1,1,6,,3,1,,1,,2,"4/19/2016 5:25:11",0.85
451,"C","A",2,"UT",4,3,5,2,2,1,2,3,"CHANGES IS WEATHER PATTERNS",3,1,4,2,1,4,4,1,1,,,,,,,1,1,1,1,1,5,5,4,1,6,1,"4/19/2016 5:25:58",0.565
452,"C","A",2,"AZ",4,5,6,2,2,1,1,1,"ALL FACTORIES",8,1,1,2,3,3,3,3,4,,,,,,,3,2,5,7,,2,5,2,98,2,1,"4/19/2016 5:27:19",1.605
453,"C","A",2,"WV",2,2,5,5,5,2,,,,,,,,,,,,,3,"AS FAR AS HISTORY BASED ON CARBON EMISSIONS. VOLCANIC ERUPTIONS. EV",9,3,2,98,3,2,1,6,,3,5,3,98,5,1,"4/19/2016 5:36:10",0.905
454,"C","A",2,"KY",2,4,1,2,1,1,2,1,"POLLUTION",8,1,4,98,1,3,1,2,1,,,,,,,1,2,1,1,2,1,1,4,3,,2,"4/19/2016 5:38:02",1.57
455,"C","A",4,"SC",2,1,3,2,5,1,3,2,"POLAR CAPS MELTING",1,1,2,1,1,1,1,3,1,,,,,,,1,1,2,6,,3,5,4,2,1,1,"4/19/2016 5:38:18",0.885
456,"C","A",4,"VA",2,3,3,2,1,1,1,2,"ALOT LESS SNOW",3,1,1,1,1,1,1,1,1,,,,,,,1,1,1,2,,3,1,4,2,2,1,"4/19/2016 5:40:42",0.535
457,"C","A",3,"OH",3,2,3,5,5,98,,,,,,,,,,,,,,,,,,,3,2,1,6,,2,1,2,2,98,2,"4/19/2016 5:42:08",1.25
458,"C","A",2,"PA",1,1,4,3,5,1,1,1,"NOT AS MUCH SNOW IN THE WINTER",3,98,3,2,3,1,98,98,1,,,,,,,1,2,1,6,,4,5,1,4,5,1,"4/19/2016 5:44:00",0.875
459,"C","A",1,"FL",2,5,6,2,5,98,,,,,,,,,,,,,,,,,,,1,4,5,2,,2,5,2,4,2,1,"4/19/2016 5:46:26",1.655
460,"C","B",4,"IN",3,5,5,3,5,98,,,,,,,,,,,,,,,,,,,3,98,,,,,6,,,,2,"4/19/2016 6:08:44",0.85
461,"C","B",4,"TX",2,5,6,5,5,2,,,,,,,,,,,,,1,"NOT ANY HOTTER THEN NORMAL",1,1,2,2,3,4,1,6,,4,1,2,2,3,2,"4/19/2016 6:09:36",0.82
462,"C","B",3,"SC",2,2,6,2,1,1,1,1,"SCIENTFIC EVIDENCE AND WE HAVENT HAD A MAJOR FLOOD IN A LO",4,2,2,2,2,1,2,2,1,,,,,,,1,2,2,6,,5,4,4,4,5,2,"4/19/2016 6:11:23",0.95
463,"C","B",1,"PA",1,98,98,2,5,2,,,,,,,,,,,,,3,"AVERAGE TEMPERATURE HASN'T CHANGED",1,1,1,2,3,3,1,2,,3,5,4,3,98,1,"4/19/2016 6:12:48",1.005
464,"C","B",1,"TX",2,2,4,1,3,98,,,,,,,,,,,,,,,,,,,3,3,9,98,,5,5,4,98,2,2,"4/19/2016 6:13:53",2.12
465,"C","B",3,"NC",2,3,3,5,4,1,1,3,"REFUSED",,1,3,98,98,1,98,1,1,,,,,,,1,1,1,,,3,1,2,3,,2,"4/19/2016 6:15:13",1.15
466,"C","B",2,"PA",1,2,5,3,5,1,1,3,"POLLUTION FROM VEHICLES",8,1,2,98,98,2,2,1,1,,,,,,,1,2,2,6,,2,1,4,3,,1,"4/19/2016 6:16:42",1.305
467,"C","B",2,"NC",2,5,5,5,5,98,,,,,,,,,,,,,,,,,,,3,98,1,2,,4,1,2,98,,1,"4/19/2016 6:21:50",0.925
468,"C","B",2,"VA",2,1,4,2,5,1,2,3,"WARMER WINTERS",2,2,2,2,3,2,98,98,2,,,,,,,1,1,1,7,,3,5,4,4,2,1,"4/19/2016 6:23:02",0.955
469,"C","B",1,"PA",1,1,4,1,5,1,1,1,"TOO MUCH GARBAGE AND NOT TAKING CARE OF THE ENVIRONMENT",8,1,1,1,1,2,1,1,1,,,,,,,1,1,1,98,,4,5,3,3,2,2,"4/19/2016 6:24:40",1.29
470,"C","B",2,"GA",2,1,4,5,1,1,1,3,"GLACIERS MELTING",1,4,4,2,1,2,3,1,2,,,,,,,1,1,1,1,1,2,6,4,2,,1,"4/19/2016 6:24:58",1.055
471,"C","B",3,"MD",2,1,3,3,1,1,2,3,"HUMAN USE.  CARS AND FOSSIL FUELS, CHEMICALS",8,2,2,3,1,3,98,2,2,,,,,,,1,1,1,2,,5,1,2,3,6,2,"4/19/2016 6:29:47",0.76
472,"C","B",3,"GA",2,1,4,1,2,1,1,1,"IM LIVING IN IT",2,1,1,3,2,1,3,1,1,,,,,,,1,1,2,98,,5,5,98,3,,1,"4/19/2016 6:32:36",0.685
473,"C","B",2,"IA",3,2,4,2,5,1,1,1,"SCIENTIFIC RESEARCH",4,1,2,2,1,1,2,2,2,,,,,,,1,1,1,,,5,1,1,5,4,2,"4/19/2016 6:40:58",0.87
474,"C","B",4,"MN",3,3,5,5,3,2,,,,,,,,,,,,,98,"AIRPLANES FLYING TOO HIGH, HEAT STAYS UP THERE",9,3,98,98,2,3,1,1,2,3,3,2,2,,1,"4/19/2016 6:41:40",0.535
475,"C","B",2,"SD",3,4,5,1,5,1,1,98,"WEATHER CHANGES",3,1,1,98,1,1,1,1,1,,,,,,,98,2,1,6,,3,1,98,3,2,2,"4/19/2016 6:43:16",1.27
476,"C","B",1,"AZ",4,5,3,2,5,1,1,3,"SCIENTIFIC INFO",4,98,2,1,2,3,2,1,1,,,,,,,1,1,9,7,,3,5,1,5,3,1,"4/19/2016 6:44:04",2.205
477,"C","B",3,"OH",3,1,4,5,5,98,,,,,,,,,,,,,,,,,,,98,98,1,1,2,3,2,1,4,5,2,"4/19/2016 6:45:13",1.1
478,"C","B",3,"MD",2,2,1,5,5,1,2,3,"THE WAY WE ARE LIVING OUR LIVES",8,3,2,3,2,2,2,3,2,,,,,,,1,2,1,1,2,3,5,1,3,,2,"4/19/2016 6:49:31",1.15
479,"C","B",4,"NC",2,5,3,5,5,2,,,,,,,,,,,,,1,"NORMAL PROGRESSION",2,3,2,1,98,4,1,1,2,4,1,2,1,98,2,"4/19/2016 6:50:03",0.82
480,"C","B",4,"TN",2,98,,98,5,1,2,3,"WEATHER",3,2,2,3,2,2,1,2,1,,,,,,,1,2,,,,4,1,,,,2,"4/19/2016 6:51:06",0.82
481,"C","B",4,"AL",2,1,6,1,3,98,,,,,,,,,,,,,,,,,,,1,2,1,1,1,5,1,2,3,6,1,"4/19/2016 6:51:30",0.145
482,"C","B",4,"FL",2,2,6,5,3,1,1,1,"CHANGES IN TEMPERATURE IN SPRING AND WINTER",3,1,1,98,1,1,98,1,1,,,,,,,1,1,10,6,,4,1,4,3,5,1,"4/19/2016 6:53:10",0.355
483,"C","B",4,"NJ",1,2,4,3,2,1,2,3,"FEELING THEM",2,1,2,1,1,1,98,1,2,,,,,,,1,1,1,2,,3,1,2,3,,2,"4/19/2016 6:56:09",0.85
484,"C","B",1,"IL",3,2,4,3,3,1,1,1,"TEMPERATURE",2,1,1,2,1,2,2,1,2,,,,,,,1,1,2,1,2,2,5,4,3,,1,"4/19/2016 7:00:17",1.355
485,"C","B",2,"PA",1,1,5,5,5,1,1,1,"SCIENTIFIC  EVIDENCE",4,1,1,1,1,3,2,1,1,,,,,,,1,1,1,7,,5,4,4,5,5,2,"4/19/2016 7:01:58",0.82
486,"C","A",2,"GA",2,2,4,2,5,1,1,3,"MORE INFOMATION",6,1,1,1,2,1,1,1,1,,,,,,,1,1,1,98,,3,5,1,4,6,1,"4/19/2016 7:26:55",0.965
487,"C","A",1,"AR",2,1,6,5,5,98,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,3,3,1,2,"4/19/2016 7:33:41",1.52
488,"C","A",3,"OK",2,5,5,5,5,1,1,1,"WEATHER",3,1,4,4,4,4,2,1,1,,,,,,,1,2,,,,2,1,,,,1,"4/19/2016 7:34:35",0.935
489,"C","A",3,"KY",2,5,5,3,5,2,,,,,,,,,,,,,1,"DATA  INFO",5,4,1,4,3,4,1,1,2,5,5,4,1,6,1,"4/19/2016 7:41:36",0.445
490,"C","A",1,"IN",3,1,3,5,2,1,1,3,"SCIENTIFIC DATA AND PERSONAL OBSERVATION",4,2,1,3,3,2,2,2,2,,,,,,,1,1,10,6,,4,2,1,4,2,2,"4/19/2016 7:44:50",1.17
491,"C","A",3,"FL",2,2,6,2,2,1,2,2,"NOT SURE",10,2,2,3,2,2,2,2,1,,,,,,,1,3,1,6,,4,1,4,2,6,1,"4/19/2016 7:45:32",0.815
492,"C","B",2,"TX",2,1,4,1,1,1,1,1,"PEOPLES VEHICLES",8,1,2,98,2,1,98,1,1,,,,,,,1,2,10,6,,2,5,,,,2,"4/19/2016 8:02:08",1.25
493,"C","B",1,"NC",2,98,2,5,5,1,1,1,"SCIENCE",4,2,2,2,2,2,2,1,2,,,,,,,1,1,1,2,,3,1,4,3,2,1,"4/19/2016 8:02:39",1.005
494,"C","B",1,"NY",1,98,98,98,1,1,2,3,"SCIENTIFIC RESEARCH",4,2,4,2,2,4,2,2,2,,,,,,,1,1,1,6,,4,5,4,5,98,1,"4/19/2016 8:03:39",0.975
495,"C","B",3,"DE",2,5,5,5,2,1,2,3,"POLLUTION",8,1,2,1,1,1,98,1,1,,,,,,,1,1,1,2,,3,1,4,3,2,2,"4/19/2016 8:11:36",1.15
496,"C","B",4,"NC",2,2,4,2,2,1,1,3,"REPORTS HE READ ABOUT GLOBAL WARMING",6,1,3,3,3,4,1,4,3,,,,,,,98,1,1,,,5,2,4,,6,1,"4/19/2016 8:11:52",0.145
497,"C","B",3,"SD",3,4,4,4,4,2,,,,,,,,,,,,,1,"CYCLES",2,4,4,4,1,4,1,1,2,5,5,4,3,3,1,"4/19/2016 8:14:43",0.435
498,"C","B",4,"VA",2,2,3,2,2,1,1,98,"WEAHER PATTERNS ARE DIFFERENT",3,1,2,98,1,3,2,1,1,,,,,,,1,98,1,1,1,2,1,4,1,2,2,"4/19/2016 8:22:21",0.95
499,"C","B",4,"WI",3,2,3,3,2,1,1,2,"THE WEATHER",3,1,1,1,2,1,1,3,3,,,,,,,1,1,1,2,,4,1,2,3,2,1,"4/19/2016 8:27:41",0.505
500,"C","B",1,"WI",3,3,4,5,3,98,,,,,,,,,,,,,,,,,,,1,2,9,,,2,5,4,98,98,2,"4/19/2016 8:28:11",2.62
501,"C","B",3,"MI",3,1,4,4,2,1,2,3,"SEASONS ARE CHANGING",3,1,2,2,2,1,1,1,1,,,,,,,1,1,1,2,,2,1,1,2,3,2,"4/19/2016 8:28:52",1.25
502,"C","B",3,"IL",3,5,3,5,5,98,,,,,,,,,,,,,,,,,,,3,3,1,1,1,4,5,2,1,,1,"4/19/2016 8:29:14",0.805
503,"C","B",4,"NC",2,2,3,3,2,1,2,2,"TEMPERATURE CHANGES",2,2,4,2,4,4,3,4,2,,,,,,,1,2,1,2,,1,1,4,2,3,1,"4/19/2016 8:33:18",0.835
504,"C","B",4,"NY",1,2,1,2,2,1,1,1,"THE CO 2 IS COMPLETELY OUT OF CONTROL THE POLAR CAPS ARE M",10,1,1,1,2,3,2,1,1,,,,,,,1,1,1,6,,5,4,1,5,,2,"4/19/2016 8:33:58",0.45
505,"C","B",3,"CT",1,2,4,1,2,1,1,1,"STATISTICS",4,1,2,1,2,2,2,1,1,,,,,,,1,1,1,,,2,1,4,4,2,1,"4/19/2016 8:34:50",0.935
506,"C","B",1,"FL",2,2,6,5,5,1,3,3,"HUMANS AND NATURAL PATTERNS",8,2,98,98,2,2,98,2,2,,,,,,,1,2,2,1,2,4,1,4,4,2,1,"4/19/2016 8:38:37",1.225
507,"C","B",4,"MI",3,1,4,2,2,1,1,1,"TEMP CHANGES OVER TIME",2,1,1,1,1,1,1,1,1,,,,,,,1,1,1,,,5,2,,,,2,"4/19/2016 8:38:38",0.45
508,"C","B",1,"TN",2,5,5,5,5,2,,,,,,,,,,,,,1,"CYCLE",2,4,4,4,3,4,1,1,2,4,1,2,1,4,1,"4/19/2016 8:40:38",0.975
509,"C","B",3,"NC",2,3,3,5,5,2,,,,,,,,,,,,,2,"GOD MADE AN EARTH",6,2,4,3,1,4,1,2,,4,5,2,2,,2,"4/19/2016 8:40:53",1.12
510,"C","B",1,"MD",2,5,5,5,5,1,1,2,"HEAR PEOPLE TALKING",10,1,4,4,4,4,1,1,4,,,,,,,3,2,1,2,,3,5,98,3,5,1,"4/19/2016 8:42:13",0.955
511,"C","B",3,"RI",1,2,4,5,2,2,,,,,,,,,,,,,1,"COLDER, DO NOT BELIEVE",1,4,4,3,1,2,,,,5,1,,,,2,"4/19/2016 8:42:58",0.75
512,"C","B",3,"WI",3,2,3,5,5,1,3,3,"SCIENCE",4,2,3,98,4,4,3,2,3,,,,,,,3,2,1,,,2,1,,98,,2,"4/19/2016 8:45:35",1.25
513,"C","B",4,"PA",1,1,4,98,1,1,2,1,"WEIGHT OF THE EVIDENCE",4,2,3,2,98,3,98,98,98,,,,,,,1,98,1,,,,5,,,,1,"4/19/2016 8:46:36",0.535
514,"C","B",4,"NY",1,1,4,2,1,98,,,,,,,,,,,,,,,,,,,3,1,10,6,,5,1,1,3,3,1,"4/19/2016 8:49:02",0.035
515,"C","B",2,"NE",3,1,98,5,5,2,,,,,,,,,,,,,2,"COLD SUMMERS",1,2,4,4,3,2,1,,,2,1,1,1,5,2,"4/19/2016 8:49:56",1.32
516,"C","B",4,"FL",2,5,6,5,5,1,2,1,"INCREASE IN HUMAN ACTIVITY OF GENERATING HEAT AND USING EN",8,1,2,2,2,2,2,98,2,,,,,,,1,2,1,,,3,1,2,1,4,1,"4/19/2016 8:50:25",0.535
517,"C","B",2,"PA",1,3,5,5,5,2,,,,,,,,,,,,,2,"THE WEATHER IS THE SAME",1,2,3,3,3,3,1,2,,2,1,2,3,,1,"4/19/2016 8:54:56",1.055
518,"C","B",1,"NC",2,5,2,2,1,98,,,,,,,,,,,,,,,,,,,1,98,1,,,3,5,,4,3,1,"4/19/2016 8:55:50",1.005
519,"C","B",1,"FL",2,2,6,1,2,1,1,3,"NOT SURE",10,4,1,4,1,1,4,1,1,,,,,,,3,2,2,6,,3,5,1,3,,2,"4/19/2016 8:56:15",1.57
520,"C","B",1,"WA",4,2,5,1,2,1,1,3,"COLLEGE",10,1,2,3,1,2,2,2,2,,,,,,,1,1,1,6,,4,5,1,4,98,1,"4/19/2016 8:57:06",0.975
521,"C","B",3,"TN",2,1,3,2,2,1,1,1,"FOSSIL FUELS",8,1,1,2,1,1,2,1,1,,,,,,,1,1,1,2,,4,1,1,4,6,1,"4/19/2016 8:58:47",0.815
522,"C","B",3,"IA",3,5,4,3,5,1,1,2,"SCIENCE DATA",4,1,4,4,4,4,4,4,4,,,,,,,3,3,1,1,2,2,2,2,2,3,1,"4/19/2016 9:01:51",0.935
523,"C","B",1,"IL",3,2,3,3,98,1,2,3,"WEATHER, NEWS,",3,3,3,4,2,3,98,98,98,,,,,,,1,98,,,,3,6,,,,2,"4/19/2016 9:02:20",1.32
524,"C","B",2,"OH",3,1,4,5,5,1,1,1,"SCIENTIFIC INFORMATION",4,1,3,2,2,2,98,2,1,,,,,,,1,1,1,2,,5,5,1,4,6,2,"4/19/2016 9:06:09",0.88
525,"L","B",3,"TX",2,5,5,2,1,1,1,3,"GLACIERS MELTING",1,1,3,1,2,2,4,1,1,,,,,,,1,1,1,1,2,3,1,1,3,3,1,"4/20/2016 10:01:03",0.835
526,"C","A",3,"VA",2,2,4,3,3,1,1,3,"WEATHER",3,2,2,2,2,2,2,2,2,,,,,,,1,2,,,,2,1,,,,2,"4/20/2016 5:07:50",1.25
527,"C","A",3,"FL",2,1,6,2,5,1,2,1,"WARMER ARCTIC",2,1,2,98,3,2,2,98,2,,,,,,,1,2,1,6,,2,5,4,1,2,1,"4/20/2016 5:11:39",0.935
528,"C","A",2,"NC",2,2,4,1,3,98,,,,,,,,,,,,,,,,,,,98,1,2,6,,3,5,4,3,2,1,"4/20/2016 5:13:03",1.205
529,"C","A",4,"NM",4,5,6,5,3,2,,,,,,,,,,,,,2,"PARTS OF THE COUNTRY ARE WARMER AND OTHERS ARE COOLER",1,2,2,98,3,2,1,1,1,3,1,2,2,2,2,"4/20/2016 5:20:12",0.85
