"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","govt_fed","govt_state","govt_local","rps_25x25_nocost","rps_25x25_cost10pct","vehicle_54mpg_nocost","vehicle_54mpg_cost10pct","fftax_support_v2","fftax_support_v2_cost10pct","carbontax_revuse_v2","gastax_knowldg_cost","gastax_knowldg_chng","gastax_knowldg_chnghow","excisetax_revuse","willing2pay_list","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","weight"
657,"C","10/9/2012 5:25:25",4,"FLORIDA",2,1,3,3,2,2,"THINGS THAT I HAVE SEEN GONE BY",3,2,2,2,2,98,3,2,2,2,,,,,,,3,3,3,4,98,98,2,2,2,3,2,4,4,3,1,98,1,1,2,1,2,1,1,1,3,1,2,2,98,2,0.67
734,"L","10/9/2012 8:49:03",4,"PENNSYLVANIA",1,1,1,2,2,3,"WARMER TEMPERATURES",2,4,1,2,4,4,2,4,4,4,,,,,,,98,2,2,1,1,1,2,2,4,4,1,2,4,4,2,5,1,2,2,1,2,1,2,,3,1,1,2,,2,0.67
737,"L","10/9/2012 8:53:51",4,"NEW YORK",1,2,,,,,,,,,,,,,,,,2,"NATURAL CYCLES",2,3,4,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,2,98,1,1,2,1,3,1,,,,1,,,,2,0.67
752,"L","10/9/2012 9:11:24",4,"ARIZONA",4,1,1,1,1,1,"PATTERNS CHANGE",9,1,2,2,1,2,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,98,1,98,5,3,3,1,1,2,3,1,1,4,,2,0.67
785,"L","10/10/2012 8:56:07",4,"NEW JERSEY",1,1,4,2,4,2,"NO ANSWER",10,4,4,4,1,4,98,4,1,2,,,,,,,98,2,98,98,98,3,1,1,4,4,98,98,4,4,4,98,98,,4,1,2,1,1,1,3,1,2,98,,2,0.67
830,"C","10/11/2012 7:12:26",4,"INDIANA",3,2,,,,,,,,,,,,,,,,3,"BIBLE",6,98,98,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,98,98,98,,98,1,2,1,1,1,3,2,2,1,,2,0.67
901,"L","10/11/2012 9:20:59",4,"COLORADO",4,1,1,1,1,1,"SUN FEELS MUCH HOTTER",2,1,1,4,2,4,2,1,1,3,,,,,,,4,4,4,4,4,1,1,1,1,3,1,1,1,4,3,98,98,,3,1,3,1,3,,3,1,2,1,3,2,0.67
35,"L","9/26/2012 9:58:10",98,"MINNESOTA",3,1,2,3,4,1,"NATURE",9,98,98,98,98,98,4,4,4,4,,,,,,,98,2,2,1,2,1,2,2,2,2,4,4,4,4,1,98,1,1,2,1,3,1,1,98,4,2,2,2,,1,0.69
36,"L","9/26/2012 9:58:42",3,"TEXAS",2,98,,,,,,,,,,,,,,,,,,,,,,1,2,98,1,2,3,3,2,2,4,4,4,4,4,2,98,98,,2,2,2,1,1,1,2,2,2,1,3,1,0.69
91,"L","9/27/2012 7:23:56",3,"NEW YORK",1,2,,,,,,,,,,,,,,,,1,"COLD WINTERS",1,1,4,1,1,1,1,1,1,3,98,98,2,4,3,3,4,4,5,2,1,2,5,2,2,1,2,,2,5,2,2,5,1,0.69
131,"L","9/27/2012 8:08:19",3,"KENTUCKY",2,2,,,,,,,,,,,,,,,,2,"GOD CREATED THE SEASONS",6,4,3,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,98,,3,1,2,1,1,1,2,1,2,1,,1,0.69
137,"L","9/27/2012 8:16:53",3,"NEW YORK",1,1,1,1,3,3,"HOTTER AND HOTTER",2,1,1,2,1,4,2,2,1,1,,,,,,,4,4,4,3,4,3,3,2,1,1,2,2,98,98,5,98,1,1,5,98,2,1,1,2,2,6,,,,1,0.69
261,"L","10/1/2012 9:33:49",3,"MINNESOTA",3,98,,,,,,,,,,,,,,,,,,,,,,98,2,2,1,98,98,98,3,3,4,3,4,3,4,2,98,98,,2,1,3,1,3,,2,2,,,,1,0.69
316,"L","10/2/2012 9:14:48",3,"GEORGIA",2,2,,,,,,,,,,,,,,,,1,"NATURAL CYCLE",2,3,3,4,4,1,1,1,4,3,1,3,4,4,1,1,4,4,2,98,2,,2,1,2,1,1,,2,1,2,2,,1,0.69
321,"L","10/2/2012 9:24:51",3,"WISCONSIN",3,98,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,1,3,3,2,3,2,2,3,4,3,98,1,2,3,3,1,1,6,,2,1,2,5,3,1,0.69
366,"L","10/3/2012 8:49:41",3,"PENNSYLVANIA",1,1,2,2,3,2,"NEED TO TAKE CARE OF OUR EARTH",10,4,2,4,4,4,4,4,4,4,,,,,,,2,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,98,3,1,3,1,1,2,2,4,2,1,,1,0.69
465,"C","10/8/2012 5:49:22",3,"OREGON",4,98,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,98,3,3,2,4,4,1,1,3,4,98,98,98,,98,1,1,1,98,,2,1,3,3,,1,0.69
510,"L","10/8/2012 6:53:15",3,"RHODE ISLAND",1,2,,,,,,,,,,,,,,,,2,"NOT PROVEN",3,3,1,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,98,98,,3,1,2,1,2,,2,4,,,,1,0.69
530,"L","10/8/2012 7:26:58",3,"MASSACHUSETTS",1,1,1,2,4,4,"SCIENCE",4,1,1,1,2,4,2,4,2,2,,,,,,,3,1,1,1,2,3,3,3,1,1,4,4,1,1,5,2,1,1,5,3,2,1,1,2,2,5,2,1,,1,0.69
531,"L","10/8/2012 7:27:05",3,"NEW HAMPSHIRE",1,1,2,1,1,1,"WEATHER CHANGES AND NO SEASONS",3,3,2,3,3,3,2,3,3,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,98,2,1,6,,2,1,1,3,,1,0.69
558,"L","10/8/2012 7:57:49",3,"WISCONSIN",3,98,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,3,3,4,4,4,4,4,4,3,1,2,,5,1,2,1,98,,2,3,4,2,3,1,0.69
569,"L","10/8/2012 8:06:27",3,"WISCONSIN",3,1,2,3,2,2,"PATTERNS",9,2,2,4,2,2,1,2,2,1,,,,,,,4,4,3,4,4,2,2,2,1,1,1,1,1,1,1,2,98,,1,5,1,1,7,,2,1,1,4,5,1,0.69
608,"L","10/8/2012 8:56:10",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"BECAUSE WE STILL HAVE COLD WINTERS",1,1,4,1,1,2,98,1,2,3,2,3,4,4,4,4,4,4,6,3,1,1,6,1,2,1,6,,2,6,2,2,4,1,0.69
654,"C","10/9/2012 5:23:56",3,"NEW YORK",1,2,,,,,,,,,,,,,,,,1,"DOES NOT BELIEVE ANYTHING AL GORE SAYS",7,4,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,3,98,,2,1,2,1,1,2,2,1,2,1,,1,0.69
665,"C","10/9/2012 5:37:20",3,"FLORDIA",2,98,,,,,,,,,,,,,,,,,,,,,,98,3,98,2,98,1,2,2,98,98,1,2,4,4,3,2,2,,2,1,2,1,6,,2,4,4,3,,1,0.69
689,"C","10/9/2012 7:36:27",3,"TENNESSEE",2,1,3,3,2,2,"ICE MELTING",1,1,4,4,2,4,4,4,4,3,,,,,,,2,2,2,4,4,2,2,3,1,4,1,98,3,3,2,2,98,,5,3,2,1,6,,2,5,2,2,6,1,0.69
742,"L","10/9/2012 9:00:08",3,"PENNSYLVANIA",1,1,1,2,1,1,"WARMER SUMMERS AND WINTERS",2,1,1,3,2,4,1,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,3,2,98,98,,2,1,3,1,1,2,2,1,4,2,,1,0.69
778,"L","10/10/2012 8:41:57",3,"NEW HAMPSHIRE",1,1,1,3,1,1,"POLLUTION AND HUMANS",8,2,2,3,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,98,1,98,1,2,1,1,2,,2,5,1,4,,1,0.69
837,"L","10/11/2012 7:26:27",3,"GEORGIA",2,1,2,3,2,2,"CRAZY WEATHER PATTERNS",3,2,1,4,4,4,3,2,2,2,,,,,,,3,3,3,2,4,1,1,1,1,2,1,2,1,2,5,1,98,,3,2,2,1,,,2,2,,,,1,0.69
917,"L","10/11/2012 9:50:16",3,"CALIFORNIA",4,1,2,1,1,1,"GREENHOUSE GASES",8,2,3,2,2,2,3,2,2,2,,,,,,,3,3,3,3,3,1,1,1,2,2,2,2,2,2,3,98,98,,3,2,3,1,2,,2,2,,,,1,0.69
115,"L","9/27/2012 7:50:55",3,"INDIANA",3,1,2,2,4,4,"RECORD",4,4,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,2,3,3,3,4,4,3,3,4,4,3,1,2,,3,1,3,,1,2,4,98,4,2,3,1,0.69
198,"C","10/1/2012 8:02:49",3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,,1,"ALL POLITICAL",7,2,3,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,98,3,1,2,10,2,,4,1,4,3,,1,0.69
235,"C","10/1/2012 8:43:49",3,"VIRGINIA",2,2,,,,,,,,,,,,,,,,1,"SCIENCE",5,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,98,98,,98,1,2,98,98,,4,2,4,3,3,1,0.69
254,"L","10/1/2012 9:24:32",3,"TEXAS",2,2,,,,,,,,,,,,,,,,2,"VERY COLD WINTERS AND VERY HOT SUMMERS",1,1,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,98,,4,1,3,10,6,,4,5,,,,1,0.69
292,"L","10/2/2012 8:32:23",3,"ALASKA",4,1,1,1,1,1,"ICEBERGS MELTING",1,1,2,2,2,2,2,2,2,2,,,,,,,4,3,3,3,3,1,1,1,1,2,1,2,1,2,1,3,1,1,1,4,2,10,6,,4,2,4,3,,1,0.69
429,"C","10/8/2012 5:05:40",3,"TEXAS",2,2,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,2,4,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,98,3,1,2,10,2,,4,1,2,1,,1,0.69
595,"L","10/8/2012 8:43:05",3,"NEW YORK",1,1,1,3,2,2,"RESEARCH",4,1,4,2,4,4,4,4,4,4,,,,,,,98,2,3,1,4,2,3,3,3,4,98,98,4,4,2,3,2,,2,1,1,,6,,4,4,3,1,6,1,0.69
846,"L","10/11/2012 7:37:53",3,"TEXAS",2,1,1,3,1,1,"MELTING ICECAPS",1,1,3,3,3,2,2,2,2,2,,,,,,,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,4,3,10,2,,4,5,1,5,,1,0.69
53,"C","9/27/2012 5:34:39",4,"FLORIDA",2,1,98,3,1,2,"POLAR ICE CAPS",1,1,4,2,2,4,4,1,1,1,,,,,,,1,3,2,3,3,1,1,1,1,4,1,3,4,4,6,98,98,,5,2,3,1,6,,4,1,2,4,1,2,0.7
107,"L","9/27/2012 7:41:13",4,"WASHINGTON",4,1,1,2,2,2,"WEATHER",3,1,1,98,4,3,1,1,1,2,,,,,,,2,4,2,4,1,2,2,2,1,4,1,4,1,4,6,98,1,1,98,1,2,1,1,1,2,1,4,2,,2,0.7
132,"L","9/27/2012 8:10:14",4,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,,1,"PATTERNS",2,1,4,1,1,1,1,1,98,3,3,3,2,98,1,1,4,4,5,98,98,,6,1,2,1,1,1,2,1,4,2,4,2,0.7
138,"L","9/27/2012 8:20:20",4,"MINNESOTA",3,98,,,,,,,,,,,,,,,,,,,,,,98,2,98,2,98,98,98,98,2,3,2,3,2,3,4,98,98,,4,1,3,1,,,2,1,,,,2,0.7
149,"L","9/27/2012 8:35:30",4,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,,2,"NATURAL PATTERNS OF THE EARTH",2,2,3,2,2,1,2,1,98,3,3,3,3,3,3,3,3,3,2,98,98,,2,1,2,1,1,1,2,2,2,2,,2,0.7
179,"L","9/27/2012 9:21:35",4,"OREGON",4,1,2,2,2,2,"MISUSE OF NATURAL RESOURCES",8,2,98,2,3,3,3,1,1,2,,,,,,,2,4,2,2,1,1,2,2,2,1,1,3,4,4,98,98,2,,98,3,2,1,6,,2,1,2,3,3,2,0.7
226,"C","10/1/2012 8:35:04",4,"WASHINGTON",4,98,,,,,,,,,,,,,,,,,,,,,,98,98,1,1,3,3,3,3,3,3,98,98,3,4,3,98,2,,2,3,3,1,1,98,4,3,2,2,1,2,0.7
276,"C","10/2/2012 8:02:52",4,"SOUTH DAKOTA",3,2,,,,,,,,,,,,,,,,1,"EARTHS NATURAL PATTERNS",2,3,3,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,1,3,1,3,10,2,,4,1,4,3,,2,0.7
295,"L","10/2/2012 8:43:07",4,"KANSAS",3,1,1,3,1,1,"RECENT WEATHER EVENTS DOCUMETARIES",3,1,3,1,2,1,3,1,2,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,3,1,98,98,,1,4,2,1,2,,4,1,4,2,1,2,0.7
350,"L","10/3/2012 8:24:53",4,"OREGON",4,98,,,,,,,,,,,,,,,,,,,,,,98,2,98,2,98,98,98,98,98,3,98,3,98,3,2,98,98,,2,1,3,1,1,2,2,1,,,,2,0.7
434,"C","10/8/2012 5:14:48",4,"OKLAHOMA",2,98,,,,,,,,,,,,,,,,,,,,,,2,2,98,98,98,98,98,98,2,3,2,3,2,4,98,98,1,98,98,1,3,1,2,,2,1,,,,2,0.7
523,"L","10/8/2012 7:22:04",4,"INDIANA",3,1,1,1,1,1,"WEATHER EXTREMES",3,1,1,4,2,4,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,2,4,3,98,98,,3,2,3,1,3,,2,2,2,1,3,2,0.7
612,"C","10/8/2012 9:05:32",4,"OKLAHOMA",2,2,,,,,,,,,,,,,,,,2,"CHRISTIAN BELIEFS",6,4,4,4,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,98,1,98,4,1,2,1,2,,2,1,2,1,,2,0.7
699,"C","10/9/2012 7:48:48",4,"ALABAMA",2,1,1,1,1,1,"MELTING ICE CAPS",1,1,3,3,2,3,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,98,1,1,1,3,1,1,1,3,2,1,3,,2,1,1,3,,2,0.7
8,"L","9/26/2012 8:53:54",3,"MISSOURI",3,1,1,2,4,4,"NATURE CYCLE",9,3,3,4,4,4,4,4,4,4,,,,,,,1,1,1,1,4,3,2,1,1,1,98,98,4,4,1,2,98,,2,5,2,1,1,2,5,1,4,3,4,2,0.71
13,"L","9/26/2012 9:07:39",3,"MASSACHUSETTS",1,1,3,3,2,2,"WHAT I HAVE OBSERVED",2,2,2,2,2,2,2,3,2,2,,,,,,,2,2,2,1,3,2,2,2,1,2,1,1,2,1,5,98,98,,5,2,3,1,2,,5,1,4,3,,2,0.71
151,"L","9/27/2012 8:38:18",3,"COLORADO",4,1,1,3,1,1,"NEWS",6,1,1,4,3,3,1,98,1,2,,,,,,,4,4,2,4,1,2,2,2,1,1,1,1,1,1,1,98,98,,1,6,1,1,6,,5,5,1,4,4,2,0.71
158,"L","9/27/2012 8:47:46",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"NEWSPAPERS",4,1,4,1,1,1,2,1,1,3,3,2,4,4,4,4,4,4,2,98,2,,2,1,2,1,2,,5,1,2,1,6,2,0.71
407,"L","10/4/2012 9:00:57",3,"PENNSYLVANIA",1,1,2,2,2,2,"WARMER WINTERS",2,3,1,2,3,3,1,3,1,2,,,,,,,2,2,4,2,1,2,3,3,3,4,1,1,1,1,5,98,98,,5,98,1,1,2,,5,5,1,3,6,2,0.71
432,"C","10/8/2012 5:10:32",3,"INDIANA",3,98,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,2,2,2,2,98,2,4,4,4,3,1,98,,3,1,2,1,1,2,5,5,2,3,,2,0.71
505,"L","10/8/2012 6:48:41",3,"IOWA",3,1,1,1,1,1,"WEATHER AND GAS FROM CARS",3,1,1,1,1,1,2,1,2,1,,,,,,,2,4,2,98,2,2,3,3,1,1,2,2,1,2,3,98,98,,3,2,3,1,1,2,5,5,4,3,4,2,0.71
525,"L","10/8/2012 7:23:28",3,"MICHIGAN",3,1,1,2,4,4,"NATURAL",9,4,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,3,98,,2,1,2,1,2,,5,3,2,1,3,2,0.71
551,"L","10/8/2012 7:51:07",3,"GEORGIA",2,1,2,2,2,2,"NEWS",6,2,2,2,98,3,3,98,2,2,,,,,,,3,2,1,1,4,2,2,2,4,4,4,4,2,2,1,3,1,1,1,2,3,1,1,2,5,1,2,3,4,2,0.71
573,"L","10/8/2012 8:14:37",3,"NEW JERSEY",1,1,2,3,2,2,"ALL THE POLLUTION",8,98,1,98,1,98,3,98,1,1,,,,,,,3,3,3,3,4,1,1,1,1,1,1,1,1,1,98,98,98,,98,3,3,1,3,,5,5,1,,,2,0.71
598,"L","10/8/2012 8:45:40",3,"NEW YORK",1,1,2,1,1,1,"DUE TO THE ENVIRONMENT",10,1,1,4,2,2,2,2,2,2,,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,98,98,,3,1,2,1,2,,5,1,1,2,3,2,0.71
600,"L","10/8/2012 8:48:50",3,"NEW MEXICO",4,1,1,3,2,1,"DATA",4,1,1,2,4,1,4,2,2,1,,,,,,,4,4,3,3,2,2,2,2,1,2,1,2,1,2,1,1,2,,1,6,3,1,7,,5,1,1,5,,2,0.71
607,"L","10/8/2012 8:55:21",3,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,,2,"EARTH IS RECYCLING ITSELF",2,3,2,4,2,2,2,1,4,98,98,98,98,1,2,4,4,4,3,98,98,,98,2,2,1,1,2,5,1,2,1,4,2,0.71
721,"L","10/9/2012 8:34:02",3,"WEST VIRGINIA",2,1,1,3,3,4,"WEATHER CHANGING",3,2,4,4,4,4,4,4,98,98,,,,,,,2,4,1,1,1,3,3,3,3,98,98,98,4,4,2,5,98,,2,1,2,1,1,1,5,1,2,1,3,2,0.71
741,"L","10/9/2012 8:56:37",3,"OHIO",3,1,1,1,1,1,"CLIMATE CHANGE",3,1,2,1,1,98,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,5,98,98,,5,5,3,1,2,,5,6,1,4,4,2,0.71
755,"L","10/9/2012 9:14:51",3,"IDAHO",4,1,4,3,2,2,"LOCAL WEATHER PATTERNS",3,1,2,4,2,3,2,2,2,3,,,,,,,3,2,2,2,3,2,2,2,2,2,1,1,3,3,6,98,98,,4,2,1,1,1,2,5,1,1,2,6,2,0.71
809,"C","10/11/2012 6:38:40",3,"NORTH CAROLINA",2,1,1,3,1,1,"WEATHER PATTERNS  MEDIA",3,1,2,1,2,1,2,1,2,2,,,,,,,4,4,2,4,4,1,1,1,1,2,1,1,1,2,1,98,2,,1,3,1,1,,,5,4,4,3,6,2,0.71
815,"C","10/11/2012 6:44:16",3,"GEORGIA",2,1,1,3,1,1,"120 DAYS OF HEAT",2,1,1,1,1,2,4,1,1,1,,,,,,,4,4,3,4,4,1,1,1,1,1,1,1,2,2,5,98,98,,1,5,2,1,6,,5,5,2,2,6,2,0.71
817,"C","10/11/2012 6:45:57",3,"NEW YORK",1,1,2,3,1,1,"WEATHER",3,1,1,1,1,4,1,1,1,1,,,,,,,4,4,1,4,4,1,1,1,1,1,1,2,1,1,98,98,1,2,98,4,2,1,2,,5,4,2,3,6,2,0.71
876,"L","10/11/2012 8:14:31",3,"WISCONSIN",3,2,,,,,,,,,,,,,,,,2,"NATURAL TRENDS",2,1,4,4,2,1,1,1,4,1,1,1,1,1,1,1,2,2,1,98,98,,1,3,2,1,2,,5,1,4,3,4,2,0.71
28,"L","9/26/2012 9:45:00",3,"ILLINOIS",3,1,1,1,1,1,"EVIDENCE ON STUDIES ON TELEVISION",6,2,2,3,2,4,2,4,2,2,,,,,,,4,4,3,3,3,1,1,1,2,2,2,2,98,3,5,98,98,,5,3,1,1,1,1,4,1,1,3,4,2,0.74
33,"L","9/26/2012 9:52:59",3,"TEXAS",2,1,1,3,1,1,"GETTING HOTTER EVERY SUMMER",2,1,1,1,98,98,1,1,1,1,,,,,,,4,4,3,2,3,2,1,1,1,2,98,98,3,3,5,98,98,,5,98,2,1,1,2,4,2,2,3,,2,0.74
89,"L","9/27/2012 7:16:39",3,"FLORIDA",2,1,1,1,1,1,"IN ICELAND, GLACIERS ARE DISAPPEARING AND ALASKA",1,1,1,2,1,1,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,6,1,1,1,2,4,2,1,3,,2,0.74
110,"L","9/27/2012 7:46:12",3,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"SEASONS CHANGE ALL THE TIME",2,1,3,2,1,1,2,2,1,3,3,3,3,4,3,4,3,4,4,98,98,,3,1,2,1,1,2,4,5,4,3,,2,0.74
133,"L","9/27/2012 8:10:40",3,"FLORIDA",2,1,1,3,1,1,"OBSERVATION",2,1,1,4,1,4,1,1,1,1,,,,,,,4,3,2,1,4,1,1,1,1,1,1,1,4,1,4,98,98,,98,1,2,1,1,2,4,1,1,1,,2,0.74
165,"L","9/27/2012 8:57:39",3,"NEW JERSEY",1,2,,,,,,,,,,,,,,,,2,"CYCLE",2,2,4,1,1,1,1,1,1,3,2,2,3,4,4,4,4,4,2,98,98,,98,1,3,1,1,2,4,5,2,2,5,2,0.74
196,"L","9/27/2012 9:56:31",3,"WISCONSIN",3,1,1,1,1,1,"WEATHER PATTERNS",3,1,1,1,2,2,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,5,98,,5,5,1,1,2,,4,2,4,5,3,2,0.74
245,"L","10/1/2012 9:10:40",3,"MISSISSIPPI",2,1,1,3,1,1,"GLACIERS MELTING",1,1,2,2,2,2,3,2,2,2,,,,,,,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,98,98,,1,2,1,1,1,2,4,1,1,5,,2,0.74
252,"L","10/1/2012 9:21:51",3,"TEXAS",2,2,,,,,,,,,,,,,,,,2,"JUST LOOKING BACK AT PAST TEMPERATURES",5,1,4,4,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,98,98,,2,3,3,1,1,2,4,1,2,3,,2,0.74
257,"L","10/1/2012 9:28:47",3,"MISSOURI",3,1,1,1,1,1,"ANTARTICA IS MELTING",1,1,3,2,2,2,3,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,,4,1,1,5,,2,0.74
285,"C","10/2/2012 8:14:33",3,"COLORADO",4,1,1,3,1,1,"CHANGE IN TEMPERATURES",2,1,1,2,2,2,1,1,1,1,,,,,,,4,4,4,3,4,1,1,1,1,1,1,1,1,2,1,5,98,,1,3,3,1,6,,4,1,1,4,6,2,0.74
303,"L","10/2/2012 8:57:20",3,"KANSAS",3,1,1,3,1,1,"GREEN HOUSE EMMISSIONS",8,1,2,3,1,1,2,2,1,1,,,,,,,4,4,3,4,4,2,2,2,1,1,1,1,2,2,1,1,1,98,1,6,3,1,7,,4,2,1,4,,2,0.74
306,"L","10/2/2012 8:59:38",3,"NEW HAMPSHIRE",1,1,2,1,1,2,"BURNING FOSSIL FUELS",8,1,2,3,3,3,2,3,2,2,,,,,,,2,2,3,2,2,2,2,2,2,98,1,1,98,98,2,98,98,,2,1,3,1,2,,4,5,2,3,5,2,0.74
311,"L","10/2/2012 9:08:56",3,"ALASKA",4,1,2,3,1,1,"MELTING OF THE ICE CAPS",1,1,2,3,3,3,3,1,2,2,,,,,,,3,3,3,3,3,1,1,2,2,98,2,98,1,2,1,98,98,,1,3,3,1,,,4,2,,,,2,0.74
318,"L","10/2/2012 9:17:45",3,"UTAH",4,1,1,2,1,2,"HOTTER THAN IT USED TO BE",2,3,1,4,3,4,1,3,1,3,,,,,,,4,4,4,4,4,1,1,1,1,2,2,2,4,4,3,98,98,,3,4,3,1,6,,4,2,2,1,6,2,0.74
328,"L","10/2/2012 9:39:19",3,"ILLINOIS",3,1,2,2,2,2,"WEATHER",3,1,3,2,2,3,3,1,2,2,,,,,,,98,1,1,1,4,2,2,3,1,3,1,3,3,4,1,98,98,,2,2,2,1,2,,4,5,4,2,3,2,0.74
338,"L","10/3/2012 8:14:05",3,"MASSACHUSETTS",1,1,1,1,2,2,"WHAT SHE HAS READ AND SEEN ON TELEVISION",6,1,2,2,2,2,2,2,2,2,,,,,,,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,3,1,98,1,3,1,1,2,,4,5,1,5,,2,0.74
346,"L","10/3/2012 8:19:48",3,"MISSOURI",3,1,2,2,3,3,"TRENDS",2,4,4,4,4,4,4,4,4,4,,,,,,,4,1,1,1,4,2,2,2,4,4,4,4,4,4,6,98,98,,3,3,2,1,2,,4,1,2,2,5,2,0.74
353,"L","10/3/2012 8:32:03",3,"NEW YORK",1,1,1,1,1,1,"HOW HOT IS HAS BEEN",2,1,1,3,2,3,1,1,3,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,98,98,,1,4,2,1,1,2,4,2,2,1,4,2,0.74
373,"L","10/4/2012 8:10:31",3,"WASHINGTON",4,1,1,1,1,1,"WEATHER PATTERNS",3,1,1,1,1,1,1,1,1,1,,,,,,,1,4,4,4,98,1,1,1,1,1,1,1,1,1,1,1,98,,1,5,1,1,6,,4,1,1,5,6,2,0.74
376,"L","10/4/2012 8:13:22",3,"NEW JERSEY",1,1,2,1,1,1,"ICE MELTING",1,1,2,1,1,1,2,2,1,1,,,,,,,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,2,98,,1,6,3,1,98,,4,1,1,4,6,2,0.74
377,"L","10/4/2012 8:16:00",3,"MASSACHUSETTS",1,1,1,1,1,1,"ICE CAPS MELTING",1,1,2,1,1,1,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,2,,1,98,1,1,6,,4,6,1,4,3,2,0.74
381,"L","10/4/2012 8:20:35",3,"MARYLAND",2,2,,,,,,,,,,,,,,,,2,"CLIMATE CHANGES NORMAL",2,1,2,4,2,2,2,1,3,2,2,2,2,2,2,3,2,2,3,98,98,,3,3,3,1,1,2,4,1,1,3,6,2,0.74
436,"C","10/8/2012 5:20:00",3,"MICHIGAN",3,1,1,1,1,1,"WARMER WINTERS",2,2,1,4,2,2,1,2,2,2,,,,,,,3,3,3,3,3,1,2,2,1,2,1,2,1,1,1,98,1,98,1,4,1,1,1,2,4,1,1,3,,2,0.74
474,"L","10/8/2012 6:11:29",3,"CALIFORNIA",4,1,1,1,1,1,"SCIENTIFIC REPORTS AND ODD WEATHER PATTERNS",4,1,2,1,1,3,3,1,1,1,,,,,,,4,4,4,4,4,2,2,2,1,1,1,1,1,1,,1,1,3,98,4,3,1,2,,4,5,1,3,5,2,0.74
