"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_concern","ccvsgw_concern","intl_support_v2","intl_support_china_v2","intl_kyotoknowldg","state_fftax_nocost","state_fftax_cost10pct","state_captrade","state_captrade_cost10pct","state_rps_v2","state_rps_v2_cost100","state_gastax_nocost","state_gastax_cost25cpg","captrade_knowldg","captrade_support_v1","captrade_cost15dol","carbontax_support","carbontax_cost15dol","carbontax_rev4research_v2","carbontax_revneutral_v2","coalfpp_support","coalfpp_support_Obama","carbontax_partisan1","carbontax_partisan2","carbontax_partisan3","carbontax_partisan4","carbontax_partisan5","carbontax_partisan_support","carbontax_partisan_oppose","willing2pay_list","willing2pay_open","willing2pay_open_coded","govt_nostateaction","state_rps_economy","state_neighborsact","state_impactsfelt","fed_moralobligation","pipelines_support","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","demog_gender","weight"
593,"l","10/14/2013 8:12:52",3,"TX",2,1,2,1,"WASTE",8,3,2,3,2,2,3,2,2,,,,,,,2,,,2,98,2,,,3,2,,,3,2,2,3,3,3,2,,,2,,,1,,,2,,2,,,2,3,3,3,2,1,1,2,,3,2,2,2,1,3,2,0.967
594,"l","10/14/2013 8:20:18",4,"AZ",4,1,1,1,"DATA",4,1,1,2,2,2,1,1,1,,,,,,,1,,,1,2,1,,,1,1,,,1,1,1,1,2,1,1,,,1,,,1,,,2,,3,,,1,2,4,1,1,4,1,6,,5,3,4,5,3,5,2,0.567
595,"l","10/14/2013 8:21:54",3,"OR",4,1,2,3,"SCIENCE",4,1,1,1,3,1,1,1,1,,,,,,,1,,,5,2,2,,,4,2,,,1,1,4,4,2,2,1,,,1,,,98,,,,,6,,,4,4,1,1,4,4,1,6,,5,1,1,5,2,6,1,0.57
596,"l","10/14/2013 8:22:28",3,"WA",4,1,3,2,"RECORD KEEPING",4,3,4,98,3,4,3,4,3,,,,,,,4,,,2,2,4,,,1,1,,,4,2,2,2,4,4,2,,,3,,,1,,,3,,3,,,3,2,3,98,3,1,1,3,,3,5,4,3,2,6,2,1.027
597,"l","10/14/2013 8:23:02",1,"CA",4,1,1,1,"ICE MELTING",1,2,3,2,3,2,2,1,2,,,,,,,2,,,2,98,2,,,3,2,,,2,3,2,3,2,3,2,,,3,,,2,,,,3,2,,,2,2,2,2,2,2,1,98,,,1,,,3,,1,1.37
598,"l","10/14/2013 8:24:00",4,"CA",4,1,1,3,"OSCILLATION OF PLANET",9,1,2,3,2,3,1,1,3,,,,,,,1,,,2,2,3,,,3,1,,,4,2,2,3,4,4,2,,,1,,,2,,,,1,2,,,2,98,3,2,1,4,1,1,2,4,2,1,3,3,2,2,0.597
599,"l","10/14/2013 8:26:38",2,"OK",2,98,,,,,,,,,,,,,,,,,,,3,,,3,98,4,,,4,2,,,4,3,3,4,4,4,2,,,4,,,2,,,,1,1,,,3,98,2,4,3,2,1,6,,4,1,2,1,2,3,1,0.92
600,"l","10/14/2013 8:27:45",4,"NV",4,1,2,2,"NATURE",9,2,2,3,3,2,3,2,2,,,,,,,2,,,2,98,2,,,3,1,,,4,2,2,4,3,3,2,,,2,,,1,,,2,,2,,,2,2,2,3,2,1,1,2,,2,2,2,2,3,4,1,0.5
601,"l","10/14/2013 8:28:03",3,"MN",3,1,3,1,"TV NEWS",6,1,4,3,1,3,1,1,1,,,,,,,2,,,1,2,1,,,2,1,,,2,2,2,2,2,2,1,,,3,,,3,,,,,2,,,1,1,4,3,2,98,1,3,,5,1,1,3,2,1,2,0.707
602,"l","10/14/2013 8:28:28",3,"CA",4,2,,,,,,,,,,,,,2,"NATURAL TRENDS OVER THE YEARS OF WEATHER",2,1,2,4,3,,,2,2,4,,,4,2,,,4,2,4,4,4,4,4,,,98,,,98,,,,,4,,,4,1,3,4,4,2,1,1,2,2,1,2,2,2,2,2,0.997
603,"l","10/14/2013 8:31:09",4,"MS",2,1,1,1,"MELTING OF GLACIERS",1,1,1,1,1,1,1,1,1,,,,,,,1,,,1,98,2,,,2,1,,,1,1,1,1,1,1,1,,,1,,,2,,,,1,3,,,1,1,4,1,1,4,1,,,4,1,4,4,2,2,2,0.597
604,"l","10/14/2013 8:35:24",3,"AL",2,1,2,98,"SCIENCE KEEPS REPORTING IT",4,1,4,1,4,4,1,1,4,,,,,,,1,,,2,2,4,,,2,1,,,4,3,1,1,4,4,4,,,2,,,2,,,,1,2,,,4,2,3,98,1,98,1,6,,4,1,4,3,2,3,2,0.817
605,"l","10/14/2013 8:36:22",2,"CA",4,1,2,1,"PERSONAL EXPERIENCE",2,2,2,3,2,2,2,2,3,,,,,,,2,,,3,98,3,,,3,2,,,3,3,3,3,3,3,2,,,3,,,2,,,,2,1,,,3,2,3,2,3,2,,,,,,,,,,2,1.497
606,"l","10/14/2013 8:37:03",3,"WI",3,1,2,1,"INFORMATION OUT THERE",4,2,2,2,2,2,2,2,2,,,,,,,2,,,2,98,4,,,2,1,,,4,3,1,2,3,2,1,,,1,,,2,,,,2,2,,,2,2,1,1,1,4,1,2,,4,1,4,3,3,,2,0.817
607,"l","10/14/2013 8:37:50",4,"MS",2,1,2,2,"VIOLENT STORMS ERODING BEACHES AND SETTING OUT TORNADOS",3,3,2,4,1,3,3,1,1,,,,,,,2,,,2,98,4,,,4,2,,,4,3,98,98,4,4,2,,,98,,,98,,,,,2,,,4,2,2,2,4,2,2,1,1,1,1,1,3,2,1,1,1.41
608,"l","10/14/2013 8:45:04",4,"IL",3,1,1,3,"ARTIC ICE IS FALLING DOWN",1,1,4,4,2,3,2,2,2,,,,,,,1,,,98,98,4,,,2,1,,,4,98,98,3,98,3,1,,,4,,,1,,,1,,1,,,2,2,4,2,2,1,10,6,,4,1,2,1,2,6,1,0.53
609,"l","10/14/2013 8:48:02",4,"IL",3,2,,,,,,,,,,,,,2,"CYCLES",2,4,2,1,4,,,2,98,4,,,4,1,,,4,3,4,1,4,4,2,,,4,,,3,,,,,3,,,4,2,4,4,1,1,1,1,1,3,1,2,1,3,4,1,0.47
610,"l","10/14/2013 9:06:13",2,"CA",4,1,1,2,"HOTTER TEMPERATURES AND SEVERE WEATHER",2,2,1,2,2,3,2,1,1,,,,,,,2,,,2,1,4,,,2,2,,,2,2,2,2,3,2,2,,,2,,,,,1,1,,3,,,2,1,3,2,2,2,1,1,2,4,2,2,2,3,4,1,0.92
611,"l","10/14/2013 9:07:40",3,"WA",4,2,,,,,,,,,,,,,2,"AL GORE IS A LIAR",7,2,2,1,4,,,5,98,4,,,4,4,,,4,3,4,3,4,3,4,,,3,,,,,2,,2,1,,,4,4,3,4,98,1,1,1,2,3,1,,,2,,2,0.967
612,"l","10/14/2013 9:11:55",3,"CA",4,1,1,1,"ICE CAPS ARE MELTING",1,1,3,2,2,3,3,2,2,,,,,,,2,,,2,1,3,,,2,1,,,4,2,2,2,2,2,1,,,2,,,,,1,2,,3,,,1,2,4,3,2,3,1,,,4,2,,,1,6,1,0.6
613,"l","10/14/2013 9:13:37",3,"CA",4,2,,,,,,,,,,,,,2,"SET WEATHER PATTERNS SEEM TO BE THE SAME OVER THE DECADES",2,2,3,3,3,,,3,98,4,,,4,2,,,4,3,98,98,3,3,2,,,98,,,,,3,,,2,,,3,2,3,98,3,2,1,1,2,3,2,2,1,,,1,0.69
614,"l","10/14/2013 9:15:52",3,"KS",3,98,,,,,,,,,,,,,,,,,,,2,,,2,98,4,,,3,1,,,4,3,98,2,4,4,2,,,4,,,,,1,3,,2,,,4,3,2,98,2,1,1,2,,4,1,2,2,2,,1,0.54
615,"l","10/14/2013 9:18:26",4,"TN",2,2,,,,,,,,,,,,,2,"CLIMATES SEEM THE SAME HERE OVER THE YEARS",1,1,4,4,3,,,2,98,4,,,3,2,,,4,2,3,3,4,4,2,,,1,,,,,1,1,,3,,,3,2,3,3,3,1,1,2,,2,1,1,4,2,2,1,0.5
616,"l","10/14/2013 9:19:22",3,"TX",2,2,,,,,,,,,,,,,2,"WEATHER PATTERNS ARE SHOWN IN HISTORY",2,3,3,3,4,,,5,98,4,,,4,2,,,4,3,4,4,4,4,98,,,4,,,,,3,,,1,,,4,98,2,4,4,2,1,1,2,4,2,2,1,2,2,2,0.817
617,"l","10/14/2013 9:20:21",2,"CA",4,98,,,,,,,,,,,,,,,,,,,3,,,3,98,4,,,1,1,,,4,3,98,3,4,4,2,,,4,,,,,3,,,1,,,2,2,3,2,3,98,1,1,2,3,1,2,2,3,4,2,1.347
618,"l","10/14/2013 9:21:51",3,"CA",4,1,2,1,"GASES GOING INTO THE AIR AND RUINING THE AIR QUALITY",8,2,2,2,2,2,3,2,2,,,,,,,2,,,2,2,2,,,2,1,,,4,2,2,3,3,3,2,,,2,,,,,2,,2,1,,,2,98,3,3,2,1,1,6,,2,2,2,2,3,3,1,0.72
619,"l","10/14/2013 9:22:00",2,"WA",4,98,,,,,,,,,,,,,,,,,,,3,,,98,98,4,,,3,2,,,4,2,2,3,4,3,2,,,3,,,,,2,,1,1,,,2,98,2,3,2,2,1,6,,4,2,4,2,3,3,1,0.92
620,"l","10/14/2013 9:23:10",3,"OK",2,2,,,,,,,,,,,,,1,"CYCLICAL",2,4,4,4,4,,,3,98,3,,,3,2,,,3,3,4,4,1,3,1,,,3,,,,,3,,,2,,,1,1,1,4,4,4,1,2,,4,5,4,1,3,2,1,0.54
621,"l","10/14/2013 9:24:50",4,"WA",4,2,,,,,,,,,,,,,3,"CHRISTIAN",6,2,2,2,4,,,5,98,4,,,3,98,,,4,98,98,3,3,3,98,,,98,,,,,2,,2,1,,,4,98,4,3,4,1,1,1,1,4,1,2,1,3,,2,0.597
622,"l","10/14/2013 9:26:18",4,"KS",3,98,,,,,,,,,,,,,,,,,,,4,,,98,98,4,,,98,1,,,4,3,98,3,3,4,98,,,3,,,,,98,,,1,,,4,2,98,4,3,3,,,,2,1,,1,,,2,0.927
623,"l","10/14/2013 9:27:21",4,"CA",4,1,2,3,"JUST THE WAY THE WEATHER IS TODAY",3,1,2,4,2,3,1,1,2,,,,,,,1,,,2,98,2,,,2,1,,,3,3,2,2,3,2,1,,,2,,,,,1,1,,4,,,1,1,4,1,1,4,1,1,2,3,2,1,4,3,2,2,0.747
624,"l","10/14/2013 9:27:22",3,"MO",3,1,1,1,"CLIMATES ARE STAYING WARMER LONGER, THE SEASONS",2,98,1,4,2,2,98,2,1,,,,,,,2,,,3,98,2,,,3,2,,,3,2,3,4,3,4,98,,,2,,,,,2,,2,1,,,2,2,3,98,98,2,2,1,2,3,5,1,3,2,3,2,1.437
625,"l","10/14/2013 9:34:34",3,"IL",3,1,1,1,"WEATHER STUDIES",4,1,1,1,2,3,1,1,1,,,,,,,1,,,1,98,2,,,98,3,,,2,3,4,4,2,3,2,,,2,,,,,3,,,2,,,1,1,3,2,4,2,1,,,4,5,4,2,3,3,2,0.817
626,"l","10/14/2013 9:41:09",4,"CA",4,1,1,3,"MOVIE INFORMATION",6,1,2,1,1,3,2,98,1,,,,,,,1,,,1,1,1,,,1,1,,,4,98,98,1,1,1,1,,,98,,,,,2,,1,2,,,1,1,1,1,1,98,1,,,4,5,1,5,2,1,2,0.517
627,"c","10/15/2013 5:05:55",3,"OH",3,1,2,1,"NEWS",6,1,1,1,2,1,1,2,2,,,,,,,,2,2,,2,,3,2,,,2,3,,3,2,2,3,3,,2,3,,3,,,,,,,,"$100",3,1,2,4,1,1,4,1,1,2,2,1,1,3,2,,2,0.997
628,"c","10/15/2013 5:10:33",3,"NY",1,1,2,1,"CONVERSATIONS WITH AL GORE",5,1,2,1,3,2,1,2,2,,,,,,,,1,1,,2,,1,2,,,1,1,,3,98,2,1,2,,1,2,,1,,,,,3,,,"$7500",6,2,1,4,2,1,2,1,1,2,3,2,1,4,3,6,1,0.75
629,"c","10/15/2013 5:13:43",2,"NJ",1,1,2,2,"HEATING UP FROM ICE AGE",2,4,2,2,3,2,98,2,2,,,,,,,,4,4,,98,,4,4,,,2,4,,3,2,3,3,3,,4,3,,2,,,,,,3,,"$100",3,4,2,4,3,3,2,1,98,,2,1,2,2,3,3,2,1.377
630,"c","10/15/2013 5:19:31",3,"GA",2,1,2,3,"HOTTER SUMMERS MORE POLLUTION",2,3,1,2,1,2,3,2,1,,,,,,,,2,2,,2,,4,2,,,2,4,,2,2,2,3,3,,2,2,,1,,,,,3,,,"$150",4,2,1,2,2,2,2,1,1,2,4,2,2,2,,,2,0.817
631,"c","10/15/2013 5:20:15",1,"MA",1,1,1,3,"SCIENTIFIC EVIDENCE",4,2,2,3,2,2,2,2,2,,,,,,,,2,1,,2,,3,1,,,1,3,,2,1,2,3,3,,1,1,,1,,,,,2,,,"$200",4,3,1,4,2,1,3,10,2,,4,2,4,3,1,6,1,1.43
632,"c","10/15/2013 5:21:29",2,"ND",3,98,,,,,,,,,,,,,,,,,,,,3,3,,98,,98,98,,,2,2,,2,2,2,2,2,,2,2,,2,,,,,,3,,"$300",5,3,2,4,4,1,2,1,,,5,5,4,3,3,4,1,0.89
633,"c","10/15/2013 5:21:48",3,"NY",1,2,,,,,,,,,,,,,2,"NEWS IS LYING",4,2,4,1,,4,3,,98,,4,4,,,4,4,,2,4,4,4,4,,4,98,,1,,,,,2,,,"0",1,4,2,4,4,4,1,2,1,1,3,3,4,1,3,,1,1.16
634,"c","10/15/2013 5:24:52",3,"KY",2,1,3,3,"NOT SURE",10,4,4,2,4,3,4,2,4,,,,,,,,2,2,,2,,4,3,,,98,4,,3,1,1,2,1,,1,98,,1,,,,,3,,,"$288",5,1,1,3,1,3,1,1,6,,4,2,98,5,2,5,1,0.54
635,"c","10/15/2013 5:25:42",2,"MA",1,2,,,,,,,,,,,,,2,"WEATHER PATTERNS",2,2,2,2,,4,4,,2,,4,98,,,2,4,,3,2,3,4,4,,2,3,,2,,,,,,2,,"0",1,3,98,2,4,3,2,1,2,,4,1,1,3,2,2,1,0.92
636,"c","10/15/2013 5:28:41",1,"MI",3,1,1,2,"INCREASINGLY COLD WINTERS",3,2,3,3,3,3,2,2,1,,,,,,,,1,2,,98,,4,4,,,4,4,,3,98,98,4,4,,2,1,,1,,,,,1,,,"0",1,4,4,4,2,3,1,1,1,2,2,2,2,2,98,98,1,1.4
637,"c","10/15/2013 5:37:50",3,"MA",1,1,2,3,"WEATHER CHANGES",3,1,2,1,2,2,2,1,1,,,,,,,,2,3,,98,,4,98,,,4,4,,3,4,4,3,4,,1,4,,2,,,,,,98,,"0",1,3,98,2,98,4,2,1,2,,1,1,,3,3,1,1,1.16
638,"c","10/15/2013 5:39:12",4,"OH",3,1,2,1,"WEATHER PATTERNS",3,2,2,2,3,2,1,2,2,,,,,,,,2,2,,2,,2,2,,,3,4,,2,2,3,4,3,,2,2,,2,,,,,,2,,"0",1,1,2,4,1,2,4,1,6,,4,2,1,3,2,2,1,0.32
639,"c","10/15/2013 5:40:26",3,"NY",1,1,1,1,"HUMAN ACTIVITY",8,1,1,3,3,2,3,2,3,,,,,,,,1,3,,1,,98,4,,,4,4,,3,4,4,4,4,,3,4,,3,,,,,,,,"$100",3,4,2,3,1,2,98,1,7,,4,2,1,3,2,3,1,0.54
640,"c","10/15/2013 5:41:40",1,"NY",1,1,2,2,"EVIDENCE",4,4,3,98,4,4,3,2,4,,,,,,,,4,3,,98,,4,2,,,2,4,,98,98,4,4,2,,4,4,,2,,,,,,1,,"$30",2,4,4,2,98,4,1,1,3,,5,5,2,2,1,4,1,1.19
641,"c","10/15/2013 5:42:01",4,"NY",1,2,,,,,,,,,,,,,2,"NEWS REPORTS SAY SO",5,2,4,4,,4,3,,98,,4,4,,,2,4,,3,98,3,3,3,,2,1,,1,,,,,1,,,"$100",3,4,2,3,3,3,2,10,2,,3,1,1,4,2,3,1,0.62
642,"c","10/15/2013 5:44:59",3,"PA",1,98,,,,,,,,,,,,,,,,,,,,3,3,,98,,4,4,,,4,4,,3,2,4,4,4,,2,3,,3,,,,,,,,"0",1,3,98,2,3,2,2,1,1,2,3,1,4,3,2,2,1,0.69
643,"c","10/15/2013 5:46:42",3,"FL",2,2,,,,,,,,,,,,,1,"NOT GETTING WARMER",1,4,4,1,,4,5,,98,,4,4,,,4,4,,1,4,4,4,4,,4,4,,2,,,,,,1,,"0",1,4,4,4,4,4,1,1,,,4,5,3,3,3,6,1,0.6
644,"c","10/15/2013 5:49:49",1,"MD",2,2,,,,,,,,,,,,,2,"NOT SURE",9,2,2,2,,1,2,,98,,3,2,,,2,98,,3,98,4,2,3,,4,2,,2,,,,,,3,,"0",1,1,2,98,98,98,2,2,,,2,5,,,,,1,1.87
645,"c","10/15/2013 5:49:57",1,"FL",2,1,1,3,"OVER POPULATION AND LESS RAIN WITH MORE HEAT",13,2,1,3,1,2,3,2,1,,,,,,,,2,2,,2,,3,2,,,2,4,,2,2,2,3,3,,2,2,,1,,,,,3,,,"$50",2,2,2,3,2,2,2,1,1,2,3,5,4,5,,,2,1.647
646,"c","10/15/2013 5:51:39",4,"VA",2,1,2,1,"HUMANS ARE DEPLETING THE OZONE LAYER",8,2,4,2,2,2,4,2,2,,,,,,,,2,1,,98,,4,2,,,4,4,,3,2,4,4,4,,1,3,,3,,,,,,,,"0",1,98,3,3,4,1,1,1,2,,5,5,2,3,2,,1,0.29
647,"c","10/15/2013 5:55:41",1,"KY",2,1,2,2,"THE EARTH IS SHIFTING",10,3,1,2,1,2,3,2,2,,,,,,,,1,3,,98,,4,98,,,4,4,,2,4,98,4,98,,1,3,,3,,,,,,,,"$10",2,1,1,4,2,4,2,5,2,,3,5,2,3,3,1,1,1.44
648,"c","10/15/2013 6:01:31",3,"NJ",1,2,,,,,,,,,,,,,2,"CYCLES REPEAT THEMSELVES OVER DECADES",2,1,4,4,,4,5,,2,,4,4,,,4,4,,2,4,4,4,4,,4,4,,2,,,,,,2,,"0",1,4,4,4,4,4,1,1,1,1,2,1,4,1,3,4,1,0.72
649,"c","10/15/2013 6:10:01",3,"GA",2,1,2,3,"HUMAN ACTIVITIES",8,2,4,2,2,98,3,2,2,,,,,,,,2,2,,98,,4,2,,,2,2,,2,2,2,2,2,,2,2,,98,,,,,,,,"$400",5,4,98,2,2,2,1,2,2,,4,4,4,3,2,3,1,1.01
650,"c","10/15/2013 6:11:39",3,"NY",1,1,2,1,"DESTRUCTION OF THE RAIN FOREST AND OVER POPULATION WITH POLLUTION",8,2,2,4,2,3,2,2,1,,,,,,,,2,2,,98,,4,2,,,2,4,,2,2,2,3,2,,2,2,,3,,,,,,,,"$300",5,1,1,3,2,2,1,1,6,,4,3,3,5,,,2,0.817
651,"c","10/15/2013 6:12:46",1,"FL",2,1,1,1,"POLLUTION",8,2,2,2,3,3,98,2,2,,,,,,,,2,1,,98,,2,3,,,1,2,,2,4,4,4,4,,2,2,,1,,,,,1,,,"0",1,1,2,4,2,98,1,1,2,,2,5,98,2,3,98,2,1.677
652,"c","10/15/2013 6:15:54",1,"VA",2,1,1,1,"THE OZONE LAYER AND THE GLACERS",1,1,1,1,1,1,1,1,2,,,,,,,,3,5,,1,,1,4,,,4,4,,3,4,4,4,2,,1,1,,2,,,,,,1,,"$100",3,4,1,4,1,4,1,2,6,,3,1,1,2,3,2,1,1.84
653,"c","10/15/2013 6:16:49",3,"PA",1,2,,,,,,,,,,,,,2,"FROM READING",9,2,2,1,,3,5,,98,,4,3,,,4,4,,2,3,4,4,4,,1,3,,3,,,,,,,,"0",1,4,3,4,2,3,1,1,2,,4,2,4,3,2,,1,0.54
654,"c","10/15/2013 6:17:54",4,"NC",2,2,,,,,,,,,,,,,1,"OLD ENOUGH TO KNOW",1,1,1,1,,4,5,,1,,4,4,,,4,4,,1,4,4,4,4,,4,4,,2,,,,,,1,,"0",1,,1,4,4,4,1,1,1,1,4,1,2,1,3,5,1,0.32
655,"c","10/15/2013 6:21:53",3,"VA",2,2,,,,,,,,,,,,,3,"TV NEWS REPORTS SAY NO GLOBAL WARMING IT IS JUST NATURAL CYCLES",2,2,3,4,,3,3,,98,,4,4,,,2,4,,2,4,4,4,4,,2,3,,3,,,,,,,,"$175",4,4,2,3,3,3,2,1,1,2,2,1,3,3,2,,2,0.997
656,"c","10/15/2013 6:22:18",2,"MA",1,98,,,,,,,,,,,,,,,,,,,,3,98,,98,,3,98,,,4,4,,98,98,3,3,3,,98,98,,98,,,,,,,,"0",1,3,98,98,3,98,2,1,1,2,4,5,4,3,3,,2,1.197
657,"c","10/15/2013 6:24:54",2,"TX",2,98,,,,,,,,,,,,,,,,,,,,3,4,,2,,4,2,,,4,4,,2,2,3,4,4,,2,4,,2,,,,,,2,,"0",1,3,98,2,3,2,3,2,1,1,2,1,1,2,2,1,2,1.767
658,"c","10/15/2013 6:27:34",1,"NY",1,1,2,3,"SUMMERS ARE REALLY HOT, HOTTER THAN USUAL",2,2,3,2,4,2,1,2,2,,,,,,,,2,1,,98,,3,3,,,3,2,,2,2,98,2,2,,2,2,,1,,,,,2,,,"$500",5,2,2,3,2,2,1,9,98,,1,1,4,2,1,,1,2.97
659,"c","10/15/2013 6:27:57",1,"NJ",1,1,2,3,"CRAZY WEATHER",3,1,1,2,1,1,1,1,1,,,,,,,,1,2,,98,,2,2,,,1,2,,2,1,2,2,2,,1,2,,1,,,,,2,,,"$100",3,1,2,4,1,1,4,1,1,2,3,5,4,3,3,2,2,1.647
660,"c","10/15/2013 6:29:31",4,"NH",1,1,2,3,"WEATHER CHANGES",3,2,2,2,2,2,2,2,2,,,,,,,,2,2,,98,,3,1,,,4,3,,2,2,3,3,3,,2,2,,3,,,,,,,,"$100",3,1,2,4,2,2,98,1,,,2,1,,,3,,2,0.777
661,"c","10/15/2013 6:32:09",3,"MO",3,2,,,,,,,,,,,,,2,"WEATHER CHANGES EVERY SO OFTEN",2,2,3,3,,3,2,,2,,4,98,,,3,4,,3,2,4,4,4,,98,4,,2,,,,,,2,,"0",1,4,4,1,4,3,3,2,1,1,2,1,1,3,2,2,2,1.467
662,"c","10/15/2013 6:37:26",2,"CT",1,1,2,3,"NATURAL WEATHER PATTERNS ALSO COLDER WINTERS MORE SNOW AND ICE",9,1,3,3,2,3,2,2,1,,,,,,,,2,2,,1,,4,4,,,4,4,,2,3,2,3,3,,2,2,,1,,,,,3,,,"NOT SURE",98,3,98,3,98,2,2,1,2,,3,2,2,2,3,,1,1.07
663,"c","10/15/2013 6:37:35",1,"NY",1,1,2,3,"SCIENTIFIC STUDIES AND MY OWN OBSERVATIONS",4,1,1,1,2,1,1,2,2,,,,,,,,2,2,,1,,2,1,,,2,3,,2,1,2,2,2,,2,2,,1,,,,,1,,,"$50",2,1,1,4,1,1,4,1,6,,3,5,4,2,3,1,2,1.567
664,"c","10/15/2013 6:38:44",3,"NE",3,1,2,1,"BURNING FUELS",8,3,2,3,3,2,3,3,2,,,,,,,,2,2,,98,,3,3,,,3,3,,3,98,3,3,3,,2,3,,3,,,,,,,,"$10",2,2,2,3,3,2,2,2,6,,2,2,1,4,3,3,1,1.19
665,"c","10/15/2013 6:39:55",2,"IL",3,2,,,,,,,,,,,,,1,"CHICAGO IS STILL COLD",1,1,4,1,,4,1,,98,,4,98,,,1,4,,3,2,1,4,1,,1,2,,2,,,,,,1,,"$100",3,1,1,4,4,1,4,9,6,,3,5,1,2,1,3,1,2.12
666,"c","10/15/2013 6:40:05",1,"IL",3,1,2,3,"PATERNS",9,1,2,3,3,1,1,1,3,,,,,,,,2,3,,98,,3,98,,,2,98,,3,98,2,98,2,,1,98,,3,,,,,,,,"50",2,2,1,98,1,98,1,1,1,1,4,2,,1,1,,2,1.497
667,"c","10/15/2013 6:42:18",1,"FL",2,1,1,1,"SO VERY HOT",2,2,1,4,4,2,2,2,2,,,,,,,,1,3,,98,,4,4,,,4,4,,2,4,4,4,4,,4,4,,2,,,,,,1,,"0",1,98,2,2,2,2,4,9,6,,3,5,4,4,3,,2,2.697
668,"c","10/15/2013 6:42:52",2,"IL",3,1,2,1,"POLLUTION, OVER POPULATION",8,1,1,3,3,2,1,2,2,,,,,,,,1,2,,98,,2,2,,,2,3,,3,2,2,3,3,,2,98,,1,,,,,2,,,"0",1,1,98,4,1,1,4,1,1,2,2,1,4,1,3,2,2,1.377
669,"c","10/15/2013 6:44:07",3,"KS",3,1,2,2,"WILD WEATHER, HOTTER TEMPERATURES",3,3,1,3,3,3,3,2,1,,,,,,,,2,2,,98,,4,4,,,2,4,,2,4,4,4,4,,2,98,,1,,,,,1,,,"$500",5,3,2,3,2,2,1,1,1,2,3,2,2,1,3,3,1,0.69
670,"c","10/15/2013 6:45:52",3,"MN",3,2,,,,,,,,,,,,,2,"GOD WILL TAKE CARE OF US",6,2,4,4,,4,4,,98,,4,4,,,4,4,,3,4,4,4,4,,4,4,,2,,,,,,2,,"0",1,4,98,2,4,3,2,2,6,,2,1,4,2,2,1,1,1.11
671,"c","10/15/2013 6:47:01",1,"OH",3,1,1,3,"POLLUTION",8,2,2,2,2,2,1,1,1,,,,,,,,3,2,,98,,4,4,,,4,4,,3,98,3,4,4,,4,3,,1,,,,,3,,,"0",1,1,2,98,2,1,4,9,,,2,5,1,98,3,2,1,2.45
672,"c","10/15/2013 6:58:55",1,"MI",3,1,2,3,"FOSSIL FUEL",8,2,3,3,3,3,1,2,1,,,,,,,,4,4,,98,,98,4,,,1,4,,1,98,4,3,4,,1,4,,3,,,,,,,,"$10",2,1,3,3,4,4,4,1,2,,3,2,2,2,3,98,1,1.37
673,"c","10/15/2013 7:10:48",2,"IL",3,1,1,1,"OZONE LAYER BEING DEPLETED",8,1,3,3,2,3,2,2,2,,,,,,,1,,1,,1,,2,,2,1,,3,,1,1,2,3,3,,1,,2,,1,,,,2,,4,,,1,1,4,3,2,3,1,6,,3,2,4,4,2,,1,1.07
674,"c","10/15/2013 7:13:45",3,"NY",1,98,,,,,,,,,,,,,,,,,,,3,,3,,98,,4,,4,2,,4,,3,2,4,4,4,,2,,3,,2,,,,,2,1,,,3,98,2,4,2,2,1,1,2,2,5,4,4,2,3,1,0.72
675,"c","10/15/2013 7:15:34",2,"ID",4,2,,,,,,,,,,,,,2,"NOT ENOUGH SCIENTIFIC FACTS",3,3,2,1,4,,5,,98,,4,,4,3,,4,,2,3,3,4,3,,3,,98,,2,,,,,2,1,,,4,3,1,3,4,1,9,2,,3,1,2,1,2,,1,2.12
676,"c","10/15/2013 7:18:46",1,"PA",1,2,,,,,,,,,,,,,1,"IN TENNESEE AND IT WAS A HEAVY WINTER",1,1,4,4,3,,98,,98,,4,,4,4,,4,,3,3,4,4,4,,4,,4,,2,,,,,1,1,,,1,98,4,4,4,2,1,1,2,2,5,2,1,3,2,2,1.677
677,"c","10/15/2013 7:18:53",3,"MN",3,1,2,1,"WARMER WINTERS WITH LESS SNOW",2,1,1,3,2,1,1,2,2,,,,,,,1,,3,,98,,4,,4,2,,4,,3,2,4,4,4,,2,,98,,3,,,,,,2,,,2,2,4,2,1,4,1,6,,2,1,2,1,2,2,1,0.72
678,"c","10/15/2013 7:20:33",1,"KS",3,1,1,1,"CLIMATE HOTTER",2,1,3,1,2,3,2,3,2,,,,,,,1,,1,,2,,3,,1,1,,4,,2,2,2,4,1,,2,,1,,1,,,,2,,3,,,1,2,2,1,1,1,1,2,,4,5,4,4,3,6,1,1.28
