Congress,Year,Party,Committee,Position
101,1989,Democrats,Ethics,-0.364
102,1991,Democrats,Ethics,-0.45
103,1993,Democrats,Ethics,-0.445
104,1995,Democrats,Ethics,-0.477
105,1997,Democrats,Ethics,-0.483
106,1999,Democrats,Ethics,-0.479
107,2001,Democrats,Ethics,-0.409
108,2003,Democrats,Ethics,-0.335
109,2005,Democrats,Ethics,-0.36
110,2007,Democrats,Ethics,-0.434
111,2009,Democrats,Ethics,-0.406
112,2011,Democrats,Ethics,-0.468
113,2013,Democrats,Ethics,-0.497
80,1947,Republicans,Ethics,n.a.
81,1949,Republicans,Ethics,n.a.
82,1951,Republicans,Ethics,n.a.
83,1953,Republicans,Ethics,n.a.
84,1955,Republicans,Ethics,n.a.
85,1957,Republicans,Ethics,n.a.
86,1959,Republicans,Ethics,n.a.
87,1961,Republicans,Ethics,n.a.
88,1963,Republicans,Ethics,n.a.
89,1965,Republicans,Ethics,n.a.
90,1967,Republicans,Ethics,0.263
91,1969,Republicans,Ethics,0.298
92,1971,Republicans,Ethics,0.3
93,1973,Republicans,Ethics,0.324
94,1975,Republicans,Ethics,0.261
95,1977,Republicans,Ethics,0.206
96,1979,Republicans,Ethics,0.301
97,1981,Republicans,Ethics,0.418
98,1983,Republicans,Ethics,0.421
99,1985,Republicans,Ethics,0.303
100,1987,Republicans,Ethics,0.371
101,1989,Republicans,Ethics,0.386
102,1991,Republicans,Ethics,0.381
103,1993,Republicans,Ethics,0.34
104,1995,Republicans,Ethics,0.315
105,1997,Republicans,Ethics,0.479
106,1999,Republicans,Ethics,0.42
107,2001,Republicans,Ethics,0.708
108,2003,Republicans,Ethics,0.451
109,2005,Republicans,Ethics,0.465
110,2007,Republicans,Ethics,0.604
111,2009,Republicans,Ethics,0.553
112,2011,Republicans,Ethics,0.555
113,2013,Republicans,Ethics,0.667
80,1947,All,Transportation & Infrastructure,0.132
81,1949,All,Transportation & Infrastructure,-0.002
82,1951,All,Transportation & Infrastructure,0.018
83,1953,All,Transportation & Infrastructure,0.057
84,1955,All,Transportation & Infrastructure,0.027
85,1957,All,Transportation & Infrastructure,0.011
86,1959,All,Transportation & Infrastructure,-0.082
87,1961,All,Transportation & Infrastructure,-0.042
88,1963,All,Transportation & Infrastructure,-0.061
89,1965,All,Transportation & Infrastructure,-0.087
90,1967,All,Transportation & Infrastructure,-0.029
91,1969,All,Transportation & Infrastructure,-0.029
92,1971,All,Transportation & Infrastructure,-0.103
93,1973,All,Transportation & Infrastructure,-0.057
94,1975,All,Transportation & Infrastructure,-0.096
95,1977,All,Transportation & Infrastructure,-0.07
96,1979,All,Transportation & Infrastructure,-0.037
97,1981,All,Transportation & Infrastructure,-0.005
98,1983,All,Transportation & Infrastructure,-0.074
99,1985,All,Transportation & Infrastructure,-0.063
100,1987,All,Transportation & Infrastructure,-0.036
101,1989,All,Transportation & Infrastructure,-0.021
102,1991,All,Transportation & Infrastructure,-0.016
103,1993,All,Transportation & Infrastructure,-0.054
104,1995,All,Transportation & Infrastructure,0.042
105,1997,All,Transportation & Infrastructure,0.034
106,1999,All,Transportation & Infrastructure,0.044
107,2001,All,Transportation & Infrastructure,0.047
108,2003,All,Transportation & Infrastructure,0.055
109,2005,All,Transportation & Infrastructure,0.077
110,2007,All,Transportation & Infrastructure,0.021
111,2009,All,Transportation & Infrastructure,0.025
112,2011,All,Transportation & Infrastructure,0.208
113,2013,All,Transportation & Infrastructure,0.239
80,1947,Democrats,Transportation & Infrastructure,-0.15
81,1949,Democrats,Transportation & Infrastructure,-0.21
82,1951,Democrats,Transportation & Infrastructure,-0.219
83,1953,Democrats,Transportation & Infrastructure,-0.285
84,1955,Democrats,Transportation & Infrastructure,-0.197
85,1957,Democrats,Transportation & Infrastructure,-0.208
86,1959,Democrats,Transportation & Infrastructure,-0.273
87,1961,Democrats,Transportation & Infrastructure,-0.272
88,1963,Democrats,Transportation & Infrastructure,-0.279
89,1965,Democrats,Transportation & Infrastructure,-0.267
90,1967,Democrats,Transportation & Infrastructure,-0.27
91,1969,Democrats,Transportation & Infrastructure,-0.279
92,1971,Democrats,Transportation & Infrastructure,-0.335
93,1973,Democrats,Transportation & Infrastructure,-0.294
94,1975,Democrats,Transportation & Infrastructure,-0.281
95,1977,Democrats,Transportation & Infrastructure,-0.244
96,1979,Democrats,Transportation & Infrastructure,-0.22
97,1981,Democrats,Transportation & Infrastructure,-0.258
98,1983,Democrats,Transportation & Infrastructure,-0.335
99,1985,Democrats,Transportation & Infrastructure,-0.333
100,1987,Democrats,Transportation & Infrastructure,-0.336
101,1989,Democrats,Transportation & Infrastructure,-0.302
102,1991,Democrats,Transportation & Infrastructure,-0.266
103,1993,Democrats,Transportation & Infrastructure,-0.296
104,1995,Democrats,Transportation & Infrastructure,-0.304
105,1997,Democrats,Transportation & Infrastructure,-0.333
106,1999,Democrats,Transportation & Infrastructure,-0.328
107,2001,Democrats,Transportation & Infrastructure,-0.358
108,2003,Democrats,Transportation & Infrastructure,-0.387
109,2005,Democrats,Transportation & Infrastructure,-0.377
110,2007,Democrats,Transportation & Infrastructure,-0.365
111,2009,Democrats,Transportation & Infrastructure,-0.337
112,2011,Democrats,Transportation & Infrastructure,-0.373
113,2013,Democrats,Transportation & Infrastructure,-0.364
80,1947,Republicans,Transportation & Infrastructure,0.319
81,1949,Republicans,Transportation & Infrastructure,0.301
82,1951,Republicans,Transportation & Infrastructure,0.314
83,1953,Republicans,Transportation & Infrastructure,0.334
84,1955,Republicans,Transportation & Infrastructure,0.321
85,1957,Republicans,Transportation & Infrastructure,0.289
86,1959,Republicans,Transportation & Infrastructure,0.269
87,1961,Republicans,Transportation & Infrastructure,0.286
88,1963,Republicans,Transportation & Infrastructure,0.251
89,1965,Republicans,Transportation & Infrastructure,0.291
90,1967,Republicans,Transportation & Infrastructure,0.276
91,1969,Republicans,Transportation & Infrastructure,0.287
92,1971,Republicans,Transportation & Infrastructure,0.276
93,1973,Republicans,Transportation & Infrastructure,0.284
94,1975,Republicans,Transportation & Infrastructure,0.274
95,1977,Republicans,Transportation & Infrastructure,0.277
96,1979,Republicans,Transportation & Infrastructure,0.298
97,1981,Republicans,Transportation & Infrastructure,0.314
98,1983,Republicans,Transportation & Infrastructure,0.292
99,1985,Republicans,Transportation & Infrastructure,0.321
100,1987,Republicans,Transportation & Infrastructure,0.343
101,1989,Republicans,Transportation & Infrastructure,0.4
102,1991,Republicans,Transportation & Infrastructure,0.389
103,1993,Republicans,Transportation & Infrastructure,0.353
104,1995,Republicans,Transportation & Infrastructure,0.344
105,1997,Republicans,Transportation & Infrastructure,0.356
106,1999,Republicans,Transportation & Infrastructure,0.376
107,2001,Republicans,Transportation & Infrastructure,0.381
108,2003,Republicans,Transportation & Infrastructure,0.41
109,2005,Republicans,Transportation & Infrastructure,0.452
110,2007,Republicans,Transportation & Infrastructure,0.475
111,2009,Republicans,Transportation & Infrastructure,0.556
112,2011,Republicans,Transportation & Infrastructure,0.648
113,2013,Republicans,Transportation & Infrastructure,0.715
80,1947,All,Veterans Affairs,0.09
81,1949,All,Veterans Affairs,-0.024
82,1951,All,Veterans Affairs,0.04
83,1953,All,Veterans Affairs,0.031
84,1955,All,Veterans Affairs,-0.019
85,1957,All,Veterans Affairs,0.001
86,1959,All,Veterans Affairs,-0.081
87,1961,All,Veterans Affairs,-0.004
88,1963,All,Veterans Affairs,-0.014
89,1965,All,Veterans Affairs,-0.06
90,1967,All,Veterans Affairs,-0.011
91,1969,All,Veterans Affairs,-0.019
92,1971,All,Veterans Affairs,-0.023
93,1973,All,Veterans Affairs,-0.002
94,1975,All,Veterans Affairs,-0.066
95,1977,All,Veterans Affairs,-0.031
96,1979,All,Veterans Affairs,0.014
97,1981,All,Veterans Affairs,0.072
98,1983,All,Veterans Affairs,-0.035
99,1985,All,Veterans Affairs,-0.011
100,1987,All,Veterans Affairs,0.012
101,1989,All,Veterans Affairs,0.031
102,1991,All,Veterans Affairs,0.015
103,1993,All,Veterans Affairs,-0.053
104,1995,All,Veterans Affairs,0.085
105,1997,All,Veterans Affairs,0.082
106,1999,All,Veterans Affairs,0.093
107,2001,All,Veterans Affairs,0.068
108,2003,All,Veterans Affairs,0.063
109,2005,All,Veterans Affairs,0.098
110,2007,All,Veterans Affairs,0.095
111,2009,All,Veterans Affairs,0.101
112,2011,All,Veterans Affairs,0.253
113,2013,All,Veterans Affairs,0.272
80,1947,Democrats,Veterans Affairs,-0.148
81,1949,Democrats,Veterans Affairs,-0.193
82,1951,Democrats,Veterans Affairs,-0.098
83,1953,Democrats,Veterans Affairs,-0.127
84,1955,Democrats,Veterans Affairs,-0.192
85,1957,Democrats,Veterans Affairs,-0.15
86,1959,Democrats,Veterans Affairs,-0.222
87,1961,Democrats,Veterans Affairs,-0.137
88,1963,Democrats,Veterans Affairs,-0.151
89,1965,Democrats,Veterans Affairs,-0.172
90,1967,Democrats,Veterans Affairs,-0.136
91,1969,Democrats,Veterans Affairs,-0.191
92,1971,Democrats,Veterans Affairs,-0.177
93,1973,Democrats,Veterans Affairs,-0.154
94,1975,Democrats,Veterans Affairs,-0.202
95,1977,Democrats,Veterans Affairs,-0.154
96,1979,Democrats,Veterans Affairs,-0.129
97,1981,Democrats,Veterans Affairs,-0.139
98,1983,Democrats,Veterans Affairs,-0.199
99,1985,Democrats,Veterans Affairs,-0.224
100,1987,Democrats,Veterans Affairs,-0.224
101,1989,Democrats,Veterans Affairs,-0.209
102,1991,Democrats,Veterans Affairs,-0.212
103,1993,Democrats,Veterans Affairs,-0.314
104,1995,Democrats,Veterans Affairs,-0.356
105,1997,Democrats,Veterans Affairs,-0.38
106,1999,Democrats,Veterans Affairs,-0.362
107,2001,Democrats,Veterans Affairs,-0.365
108,2003,Democrats,Veterans Affairs,-0.414
109,2005,Democrats,Veterans Affairs,-0.385
110,2007,Democrats,Veterans Affairs,-0.291
111,2009,Democrats,Veterans Affairs,-0.222
112,2011,Democrats,Veterans Affairs,-0.318
113,2013,Democrats,Veterans Affairs,-0.316
80,1947,Republicans,Veterans Affairs,0.254
81,1949,Republicans,Veterans Affairs,0.261
82,1951,Republicans,Veterans Affairs,0.219
83,1953,Republicans,Veterans Affairs,0.179
84,1955,Republicans,Veterans Affairs,0.241
85,1957,Republicans,Veterans Affairs,0.227
86,1959,Republicans,Veterans Affairs,0.183
87,1961,Republicans,Veterans Affairs,0.195
88,1963,Republicans,Veterans Affairs,0.214
89,1965,Republicans,Veterans Affairs,0.178
90,1967,Republicans,Veterans Affairs,0.148
91,1969,Republicans,Veterans Affairs,0.199
92,1971,Republicans,Veterans Affairs,0.223
93,1973,Republicans,Veterans Affairs,0.207
94,1975,Republicans,Veterans Affairs,0.223
95,1977,Republicans,Veterans Affairs,0.227
96,1979,Republicans,Veterans Affairs,0.274
97,1981,Republicans,Veterans Affairs,0.314
98,1983,Republicans,Veterans Affairs,0.341
99,1985,Republicans,Veterans Affairs,0.293
100,1987,Republicans,Veterans Affairs,0.394
101,1989,Republicans,Veterans Affairs,0.374
102,1991,Republicans,Veterans Affairs,0.383
103,1993,Republicans,Veterans Affairs,0.404
104,1995,Republicans,Veterans Affairs,0.453
105,1997,Republicans,Veterans Affairs,0.457
106,1999,Republicans,Veterans Affairs,0.45
107,2001,Republicans,Veterans Affairs,0.423
108,2003,Republicans,Veterans Affairs,0.428
109,2005,Republicans,Veterans Affairs,0.485
110,2007,Republicans,Veterans Affairs,0.569
111,2009,Republicans,Veterans Affairs,0.63
112,2011,Republicans,Veterans Affairs,0.737
113,2013,Republicans,Veterans Affairs,0.735
80,1947,All,Ways & Means,0.174
81,1949,All,Ways & Means,0.001
82,1951,All,Ways & Means,0.017
83,1953,All,Ways & Means,0.107
84,1955,All,Ways & Means,-0.025
85,1957,All,Ways & Means,-0.031
86,1959,All,Ways & Means,-0.006
87,1961,All,Ways & Means,0.004
88,1963,All,Ways & Means,-0.016
89,1965,All,Ways & Means,-0.065
90,1967,All,Ways & Means,-0.026
91,1969,All,Ways & Means,-0.046
92,1971,All,Ways & Means,-0.052
93,1973,All,Ways & Means,-0.024
94,1975,All,Ways & Means,-0.076
95,1977,All,Ways & Means,-0.076
96,1979,All,Ways & Means,-0.099
97,1981,All,Ways & Means,-0.062
98,1983,All,Ways & Means,-0.064
99,1985,All,Ways & Means,-0.065
100,1987,All,Ways & Means,-0.074
101,1989,All,Ways & Means,-0.083
102,1991,All,Ways & Means,-0.098
103,1993,All,Ways & Means,-0.101
104,1995,All,Ways & Means,0.066
105,1997,All,Ways & Means,0.06
106,1999,All,Ways & Means,0.06
107,2001,All,Ways & Means,0.065
108,2003,All,Ways & Means,0.074
109,2005,All,Ways & Means,0.101
110,2007,All,Ways & Means,-0.035
111,2009,All,Ways & Means,-0.035
112,2011,All,Ways & Means,0.192
113,2013,All,Ways & Means,0.223
80,1947,Democrats,Ways & Means,-0.193
81,1949,Democrats,Ways & Means,-0.276
82,1951,Democrats,Ways & Means,-0.251
83,1953,Democrats,Ways & Means,-0.299
84,1955,Democrats,Ways & Means,-0.278
85,1957,Democrats,Ways & Means,-0.288
86,1959,Democrats,Ways & Means,-0.293
87,1961,Democrats,Ways & Means,-0.281
88,1963,Democrats,Ways & Means,-0.309
89,1965,Democrats,Ways & Means,-0.285
90,1967,Democrats,Ways & Means,-0.297
91,1969,Democrats,Ways & Means,-0.284
92,1971,Democrats,Ways & Means,-0.278
93,1973,Democrats,Ways & Means,-0.263
94,1975,Democrats,Ways & Means,-0.286
95,1977,Democrats,Ways & Means,-0.288
96,1979,Democrats,Ways & Means,-0.339
97,1981,Democrats,Ways & Means,-0.304
98,1983,Democrats,Ways & Means,-0.288
99,1985,Democrats,Ways & Means,-0.304
100,1987,Democrats,Ways & Means,-0.324
101,1989,Democrats,Ways & Means,-0.327
102,1991,Democrats,Ways & Means,-0.348
103,1993,Democrats,Ways & Means,-0.382
104,1995,Democrats,Ways & Means,-0.425
105,1997,Democrats,Ways & Means,-0.455
106,1999,Democrats,Ways & Means,-0.467
107,2001,Democrats,Ways & Means,-0.463
108,2003,Democrats,Ways & Means,-0.463
109,2005,Democrats,Ways & Means,-0.469
110,2007,Democrats,Ways & Means,-0.464
111,2009,Democrats,Ways & Means,-0.423
112,2011,Democrats,Ways & Means,-0.457
113,2013,Democrats,Ways & Means,-0.44
80,1947,Republicans,Ways & Means,0.418
81,1949,Republicans,Ways & Means,0.418
82,1951,Republicans,Ways & Means,0.419
83,1953,Republicans,Ways & Means,0.377
84,1955,Republicans,Ways & Means,0.356
85,1957,Republicans,Ways & Means,0.354
86,1959,Republicans,Ways & Means,0.471
87,1961,Republicans,Ways & Means,0.479
88,1963,Republicans,Ways & Means,0.424
89,1965,Republicans,Ways & Means,0.402
90,1967,Republicans,Ways & Means,0.382
91,1969,Republicans,Ways & Means,0.35
92,1971,Republicans,Ways & Means,0.325
93,1973,Republicans,Ways & Means,0.335
94,1975,Republicans,Ways & Means,0.4
95,1977,Republicans,Ways & Means,0.365
96,1979,Republicans,Ways & Means,0.382
97,1981,Republicans,Ways & Means,0.382
98,1983,Republicans,Ways & Means,0.364
99,1985,Republicans,Ways & Means,0.357
100,1987,Republicans,Ways & Means,0.368
101,1989,Republicans,Ways & Means,0.349
102,1991,Republicans,Ways & Means,0.344
103,1993,Republicans,Ways & Means,0.417
104,1995,Republicans,Ways & Means,0.435
105,1997,Republicans,Ways & Means,0.435
106,1999,Republicans,Ways & Means,0.426
107,2001,Republicans,Ways & Means,0.44
108,2003,Republicans,Ways & Means,0.455
109,2005,Republicans,Ways & Means,0.504
110,2007,Republicans,Ways & Means,0.544
111,2009,Republicans,Ways & Means,0.636
112,2011,Republicans,Ways & Means,0.656
113,2013,Republicans,Ways & Means,0.705
80,1947,All,Chamber average,0.1
81,1949,All,Chamber average,-0.02
82,1951,All,Chamber average,0.033
83,1953,All,Chamber average,0.054
84,1955,All,Chamber average,0.023
85,1957,All,Chamber average,0.016
86,1959,All,Chamber average,-0.057
87,1961,All,Chamber average,-0.018
88,1963,All,Chamber average,-0.026
89,1965,All,Chamber average,-0.086
90,1967,All,Chamber average,-0.026
91,1969,All,Chamber average,-0.031
92,1971,All,Chamber average,-0.05
93,1973,All,Chamber average,-0.039
94,1975,All,Chamber average,-0.113
95,1977,All,Chamber average,-0.107
96,1979,All,Chamber average,-0.079
97,1981,All,Chamber average,-0.028
98,1983,All,Chamber average,-0.052
99,1985,All,Chamber average,-0.06
100,1987,All,Chamber average,-0.073
101,1989,All,Chamber average,-0.076
102,1991,All,Chamber average,-0.091
103,1993,All,Chamber average,-0.083
104,1995,All,Chamber average,-0.071
105,1997,All,Chamber average,0.039
106,1999,All,Chamber average,0.033
107,2001,All,Chamber average,0.034
108,2003,All,Chamber average,0.054
109,2005,All,Chamber average,0.084
110,2007,All,Chamber average,0.036
111,2009,All,Chamber average,0.027
112,2011,All,Chamber average,0.197
113,2013,All,Chamber average,0.215
80,1947,Democrats,Chamber average,-0.189
81,1949,Democrats,Chamber average,-0.235
82,1951,Democrats,Chamber average,-0.211
83,1953,Democrats,Chamber average,-0.209
84,1955,Democrats,Chamber average,-0.229
85,1957,Democrats,Chamber average,-0.228
86,1959,Democrats,Chamber average,-0.25
87,1961,Democrats,Chamber average,-0.229
88,1963,Democrats,Chamber average,-0.249
89,1965,Democrats,Chamber average,-0.264
90,1967,Democrats,Chamber average,-0.255
91,1969,Democrats,Chamber average,-0.27
92,1971,Democrats,Chamber average,-0.281
93,1973,Democrats,Chamber average,-0.296
94,1975,Democrats,Chamber average,-0.301
95,1977,Democrats,Chamber average,-0.293
96,1979,Democrats,Chamber average,-0.295
97,1981,Democrats,Chamber average,-0.296
98,1983,Democrats,Chamber average,-0.297
99,1985,Democrats,Chamber average,-0.313
100,1987,Democrats,Chamber average,-0.317
101,1989,Democrats,Chamber average,-0.324
102,1991,Democrats,Chamber average,-0.321
103,1993,Democrats,Chamber average,-0.329
104,1995,Democrats,Chamber average,-0.368
105,1997,Democrats,Chamber average,-0.387
106,1999,Democrats,Chamber average,-0.392
107,2001,Democrats,Chamber average,-0.399
108,2003,Democrats,Chamber average,-0.403
109,2005,Democrats,Chamber average,-0.4
110,2007,Democrats,Chamber average,-0.391
111,2009,Democrats,Chamber average,-0.354
112,2011,Democrats,Chamber average,-0.394
113,2013,Democrats,Chamber average,-0.377
80,1947,Republicans,Chamber average,0.328
81,1949,Republicans,Chamber average,0.313
82,1951,Republicans,Chamber average,0.315
83,1953,Republicans,Chamber average,0.309
84,1955,Republicans,Chamber average,0.309
85,1957,Republicans,Chamber average,0.297
86,1959,Republicans,Chamber average,0.299
87,1961,Republicans,Chamber average,0.3
88,1963,Republicans,Chamber average,0.294
89,1965,Republicans,Chamber average,0.286
90,1967,Republicans,Chamber average,0.277
91,1969,Republicans,Chamber average,0.278
92,1971,Republicans,Chamber average,0.284
93,1973,Republicans,Chamber average,0.282
94,1975,Republicans,Chamber average,0.267
95,1977,Republicans,Chamber average,0.266
96,1979,Republicans,Chamber average,0.29
97,1981,Republicans,Chamber average,0.308
98,1983,Republicans,Chamber average,0.334
99,1985,Republicans,Chamber average,0.332
100,1987,Republicans,Chamber average,0.337
101,1989,Republicans,Chamber average,0.338
102,1991,Republicans,Chamber average,0.339
103,1993,Republicans,Chamber average,0.365
104,1995,Republicans,Chamber average,0.38
105,1997,Republicans,Chamber average,0.428
106,1999,Republicans,Chamber average,0.434
107,2001,Republicans,Chamber average,0.445
108,2003,Republicans,Chamber average,0.462
109,2005,Republicans,Chamber average,0.509
110,2007,Republicans,Chamber average,0.566
111,2009,Republicans,Chamber average,0.62
112,2011,Republicans,Chamber average,0.675
113,2013,Republicans,Chamber average,0.724
