"Survey_Iteration","Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","gwimpacts_storms","gwimpacts_droughts","gwimpacts_disease","gwimpacts_species","gwimpacts_areas","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","gw_adapt","govt_fed","govt_state","govt_local","govt_fedvsstate","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","state_gastax","captrade_govt_v1","fftax_govt","nuclear_govt","gastax_govt","rps_govt","ethanol_govt","vehicle_govt","captrade_support_v1","captrade_cost15dol","captrade_cost50","carbontax_support","carbontax_cost15dol","carbontax_cost50dol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","Weight"
"FALL 2009",1167,10,7,2009,"VA",2,2,1,2,3,1,1,2,1,1,1,1,4,4,4,4,3,2,2,2,2,4,2,2,3,4,3,,1,98,2,2,1,2,3,3,3,3,3,3,3,2,2,98,2,2,98,4,1,6,,3,1,4,6,2,0.27
"FALL 2009",1187,10,7,2009,"PA",1,1,1,2,3,2,2,1,2,1,2,1,3,3,3,3,4,1,1,1,2,3,2,2,98,98,98,,2,98,98,98,2,2,3,3,98,3,3,3,3,2,2,98,2,2,98,4,1,1,1,3,2,4,1,2,0.27
"FALL 2009",1195,10,7,2009,"GA",2,1,1,1,3,1,1,1,1,1,1,1,4,3,4,4,2,1,1,1,1,4,1,1,2,2,4,,1,1,3,1,1,2,2,1,4,1,1,2,1,1,1,2,1,1,2,2,1,6,,3,5,4,2,2,0.27
"FALL 2009",1216,10,8,2009,"MD",2,1,2,,,,,,,,,,2,3,3,2,3,2,2,2,2,2,2,2,98,98,3,,2,3,2,2,2,4,2,4,1,4,3,3,1,98,98,3,3,3,4,4,1,3,,3,5,4,6,2,0.27
"FALL 2009",1219,10,8,2009,"NJ",1,2,1,2,3,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,98,3,98,3,3,3,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,3,3,3,98,1,2,,3,1,4,6,2,0.27
"FALL 2009",1250,10,9,2009,"MI",3,2,98,,,,,,,,,,3,3,4,2,3,1,1,1,1,4,1,1,98,4,4,,1,2,4,4,1,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,1,6,,3,1,1,4,2,0.27
"FALL 2009",1291,10,9,2009,"TX",2,2,2,,,,,,,,,,1,1,2,1,2,1,1,2,3,1,4,4,4,1,4,,2,4,2,4,2,4,4,4,1,4,1,4,1,4,4,4,4,4,4,1,1,1,2,3,5,4,4,2,0.27
"FALL 2009",1310,10,10,2009,"NC",2,2,1,2,3,2,3,3,3,3,2,2,98,3,4,98,4,2,2,2,98,3,2,2,2,3,4,,98,4,98,98,4,3,98,98,98,98,98,98,98,98,98,98,98,2,3,98,1,6,,3,1,4,4,2,0.27
"FALL 2009",1330,10,11,2009,"VT",1,1,1,2,1,1,2,2,2,1,1,2,4,4,2,1,2,1,2,2,1,4,2,2,3,3,4,,1,2,2,98,2,4,3,3,3,4,3,3,3,1,2,4,3,3,4,2,1,7,,3,1,1,6,2,0.27
"FALL 2009",1335,10,11,2009,"TX",2,1,1,2,3,1,2,1,1,2,1,1,4,4,3,4,3,1,2,2,2,98,2,2,98,4,4,,2,3,98,3,2,2,98,98,98,98,98,98,98,98,2,98,2,2,98,98,1,7,,3,5,1,3,2,0.27
"FALL 2009",1343,10,11,2009,"TN",2,1,1,2,3,2,3,2,3,2,3,2,3,3,4,3,4,1,1,1,2,3,2,2,2,2,3,,2,2,3,2,2,3,3,98,98,4,3,3,3,3,3,3,2,3,4,3,1,6,,3,1,1,4,2,0.27
"FALL 2009",1352,10,11,2009,"TN",2,2,1,2,3,2,2,2,2,1,1,1,4,3,3,3,3,2,2,2,2,3,2,2,2,3,4,,2,3,4,2,2,3,3,1,4,1,3,3,3,2,2,3,3,2,3,4,1,6,,3,5,1,2,2,0.27
"FALL 2009",1355,10,11,2009,"TN",2,1,1,1,3,1,1,1,1,2,2,1,4,4,4,4,4,1,2,2,1,4,2,1,2,3,2,1,2,98,2,1,1,2,3,98,2,2,1,1,1,1,2,3,2,2,3,2,1,1,1,3,5,1,3,2,0.27
"FALL 2009",1357,10,11,2009,"KS",3,1,1,2,3,2,2,2,2,3,1,2,2,3,2,2,4,1,2,2,1,3,2,1,3,3,4,,1,1,3,3,1,3,2,1,3,3,3,3,3,1,1,3,2,1,3,4,1,1,1,3,1,1,4,2,0.27
"FALL 2009",1367,10,11,2009,"LA",2,2,98,,,,,,,,,,98,98,3,3,2,2,3,3,2,3,3,4,3,4,98,,1,4,3,3,3,3,98,4,1,1,1,1,1,98,4,4,98,98,98,3,1,2,,3,1,2,2,2,0.27
"FALL 2009",1378,10,12,2009,"WI",3,2,98,,,,,,,,,,2,3,3,3,3,1,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,2,3,4,1,1,6,,3,2,2,3,2,0.27
"FALL 2009",1408,10,12,2009,"CA",4,1,1,2,3,2,2,4,2,3,4,3,4,3,3,2,4,1,2,3,2,3,2,2,2,4,4,,3,4,2,2,2,4,3,4,3,4,2,2,4,3,4,4,3,4,4,2,1,1,1,3,5,2,2,2,0.27
"FALL 2009",1417,10,13,2009,"PA",1,2,1,2,3,2,2,3,2,2,1,1,3,3,3,3,4,2,2,2,3,3,2,2,2,98,4,,2,4,2,4,2,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,1,1,2,3,5,4,2,2,0.27
"FALL 2009",1418,10,13,2009,"MT",4,1,1,2,3,2,2,3,2,2,1,1,4,3,3,3,4,1,1,1,2,4,2,2,2,3,98,,98,98,2,98,1,98,98,98,3,98,3,3,98,2,2,3,2,2,3,3,1,6,,3,1,4,1,2,0.27
"FALL 2009",1422,10,14,2009,"ME",1,1,2,,,,,,,,,,1,1,1,1,4,1,1,1,98,98,98,1,98,98,4,,4,4,4,2,2,4,98,98,98,98,98,98,98,98,4,4,98,4,4,1,1,6,,3,1,4,3,2,0.27
"FALL 2009",1456,10,15,2009,"NY",1,1,98,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,1,1,3,1,4,1,1,3,3,1,1,1,1,1,1,1,1,2,,3,5,4,4,2,0.27
"FALL 2009",1511,10,16,2009,"PA",1,1,1,2,1,1,2,3,2,1,3,1,2,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,2,4,1,2,2,4,3,4,3,3,4,4,3,2,3,4,2,1,4,1,1,7,,3,1,2,2,2,0.27
"FALL 2009",1548,10,19,2009,"NY",1,2,1,1,1,2,3,2,2,2,2,2,2,4,4,4,4,1,1,3,1,3,2,1,3,3,4,,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,,,,,3,2,0.27
"FALL 2009",1588,10,20,2009,"KS",3,2,1,2,1,1,1,1,1,1,1,1,4,4,3,3,4,1,1,1,2,4,1,1,1,4,1,3,1,2,2,1,2,2,3,3,3,2,3,4,3,3,1,2,2,1,2,2,1,1,1,3,1,2,4,2,0.27
"FALL 2009",611,9,21,2009,"WA",4,2,1,2,3,2,2,2,1,1,1,2,4,4,4,4,4,1,1,1,2,3,2,1,2,4,4,,1,1,3,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,4,10,6,,4,1,1,3,2,0.44
"FALL 2009",812,9,28,2009,"NJ",1,2,1,2,3,2,2,1,1,1,1,1,2,3,2,3,3,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,2,,4,5,2,4,2,0.44
"FALL 2009",823,9,29,2009,"CA",4,2,1,2,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,4,2,2,3,3,3,,2,2,2,2,2,2,3,3,3,3,3,3,3,4,98,98,2,98,98,3,5,1,1,5,1,2,6,2,0.44
"FALL 2009",826,9,29,2009,"CA",4,2,1,1,1,1,2,2,1,1,1,2,4,4,3,4,4,1,1,2,1,4,1,2,2,3,4,,2,3,98,2,2,3,2,2,3,1,3,98,1,1,3,4,2,3,4,2,5,1,1,5,1,2,6,2,0.44
"FALL 2009",1269,10,9,2009,"RI",1,2,1,2,3,2,2,1,1,1,2,1,4,3,3,4,3,1,2,2,1,3,2,1,2,98,98,,1,2,98,2,1,4,1,1,1,1,2,2,1,1,98,4,98,2,4,2,10,6,,4,5,4,3,2,0.44
"FALL 2009",1562,10,20,2009,"MN",3,2,1,2,3,2,2,2,2,1,1,1,3,3,98,2,3,1,1,1,2,3,2,1,98,4,4,,1,3,4,4,1,3,4,4,4,4,4,98,4,4,4,4,3,3,4,3,10,7,,4,98,1,3,2,0.44
"FALL 2009",1101,10,6,2009,"NY",1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,10,5,,4,1,2,3,2,0.45
"FALL 2009",1561,10,20,2009,"TX",2,3,1,2,2,2,3,4,4,1,1,1,1,1,1,1,1,2,2,2,4,3,4,4,4,3,4,,3,3,1,4,4,4,4,4,2,4,98,98,4,4,4,4,4,4,4,1,10,2,,4,1,5,4,2,0.45
"FALL 2009",612,9,21,2009,"NY",1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,2,4,2,1,2,1,4,,2,2,3,3,1,2,98,3,98,1,1,1,1,2,3,4,2,3,4,2,5,1,2,3,5,1,6,2,0.46
"FALL 2009",747,9,25,2009,"CO",4,1,2,,,,,,,,,,1,98,2,1,2,1,2,2,4,4,1,2,4,4,4,,2,4,98,98,2,4,4,4,1,4,3,3,4,2,3,3,4,3,3,2,10,1,2,3,1,2,1,2,0.46
"FALL 2009",862,9,29,2009,"MA",1,1,1,1,3,1,2,1,2,1,2,2,4,98,3,3,4,1,2,2,1,4,1,1,98,2,98,,1,3,98,2,1,1,3,3,98,4,3,3,1,2,2,1,1,1,2,2,10,6,,3,1,4,2,2,0.46
"FALL 2009",1065,10,5,2009,"NY",1,1,1,1,3,2,2,2,2,2,1,2,3,3,3,3,4,2,1,1,2,4,1,3,2,3,4,,2,3,2,2,2,4,2,4,3,4,3,3,1,2,2,3,3,2,3,5,10,7,,3,5,4,2,2,0.46
"FALL 2009",1078,10,5,2009,"TX",2,1,1,2,3,2,2,2,3,1,2,1,3,1,3,2,3,1,2,3,2,4,2,1,2,2,4,,1,3,98,2,1,3,1,2,1,1,2,2,2,1,2,4,3,2,4,3,10,4,,3,5,1,3,2,0.46
"FALL 2009",1221,10,8,2009,"NC",2,2,1,1,3,1,1,1,1,1,1,1,4,4,3,3,3,1,1,2,1,4,2,2,3,4,4,,1,4,2,1,2,4,3,4,3,4,1,1,1,1,1,2,2,1,2,98,5,2,,3,5,4,3,2,0.46
"FALL 2009",1260,10,9,2009,"CA",4,2,1,2,3,2,3,3,3,2,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,98,98,98,98,98,98,98,98,98,98,98,98,98,2,4,4,98,3,4,1,10,,,3,5,4,4,2,0.46
"FALL 2009",1443,10,14,2009,"CA",4,2,1,1,3,2,2,2,1,2,2,2,4,3,3,3,4,1,2,2,1,4,2,2,2,4,4,,1,2,4,98,1,2,98,3,4,3,3,3,3,3,3,3,2,2,3,2,10,6,,3,5,2,5,2,0.46
"FALL 2009",614,9,21,2009,"NC",2,3,1,1,1,2,2,1,1,1,1,2,3,2,4,3,4,2,2,2,2,3,3,2,2,2,3,,2,3,3,2,2,3,3,4,3,4,3,1,1,1,2,3,3,2,3,5,1,1,1,3,5,1,4,2,0.49
"FALL 2009",653,9,22,2009,"PA",1,2,2,,,,,,,,,,3,98,98,2,98,1,1,1,2,98,2,1,98,98,4,,2,1,2,98,2,4,3,3,98,98,3,3,4,2,98,98,3,3,4,1,1,2,,3,5,1,4,2,0.49
"FALL 2009",725,9,24,2009,"OR",4,3,2,,,,,,,,,,2,1,2,1,2,2,2,2,3,3,3,2,3,3,4,,2,3,4,2,3,4,4,4,4,4,4,4,4,2,3,4,3,3,4,1,1,7,,3,2,2,5,2,0.49
"FALL 2009",727,9,24,2009,"OH",3,3,1,2,3,2,2,2,3,2,2,3,3,3,3,3,3,1,2,2,1,3,2,98,98,98,4,,2,4,2,3,2,4,4,4,3,4,3,3,1,3,3,3,3,2,3,2,1,1,1,3,1,2,5,2,0.49
"FALL 2009",759,9,25,2009,"IN",3,2,1,2,3,2,2,2,2,1,2,2,3,3,3,3,4,1,2,2,2,3,2,98,2,3,4,,1,3,2,98,2,3,2,1,2,2,1,2,1,3,3,4,3,3,4,3,1,6,,3,1,4,4,2,0.49
"FALL 2009",774,9,25,2009,"TX",2,2,2,,,,,,,,,,1,1,1,1,2,3,3,3,3,2,4,98,4,2,1,98,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,1,1,3,5,2,2,2,0.49
"FALL 2009",787,9,28,2009,"TN",2,2,2,,,,,,,,,,4,2,2,1,98,2,2,2,4,4,4,3,4,1,4,,4,4,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,1,2,4,2,0.49
"FALL 2009",829,9,29,2009,"IN",3,2,1,2,3,2,2,2,2,2,2,2,3,98,3,98,3,2,2,2,2,3,2,1,98,3,3,,2,98,2,98,2,98,98,3,3,98,3,98,1,2,2,98,2,2,98,2,1,1,1,3,1,2,4,2,0.49
"FALL 2009",835,9,29,2009,"NV",4,2,2,,,,,,,,,,3,2,1,1,3,1,1,2,2,4,2,4,4,3,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,98,4,4,2,1,1,2,3,5,2,5,2,0.49
"FALL 2009",839,9,29,2009,"AR",2,2,2,,,,,,,,,,2,2,3,1,3,1,2,2,2,3,3,2,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,5,4,4,2,0.49
"FALL 2009",847,9,29,2009,"OH",3,2,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,1,4,,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,4,1,2,,3,5,4,3,2,0.49
"FALL 2009",870,9,29,2009,"FL",2,2,2,,,,,,,,,,2,4,2,3,4,1,1,1,2,4,1,1,3,2,1,1,4,4,2,2,1,4,3,4,3,4,3,3,3,2,4,4,4,4,4,2,1,6,,3,5,4,5,2,0.49
"FALL 2009",871,9,29,2009,"PA",1,2,98,,,,,,,,,,2,2,2,2,4,2,1,2,2,2,2,2,4,3,98,,3,4,4,4,1,4,98,4,4,4,3,4,3,2,3,4,4,3,4,2,1,6,,3,6,4,2,2,0.49
"FALL 2009",879,9,29,2009,"IN",3,2,1,2,2,2,3,1,1,1,1,1,3,3,2,2,3,2,2,2,2,3,2,2,98,98,4,,2,98,2,2,1,2,2,1,1,1,1,1,1,2,3,4,2,3,4,2,1,1,1,3,5,2,3,2,0.49
"FALL 2009",880,9,29,2009,"MI",3,3,1,2,3,2,2,2,2,1,2,2,3,3,3,3,3,1,2,2,1,3,2,2,2,3,4,,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,2,,3,1,4,1,2,0.49
"FALL 2009",881,9,30,2009,"NH",1,2,2,,,,,,,,,,1,1,1,1,2,2,2,2,4,4,4,98,4,1,3,,2,4,2,98,2,4,4,4,1,4,1,1,4,2,4,4,98,4,4,1,1,1,1,3,1,4,6,2,0.49
"FALL 2009",890,9,30,2009,"MA",1,2,2,,,,,,,,,,2,98,2,2,2,2,3,3,98,3,3,98,98,98,98,,1,2,98,98,3,4,98,98,98,4,4,4,3,98,3,4,4,4,4,1,1,1,1,3,2,4,5,2,0.49
"FALL 2009",895,9,30,2009,"PA",1,3,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,2,3,3,1,4,4,2,2,3,4,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,3,3,2,1,1,2,3,1,4,2,2,0.49
"FALL 2009",902,9,30,2009,"SD",3,2,98,,,,,,,,,,98,3,98,3,98,2,2,2,2,2,3,2,3,3,4,,3,3,98,2,1,3,3,98,98,98,3,3,4,2,2,4,4,2,4,2,1,2,,3,1,4,5,2,0.49
"FALL 2009",905,9,30,2009,"MN",3,3,1,2,1,1,1,1,1,1,2,1,3,3,4,3,4,1,2,98,3,2,2,1,3,3,4,,2,3,4,2,1,4,3,1,4,4,3,3,3,2,3,4,3,3,4,3,1,1,1,3,5,4,4,2,0.49
"FALL 2009",910,9,30,2009,"PA",1,2,1,2,1,1,1,2,1,1,1,1,3,3,3,3,4,1,1,1,2,4,1,1,98,3,4,,2,98,3,3,1,3,4,3,4,4,3,3,3,2,2,3,3,2,4,3,1,6,,3,2,4,2,2,0.49
"FALL 2009",915,9,30,2009,"CA",4,3,98,,,,,,,,,,2,1,3,1,3,98,2,2,3,1,3,4,3,1,4,,4,4,1,98,3,4,98,4,3,4,4,4,4,4,3,4,4,3,4,3,1,6,,3,1,4,3,2,0.49
"FALL 2009",938,10,1,2009,"CA",4,2,2,,,,,,,,,,1,1,1,1,3,3,3,3,4,4,4,4,4,1,4,,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,2,,3,1,4,4,2,0.49
"FALL 2009",941,10,1,2009,"ND",3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,4,1,6,,3,5,4,3,2,0.49
"FALL 2009",964,10,1,2009,"FL",2,3,98,,,,,,,,,,98,3,3,3,3,1,2,2,2,3,1,2,2,98,4,,2,2,2,98,1,3,3,2,1,4,3,1,1,98,3,4,3,3,4,1,1,2,,3,1,4,2,2,0.49
"FALL 2009",986,10,2,2009,"UT",4,3,2,,,,,,,,,,1,1,2,1,2,1,2,2,4,2,2,4,4,2,4,,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3,2,3,3,1,1,2,,3,3,4,2,2,0.49
"FALL 2009",1004,10,4,2009,"IL",3,3,2,,,,,,,,,,1,1,2,2,2,2,2,2,1,3,1,1,98,98,4,,1,1,98,98,1,2,3,3,3,3,3,1,1,98,2,98,2,2,98,2,1,2,,3,1,1,3,2,0.49
"FALL 2009",1021,10,4,2009,"CA",4,3,1,1,1,2,2,1,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,4,4,3,4,,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,2,1,2,,3,3,1,2,2,0.49
"FALL 2009",1044,10,5,2009,"IL",3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,98,4,4,,1,3,1,1,1,3,2,4,3,4,3,3,1,1,4,4,3,4,4,1,1,3,,3,1,1,2,2,0.49
"FALL 2009",1063,10,5,2009,"NC",2,2,1,2,3,2,2,2,2,2,1,2,3,3,2,3,4,1,1,1,1,3,1,2,1,2,4,,1,3,2,1,1,4,3,4,98,4,3,3,3,3,4,4,4,4,4,1,1,1,1,3,1,1,3,2,0.49
"FALL 2009",1082,10,6,2009,"TX",2,3,1,1,3,2,2,2,1,2,1,1,3,3,3,3,3,1,2,2,2,3,3,1,3,2,4,,1,2,2,2,2,4,2,2,2,3,3,3,3,2,3,4,2,3,4,2,1,1,2,3,1,1,2,2,0.49
"FALL 2009",1087,10,6,2009,"FL",2,3,1,1,3,2,2,1,1,2,2,2,4,4,3,4,4,1,2,2,2,3,2,2,3,4,3,,2,2,3,2,1,3,3,3,4,4,3,98,3,1,1,2,2,2,3,4,1,1,1,3,5,4,3,2,0.49
"FALL 2009",1143,10,6,2009,"FL",2,3,1,1,1,1,1,1,1,1,1,1,4,98,4,4,98,1,1,1,1,1,1,1,1,1,1,3,1,4,1,98,1,4,3,4,3,4,3,3,3,1,98,4,4,4,4,1,1,1,2,3,2,2,4,2,0.49
"FALL 2009",1154,10,7,2009,"NM",4,3,2,,,,,,,,,,1,1,1,1,3,1,1,1,1,4,1,1,3,4,3,,1,2,4,3,1,2,2,2,4,2,3,3,1,3,3,3,2,2,3,2,1,3,,3,5,2,2,2,0.49
"FALL 2009",1191,10,7,2009,"NJ",1,3,98,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,,3,1,2,5,2,0.49
"FALL 2009",1206,10,8,2009,"OK",2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,1,4,1,1,2,4,4,,1,1,1,98,1,4,3,2,3,4,3,3,1,1,3,4,1,3,4,4,1,6,,3,1,4,2,2,0.49
"FALL 2009",1215,10,8,2009,"OK",2,2,98,,,,,,,,,,2,3,3,3,4,2,2,2,1,4,1,2,98,98,4,,2,2,98,1,1,2,3,98,98,3,3,3,98,1,3,4,3,4,4,3,1,1,2,3,1,1,2,2,0.49
"FALL 2009",1241,10,8,2009,"NY",1,3,98,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,98,1,1,1,1,1,3,3,4,3,3,4,3,3,2,1,1,1,1,1,2,1,2,,3,5,4,4,2,0.49
"FALL 2009",1245,10,8,2009,"FL",2,3,1,1,3,1,2,2,2,2,1,2,4,2,3,3,98,2,2,2,2,4,2,2,2,98,4,,1,2,98,98,1,2,98,3,98,3,3,3,3,2,1,2,2,2,2,4,1,6,,3,5,1,5,2,0.49
"FALL 2009",1248,10,8,2009,"NV",4,2,98,,,,,,,,,,3,2,2,2,4,1,1,1,2,4,2,1,2,4,4,,2,4,2,4,3,98,98,98,3,3,3,3,3,2,1,3,2,2,2,4,1,1,2,3,1,4,2,2,0.49
"FALL 2009",1251,10,9,2009,"FL",2,3,98,,,,,,,,,,3,3,2,3,4,1,1,1,1,4,1,1,1,3,4,,2,2,4,3,1,4,4,3,4,4,3,3,98,4,4,4,3,2,3,2,1,3,,3,2,4,5,2,0.49
"FALL 2009",1265,10,9,2009,"LA",2,2,98,,,,,,,,,,98,3,98,98,98,2,2,2,98,3,98,98,98,98,4,,2,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,4,3,4,2,1,2,,3,1,4,6,2,0.49
"FALL 2009",1292,10,9,2009,"MA",1,2,98,,,,,,,,,,2,98,3,3,98,1,1,1,1,98,2,2,98,98,98,,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,1,1,2,1,98,1,2,,3,4,4,4,2,0.49
"FALL 2009",1319,10,10,2009,"WA",4,2,1,2,3,2,2,1,1,1,1,1,2,2,3,2,98,1,1,1,2,3,2,2,2,98,4,,2,98,98,98,1,4,3,4,98,4,3,3,98,1,1,3,3,98,4,1,1,6,,3,1,4,3,2,0.49
"FALL 2009",1327,10,10,2009,"NC",2,3,1,1,3,2,2,1,1,2,1,2,3,2,3,2,3,2,2,2,2,3,2,2,2,98,4,,1,3,2,3,2,4,4,4,3,4,3,1,1,3,2,98,4,98,3,4,1,1,2,3,1,4,3,2,0.49
"FALL 2009",1354,10,11,2009,"MS",2,3,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,1,98,3,98,98,98,4,,2,98,98,2,1,4,3,98,98,4,3,3,3,1,2,3,4,2,4,3,1,2,,3,1,1,3,2,0.49
"FALL 2009",1380,10,12,2009,"AZ",4,2,1,2,2,2,3,3,2,2,3,3,3,2,2,2,2,98,3,3,3,2,3,3,3,98,4,,2,3,98,2,2,3,3,4,3,4,3,3,3,2,2,3,3,3,3,1,1,6,,3,2,1,3,2,0.49
"FALL 2009",1383,10,12,2009,"UT",4,3,2,,,,,,,,,,4,1,4,1,98,3,3,3,4,4,4,4,4,1,4,,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,1,2,6,2,0.49
"FALL 2009",1385,10,12,2009,"FL",2,2,1,2,2,3,4,4,4,3,3,4,3,2,1,1,2,3,3,3,1,4,98,4,4,2,98,,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,5,2,2,2,0.49
"FALL 2009",1403,10,12,2009,"TN",2,2,1,2,2,3,3,3,2,1,2,2,3,3,2,2,2,1,2,2,2,4,98,2,3,3,3,,3,3,2,2,3,4,3,2,1,4,4,3,3,2,3,4,2,2,4,2,1,6,,3,1,2,3,2,0.49
"FALL 2009",1409,10,12,2009,"PA",1,3,2,,,,,,,,,,1,1,1,1,1,3,3,3,4,1,4,4,4,1,4,,3,4,1,1,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,1,1,1,2,3,2,2,4,2,0.49
"FALL 2009",1412,10,13,2009,"CA",4,3,1,2,3,2,2,3,1,1,2,3,2,1,98,1,3,2,1,1,98,3,2,1,98,4,3,,2,3,1,2,2,4,3,4,3,4,2,4,98,2,98,4,4,4,4,98,1,6,,3,1,2,6,2,0.49
"FALL 2009",1421,10,14,2009,"MI",3,2,1,2,3,1,2,1,1,2,1,2,4,4,4,3,4,2,1,1,1,4,1,1,2,2,4,,2,2,1,2,1,4,3,3,3,3,3,3,3,1,2,3,2,2,3,2,1,6,,3,5,4,5,2,0.49
"FALL 2009",1424,10,14,2009,"TX",2,3,2,,,,,,,,,,2,4,3,2,4,2,2,2,2,3,2,98,98,2,4,,2,3,2,1,1,3,3,98,3,4,3,3,98,4,2,4,4,2,4,2,1,6,,3,1,4,4,2,0.49
"FALL 2009",1427,10,14,2009,"NC",2,2,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,2,2,2,2,1,1,2,3,2,4,2,2,1,4,3,4,4,4,3,3,4,3,3,4,98,98,98,98,1,6,,3,1,4,2,2,0.49
"FALL 2009",1440,10,14,2009,"CO",4,2,1,1,3,1,1,2,1,3,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,2,4,4,1,2,4,3,4,4,3,3,3,3,4,4,3,4,4,3,1,6,,3,1,4,2,2,0.49
"FALL 2009",1442,10,14,2009,"MA",1,3,1,1,3,2,2,2,2,1,1,1,4,4,2,2,4,2,2,2,2,2,2,3,4,4,4,,2,4,2,1,1,4,1,4,2,4,3,1,1,98,4,4,4,4,4,2,1,1,2,3,1,4,2,2,0.49
"FALL 2009",1454,10,15,2009,"TX",2,2,1,2,3,1,1,2,2,2,1,1,1,1,1,98,4,1,1,1,98,98,98,98,2,2,4,,98,98,98,98,98,98,3,3,3,98,98,3,98,98,98,98,2,4,98,98,1,2,,3,1,1,2,2,0.49
"FALL 2009",1458,10,15,2009,"WY",4,2,1,2,1,1,1,2,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,2,2,98,4,,1,1,3,98,1,1,98,3,4,3,3,3,1,98,1,1,1,1,1,6,1,1,2,3,5,4,2,2,0.49
"FALL 2009",1476,10,15,2009,"NC",2,2,98,,,,,,,,,,98,98,98,98,3,2,2,2,2,3,98,2,98,2,4,,2,98,98,98,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,1,6,,3,1,4,5,2,0.49
"FALL 2009",1541,10,19,2009,"AL",2,3,1,2,1,2,2,2,2,2,1,2,3,3,4,4,3,1,1,2,4,4,2,3,1,3,4,,3,3,3,2,2,4,3,4,98,4,1,1,1,2,2,3,98,2,3,3,1,1,2,,,,3,2,0.49
