"Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","govt_fed","govt_state","govt_local","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_rps_knowledge","state_cleancoal","state_vehicles_v1","state_hybrids","state_fftax","state_nuclear","state_captrade","state_rps_v1","state_sprawl","state_ee","state_gastax","state_vehicles_v2","state_ethanol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","GenWeight","RaceWeight","EdWeight","AgeWeight","Weight"
274,9,16,2008,,4,2,1,1,1,1,1,"SNOW MELTING ICE BERGS",1,1,3,1,1,1,1,98,1,,,4,1,4,1,1,1,1,1,4,1,1,1,4,4,,98,1,1,1,1,1,1,1,1,1,4,1,1,3,5,6,,4,5,4,6,2,0.07,0.4,0.13,0.35,0.95
275,9,16,2008,,4,3,1,1,1,1,1,"RESEARCH",4,1,1,1,2,1,2,1,1,,,4,4,4,4,4,1,2,2,4,1,1,1,2,4,,98,1,1,1,2,2,2,1,1,1,2,2,1,4,9,2,,5,1,1,6,2,0.07,3.2,0.06,0.35,3.68
276,9,16,2008,,3,2,98,,,,,,,,,,,,,,,,,98,4,3,3,2,1,2,2,3,2,98,2,98,4,,98,98,98,1,98,98,98,2,98,1,4,4,1,1,1,6,,4,4,2,6,2,0.07,0.06,0.13,0.35,0.61
277,9,16,2008,,4,3,1,1,1,1,1,"HOTTER AND HOTTER",2,1,1,1,98,1,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,3,4,,98,1,1,2,1,98,1,1,1,1,4,2,1,3,10,6,,3,1,1,5,2,0.07,0.25,0.3,0.12,0.74
278,9,16,2008,,4,1,1,1,1,1,1,"COLLEGE COURSES FRIENDS",10,1,1,1,1,2,1,1,1,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,,1,1,98,98,98,2,2,1,4,1,4,98,1,6,1,6,,4,2,3,2,2,0.07,0.06,0.13,0.45,0.71
279,9,16,2008,,4,4,1,1,1,1,1,"POLAR ICE SHRINKING",1,1,2,1,2,1,2,1,1,,,4,4,4,4,4,1,1,2,4,2,1,2,4,4,,1,1,1,1,1,4,1,1,98,1,98,1,3,6,1,7,,5,1,1,6,1,0.58,0.06,0.06,0.1,0.795
280,9,16,2008,,4,3,2,,,,,,,,,,,,,,,"CONFLICTING DATA",5,1,1,4,1,1,3,3,3,4,4,4,98,4,4,,98,1,4,4,4,1,1,4,4,1,4,4,1,1,1,1,2,4,1,2,,1,0.58,0.06,0.13,0.35,1.115
281,9,16,2008,,4,4,2,,,,,,,,,,,,,,,"TEMPERATURES VARY IN EVERY AREA EVERY YEAR",1,1,1,1,1,1,2,2,2,1,3,1,4,4,4,,1,2,1,1,4,2,98,3,4,4,4,4,4,98,1,1,1,3,6,2,,2,0.07,0.06,0.3,0.1,0.53
282,9,16,2008,,4,4,1,2,2,2,2,"MEDIA COVERAGE",6,2,4,3,4,4,4,3,3,,,1,1,3,2,1,2,3,3,1,3,2,3,2,4,,98,3,1,1,4,1,3,2,3,2,4,2,2,6,1,1,2,5,2,2,6,1,0.58,0.06,0.06,0.1,0.795
283,9,16,2008,,3,1,2,,,,,,,,,,,,,,,"TEMPERATURE FLUCTUATION TOO SPORADIC",2,1,1,1,1,1,98,98,98,3,4,2,4,2,2,3,98,2,2,98,4,1,2,98,3,98,4,3,2,98,1,2,,2,3,4,,1,0.58,0.06,0.75,0.45,1.835
284,9,16,2008,,4,3,1,1,2,1,1,"FLOODS",10,98,1,2,1,98,4,1,1,,,4,4,98,4,4,2,2,98,2,4,1,4,1,4,,2,98,98,4,4,1,1,98,2,1,4,1,1,1,1,2,,2,1,,,2,0.07,0.06,0.75,0.12,1
285,9,16,2008,,4,4,1,2,2,1,1,"WARMER TEMPERATURES",2,3,1,1,1,2,1,1,98,,,4,4,4,4,4,1,1,1,4,1,1,4,4,2,1,1,1,1,1,1,1,1,1,4,1,4,1,4,6,1,6,,2,1,1,2,1,0.58,0.06,0.75,0.1,1.485
286,9,16,2008,,4,3,2,,,,,,,,,,,,,,,"COOL SUMMER",1,4,3,4,3,1,1,2,3,4,1,1,1,3,2,2,98,1,1,1,1,4,1,1,4,1,4,1,1,2,2,,,,,,,1,0.58,1,0.25,0.12,1.945
287,9,16,2008,,2,2,1,2,2,2,1,"MEDIA",6,2,2,2,4,98,3,3,3,,,2,3,2,1,2,1,1,1,3,2,2,2,2,4,,98,2,2,2,3,2,2,1,2,1,2,2,2,2,1,6,,4,3,2,6,2,0.07,0.06,0.13,0.35,0.61
288,9,16,2008,,2,4,2,,,,,,,,,,,,,,,"NO SPECIFIC REASON",8,98,2,2,3,98,2,2,2,2,2,2,2,2,4,,98,98,2,1,4,2,2,2,2,2,4,4,2,1,1,6,,2,1,2,1,2,0.07,0.06,0.75,0.1,0.98
289,9,16,2008,,4,3,2,,,,,,,,,,,,,,,"TEMPERATURES DECLINING IN RECENT YEARS",1,1,1,1,1,1,2,2,2,2,2,3,4,1,4,,1,1,3,2,4,1,2,4,3,4,4,4,4,2,1,6,,5,6,4,,2,0.07,0.06,0.06,0.12,0.31
290,9,17,2008,,4,3,1,1,3,1,1,"BEHAVIORS OF ANIMALS",10,1,1,2,1,1,1,1,1,,,4,4,4,4,2,1,1,1,4,1,1,1,2,2,1,98,2,1,1,1,2,2,1,1,1,4,1,2,98,1,1,2,4,1,1,4,2,0.07,0.06,0.13,0.12,0.38
291,9,17,2008,,4,3,1,2,1,1,1,"CLIMATE CHANGES",3,2,3,1,1,2,3,2,1,,,3,4,4,3,4,1,1,2,4,2,98,1,4,4,,98,2,1,2,3,3,1,1,3,1,4,1,2,3,1,3,,5,2,1,,2,0.07,0.06,0.06,0.12,0.31
292,9,17,2008,,4,3,1,1,1,1,1,"ICE MELTING",1,1,2,1,1,4,1,1,1,,,4,4,4,4,4,1,1,1,4,1,2,2,4,4,,1,1,1,1,2,2,2,1,1,1,3,1,1,5,1,6,,3,1,4,6,2,0.07,0.06,0.3,0.12,0.55
293,9,17,2008,,4,5,98,,,,,,,,,,,,,,,,,2,2,3,3,2,1,1,1,2,2,2,2,1,4,,98,2,1,2,2,4,1,1,2,2,4,2,3,4,1,1,2,4,5,2,3,1,0.58,0.06,0.13,0.25,1.015
294,9,17,2008,,4,4,1,2,3,1,1,"MELTING OF POLAR CAPS",1,1,3,2,2,2,2,2,2,,,3,3,3,3,3,1,2,2,2,2,1,2,2,4,,2,2,2,2,4,4,2,2,2,2,4,2,3,3,1,1,2,5,2,4,5,2,0.07,0.06,0.06,0.1,0.29
295,9,17,2008,,4,4,1,1,3,1,1,"MORE INTENSE SUN RAYS",10,1,1,2,1,2,2,1,1,,,3,4,98,3,2,1,1,1,2,1,2,2,2,4,,1,3,2,2,2,2,98,1,1,2,4,2,2,6,1,6,,4,2,1,3,1,0.58,0.06,0.13,0.1,0.865
296,9,17,2008,,4,3,1,1,3,1,1,"MELTING OF THE ICE CAPS AND GLACIERS",1,1,3,3,2,1,2,2,1,,,4,4,4,98,98,1,1,2,4,1,98,1,3,2,1,98,2,2,3,3,2,2,2,4,1,4,2,2,3,1,1,2,5,5,1,,2,0.07,0.06,0.06,0.12,0.31
297,9,17,2008,,4,2,2,,,,,,,,,,,,,,,"READING AND WHAT I KNOW",1,2,2,2,2,1,2,3,3,2,3,3,3,3,4,,98,1,3,3,4,1,98,2,3,2,4,3,3,1,1,1,2,3,1,2,3,1,0.58,0.06,0.3,0.35,1.285
298,9,17,2008,,4,3,98,,,,,,,,,,,,,,,,,3,4,4,2,2,2,2,2,4,1,2,4,2,4,,1,1,1,4,4,1,4,4,1,1,4,4,4,1,1,2,,4,1,1,2,2,0.07,0.06,0.13,0.12,0.38
299,9,17,2008,,4,3,98,,,,,,,,,,,,,,,,,2,3,4,2,2,1,1,1,4,2,1,3,3,4,,2,1,1,2,2,2,2,1,3,2,3,1,1,4,1,2,,2,1,4,3,2,0.07,0.06,0.75,0.12,1
300,9,17,2008,,4,2,1,2,3,1,1,"HOTTER TEMPS AROUND THE WORLD",2,1,2,2,1,1,2,2,2,,,4,3,4,3,2,1,1,1,3,1,2,2,3,4,,98,2,2,2,3,3,2,1,3,2,4,2,2,5,9,2,,3,1,1,3,1,0.58,3.2,0.3,0.45,4.525
301,9,17,2008,,4,2,1,1,1,1,1,"MY WORK",10,1,1,2,2,3,3,98,1,,,3,3,3,3,3,1,1,1,4,4,2,2,3,3,,98,2,2,2,2,3,3,2,3,2,2,2,2,4,10,6,,2,1,3,6,1,0.58,0.25,0.75,0.45,2.025
302,9,17,2008,,4,4,1,1,1,1,1,"HURRICANES",3,1,3,1,1,1,4,1,1,,,4,4,4,4,4,1,2,2,1,1,1,98,1,4,,2,1,1,1,2,1,1,1,1,1,1,1,2,3,1,98,,3,2,1,4,1,0.58,0.06,0.3,0.1,1.035
303,9,17,2008,,4,2,1,2,3,2,1,"NEWS",6,1,4,2,2,4,4,2,2,,,3,3,3,3,98,1,1,2,3,2,98,3,98,4,,1,98,2,2,2,98,2,2,2,2,4,2,3,4,1,1,2,5,4,1,5,1,0.58,0.06,0.06,0.35,1.045
304,9,17,2008,,4,2,98,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,1,4,1,1,1,98,4,,98,1,1,1,98,98,98,1,98,1,4,1,1,98,2,,,3,1,1,,1,0.58,1,0.3,0.45,2.325
305,9,17,2008,,4,4,2,,,,,,,,,,,,,,,"THE TEMPERATURE",1,4,1,1,1,1,2,2,3,1,4,1,1,98,98,,1,1,3,3,4,98,98,98,3,98,3,98,3,1,10,1,98,4,4,3,,2,0.07,0.25,0.13,0.1,0.55
306,9,17,2008,,3,4,1,2,3,2,98,"CHANGES IN WEATHER",3,3,2,2,2,2,1,2,2,,,1,1,98,4,3,2,2,2,2,2,98,2,3,2,1,98,1,1,2,3,1,3,2,2,2,3,2,1,2,1,1,1,2,1,1,3,2,0.07,0.06,0.75,0.1,0.98
307,9,17,2008,,4,3,2,,,,,,,,,,,,,,,"THE DEMOCRATS",7,1,1,2,1,1,1,2,2,4,2,1,4,4,4,,1,1,2,4,4,1,4,3,3,2,4,3,3,4,1,1,2,5,1,2,6,1,0.58,0.06,0.06,0.12,0.815
308,9,17,2008,,4,4,1,1,1,1,1,"THE GLACIERS ARE DISAPPEARING",1,1,3,1,1,1,4,4,2,,,4,4,4,2,2,1,1,1,4,1,1,1,4,4,,1,1,1,1,2,3,98,4,3,3,3,3,98,98,1,2,,4,3,3,5,1,0.58,0.06,0.13,0.1,0.865
309,9,17,2008,,4,3,98,,,,,,,,,,,,,,,,,2,3,4,2,3,2,2,2,4,1,1,98,4,4,,98,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,3,1,1,2,1,0.58,0.06,0.3,0.12,1.055
310,9,17,2008,,4,2,1,1,3,2,2,"RESEARCH",4,2,2,2,2,3,3,3,2,,,4,4,4,2,2,2,2,2,4,2,1,1,4,4,,2,3,2,1,3,98,3,1,3,2,4,2,4,3,1,6,,4,5,3,2,1,0.58,0.06,0.13,0.45,1.215
311,9,17,2008,,4,2,1,2,3,2,1,"MEDIA REPORTS",6,2,4,2,2,2,4,2,3,,,3,3,98,3,2,2,2,2,3,2,98,98,2,4,,98,98,2,2,2,2,98,2,98,1,2,2,3,2,5,6,,5,5,4,,2,0.07,0.4,0.06,0.35,0.88
312,9,17,2008,,4,4,1,1,3,1,1,"POLAR BEARS",7,1,1,1,1,1,1,1,1,,,3,4,4,4,4,1,2,2,3,2,1,2,3,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,3,1,1,1,5,1,4,4,1,0.58,0.06,0.06,0.1,0.795
313,9,17,2008,,2,1,1,2,3,2,1,"HOTTER WEATHER PATTERNS",1,2,1,2,2,2,1,2,1,,,4,3,4,3,3,1,2,2,2,2,2,2,3,4,,2,1,2,2,3,4,2,1,2,2,4,2,1,2,2,1,2,2,2,1,2,2,0.07,1,0.75,0.45,2.27
314,9,18,2008,,4,3,1,1,1,1,1,"MELTING OF THE ICE CAPS",1,1,3,2,3,2,3,1,2,,,4,4,4,3,4,1,1,1,4,1,1,1,4,4,,98,1,1,3,3,2,2,2,3,2,3,2,3,5,1,2,,4,1,1,6,2,0.07,0.06,0.13,0.12,0.38
315,9,18,2008,,4,3,1,2,3,2,1,"CLIMATE CHANGE",3,2,1,2,2,98,2,3,2,,,4,4,4,4,4,2,2,2,3,4,2,2,4,4,,98,2,1,1,2,4,2,1,2,1,1,1,2,98,10,98,,4,1,1,6,2,0.07,0.25,0.13,0.35,0.8
316,9,18,2008,,4,2,1,1,3,1,1,"SWEATING MORE WHEN I AM WORKING",2,98,1,98,98,3,3,98,4,,,1,4,4,4,4,3,2,3,4,4,1,1,1,4,,1,1,1,1,4,4,1,1,1,1,1,1,98,5,9,2,,3,2,2,5,1,0.58,3.2,0.3,0.35,4.425
317,9,18,2008,,4,3,2,,,,,,,,,,,,,,,"SCIENTIST STUDIES",3,1,3,2,1,2,3,3,3,3,4,2,4,3,4,,2,2,3,3,4,3,3,2,3,3,4,3,2,2,1,1,2,2,2,3,3,2,0.07,0.06,0.75,0.35,1.23
318,9,18,2008,,4,3,2,,,,,,,,,,,,,,,"WEATHER CYCLES ALWAYS HAPPPEN",2,1,2,1,1,1,98,98,98,3,4,1,2,3,4,,1,1,1,1,4,4,1,1,1,1,4,3,1,1,1,6,,5,1,,,2,0.07,0.06,0.06,0.12,0.31
319,9,18,2008,,4,3,98,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,1,3,2,3,2,1,3,1,2,1,1,2,1,2,1,3,1,2,2,4,3,1,1,1,3,2,2,1,1,0.58,0.06,0.3,0.12,1.055
320,9,18,2008,,4,2,1,1,98,2,98,"WEATHER",3,3,2,1,2,4,1,3,1,,,4,1,4,1,1,3,3,2,1,1,1,1,2,4,,2,1,1,1,1,4,1,1,1,1,1,1,1,1,9,2,,4,1,4,3,1,0.58,3.2,0.13,0.35,4.255
321,9,18,2008,,3,4,1,2,3,2,98,"MILD WINTERS IN MINNESOTA",2,1,1,4,2,4,1,2,2,,,3,3,4,3,4,2,1,1,4,2,1,1,4,4,,98,2,1,4,98,2,98,1,1,2,98,98,98,2,1,1,2,3,1,4,2,2,0.07,0.06,0.3,0.1,0.53
322,9,18,2008,,4,3,1,1,1,1,1,"SCIENTIFIC DATA",4,1,2,1,1,1,2,3,1,,,4,4,4,4,4,1,1,1,4,1,1,2,4,4,,98,1,2,1,3,2,1,2,3,2,3,2,3,3,1,1,2,4,2,1,6,2,0.07,0.06,0.13,0.12,0.38
323,9,18,2008,,2,5,1,2,3,2,2,"JUST THE FACTS WHEN YOU LOOK AT IT OVER TIME",2,98,1,2,1,98,1,98,1,,,3,2,4,3,3,1,1,1,3,3,1,1,2,4,,98,2,2,1,4,2,98,2,4,1,4,2,1,2,1,2,,4,1,3,3,2,0.07,0.06,0.13,0.25,0.51
324,9,18,2008,,2,3,98,,,,,,,,,,,,,,,,,3,3,98,2,2,2,2,2,2,98,2,98,3,4,,98,2,2,2,3,98,2,2,4,98,2,98,2,3,1,2,,5,1,1,6,2,0.07,0.06,0.06,0.12,0.31
325,9,18,2008,,4,2,1,2,3,98,2,"MEDIA.",6,98,98,98,98,98,4,98,2,,,3,3,98,3,98,2,2,2,3,2,98,98,98,4,,98,98,4,2,4,2,98,1,98,2,4,98,98,1,1,1,2,1,1,2,1,2,0.07,0.06,1,0.35,1.48
326,9,18,2008,,4,2,1,1,1,1,1,"NEWS",6,1,1,1,1,1,1,1,2,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,98,1,1,1,3,98,98,1,98,1,1,1,1,2,1,6,,4,1,1,2,2,0.07,0.06,0.13,0.45,0.71
327,9,18,2008,,4,3,1,1,3,1,1,"DAY TO DAY",2,2,3,2,1,4,3,4,3,,,3,3,3,3,3,1,1,1,3,2,2,3,3,3,,1,2,3,2,4,2,3,2,2,2,3,2,2,2,2,6,,5,1,,,1,0.58,1,0.06,0.35,1.985
328,9,18,2008,,4,4,1,2,3,2,98,"SUMMERS ARE HOTTER AND WEATHER IS CRAZY",2,1,1,98,2,2,1,1,2,,,4,4,3,98,4,1,1,1,3,1,1,98,98,4,,98,98,3,1,98,98,98,1,2,2,4,98,98,1,10,6,,3,1,1,1,2,0.07,0.25,0.3,0.1,0.72
329,9,18,2008,,4,3,1,1,3,1,98,"THE TEMPERATURES ARE MUCH MORE ERRATIC",2,1,1,2,1,,1,1,1,,,4,4,4,2,3,1,1,1,98,2,1,1,98,4,,98,98,2,98,98,98,1,1,4,98,98,98,98,98,1,,,2,1,,1,2,0.07,0.06,0.75,0.12,1
330,9,18,2008,,4,3,1,1,1,1,1,"GETTING WARMER",2,1,1,1,1,2,1,1,1,,,4,4,4,4,4,98,3,3,4,1,2,1,4,4,,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,,4,5,1,3,2,0.07,0.06,0.13,0.35,0.61
331,9,18,2008,,4,4,2,,,,,,,,,,,,,,,"BEEN DECREASING IN RECENT YEARS",5,4,1,1,1,1,2,2,2,,,3,4,4,4,,2,1,4,4,4,1,4,4,4,3,4,4,4,1,1,1,1,3,98,2,2,1,0.58,0.06,0.3,0.1,1.035
332,9,18,2008,,4,2,1,1,1,1,1,"SEASONS ARENT STABLE",3,1,1,1,1,1,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,1,4,,2,4,1,1,1,1,4,4,1,1,4,4,4,2,2,1,1,4,1,1,3,1,0.58,1,0.13,0.35,2.055
333,9,18,2008,,4,3,1,2,98,1,1,"THE POLAR ICE CAPS NORTH POLE",1,1,1,1,98,1,1,1,1,,,4,4,4,2,4,2,2,2,4,1,1,1,4,4,,98,98,1,98,4,1,1,1,1,1,4,1,1,98,1,3,,3,1,1,6,1,0.58,0.06,0.3,0.12,1.055
334,9,18,2008,,4,4,1,2,1,1,2,"VERY OBVIOUS JUST OUR LIVING CONDITIONS DOING THIS",2,1,1,3,1,2,1,1,1,,,4,4,4,4,4,1,1,1,1,1,98,1,1,1,3,98,98,1,1,4,1,98,1,1,1,4,4,3,1,1,6,,2,1,,,2,0.07,0.06,0.75,0.1,0.98
335,9,18,2008,,3,3,98,,,,,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,2,1,3,3,1,1,2,1,2,2,3,98,2,1,2,2,3,98,98,4,1,1,2,2,1,2,6,2,0.07,0.06,0.75,0.35,1.23
336,9,18,2008,,2,4,98,,,,,,,,,,,,,,,,,2,2,3,2,2,98,98,98,2,3,2,3,2,4,,2,2,2,2,4,2,2,1,3,2,4,2,2,1,1,1,1,2,1,1,3,2,0.07,0.06,0.75,0.1,0.98
337,9,18,2008,,3,4,98,,,,,,,,,,,,,,,,,2,2,98,4,2,2,2,2,4,1,2,98,4,4,,98,1,1,4,4,1,4,1,4,1,4,1,1,3,1,1,98,3,2,2,4,1,0.58,0.06,0.3,0.1,1.035
338,9,18,2008,,2,1,1,1,3,1,1,"MORE CARS ON ROADS",8,1,3,2,1,2,2,2,2,,,4,3,3,2,3,1,1,1,4,2,3,2,3,4,,98,2,2,2,2,3,2,2,2,2,2,2,2,98,1,6,,3,5,3,2,1,0.58,0.06,0.3,0.45,1.385
339,9,18,2008,,2,2,1,1,1,1,1,"ICE CAPS ARE MELTING",1,1,2,1,1,98,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,1,1,3,98,1,1,2,2,98,4,1,98,1,3,98,3,98,1,6,,2,1,,,2,0.07,0.06,0.75,0.35,1.23
340,9,18,2008,,3,3,2,,,,,,,,,,,,,,,"MISUSE OF INFORMATION",5,3,1,1,1,1,1,2,2,2,1,1,4,3,1,3,98,98,1,1,1,1,1,2,2,1,4,4,2,2,1,98,,3,5,2,4,2,0.07,0.06,0.3,0.12,0.55
341,9,18,2008,,2,1,1,1,3,1,1,"WEATHER LATELY IS HOTTER  OZONE IS DEPLETING",2,1,1,1,1,98,3,4,1,,,4,4,4,3,4,1,1,1,4,1,1,1,2,4,,98,1,1,1,4,98,98,1,2,1,4,1,98,1,1,2,,2,1,2,4,2,0.07,0.06,0.75,0.45,1.33
342,9,18,2008,,3,3,1,2,2,2,1,"PRESS REPORTS",6,1,1,2,2,4,2,98,2,,,3,1,4,4,2,3,3,3,3,2,2,2,3,4,,98,3,1,2,2,4,2,2,3,1,2,2,4,4,1,6,,4,1,4,6,1,0.58,0.06,0.13,0.35,1.115
343,9,18,2008,,2,3,1,1,1,1,98,"ICE GLACIERS MELTING",1,1,2,4,3,4,1,2,4,,,3,98,3,3,2,3,3,3,2,3,3,98,2,4,,98,2,3,4,4,4,4,1,3,4,4,4,4,1,10,1,98,3,3,98,4,2,0.07,0.25,0.3,0.12,0.74
344,9,18,2008,,3,4,98,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,3,4,1,1,4,4,4,,1,1,1,4,1,1,1,4,4,1,1,1,2,1,1,2,,1,1,1,3,1,0.58,0.06,1,0.1,1.735
345,9,18,2008,,2,3,2,,,,,,,,,,,,,,,"OBSERVATION",1,1,2,1,1,1,98,3,3,2,4,1,4,4,1,3,2,1,2,2,4,1,4,4,4,3,4,4,4,1,1,1,1,4,5,2,6,1,0.58,0.06,0.13,0.12,0.885
346,9,18,2008,,2,3,1,1,1,1,1,"THE WEATHER",3,2,1,1,1,2,2,2,1,,,1,1,2,2,,2,2,2,2,2,2,2,2,2,98,98,4,2,2,2,2,2,2,4,2,2,2,2,98,1,2,,3,5,1,1,2,0.07,0.06,0.3,0.35,0.78
347,9,18,2008,,2,4,1,1,2,1,1,"WEATHER CHANGES",3,2,2,2,1,98,2,3,1,,,4,1,4,3,4,1,1,1,4,1,98,2,1,4,,2,1,4,4,1,4,4,3,98,1,4,4,4,2,1,6,,2,2,98,1,2,0.07,0.06,0.75,0.1,0.98
348,9,18,2008,,3,3,2,,,,,,,,,,,,,,,"NO HEAT",1,2,3,3,4,98,2,2,2,1,2,2,3,2,3,,2,2,1,1,2,98,2,2,2,2,4,1,1,3,1,6,,2,2,98,4,2,0.07,0.06,0.75,0.35,1.23
349,9,18,2008,,3,4,1,1,1,1,1,"POLAR ICE CAP MELTING THINGS I READ",1,1,1,1,98,4,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,2,1,1,98,1,1,1,1,1,1,1,98,1,1,1,1,6,1,2,,4,2,2,3,2,0.07,0.06,0.13,0.1,0.36
350,9,18,2008,,3,2,1,2,1,2,1,"THINGS I HAVE READ",6,2,1,2,2,2,2,2,2,,,3,2,3,2,2,1,1,2,3,2,2,2,3,2,3,2,1,1,1,2,2,2,1,2,1,2,1,1,5,1,2,,5,1,4,5,2,0.07,0.06,0.06,0.35,0.54
351,9,18,2008,,2,2,1,1,1,2,2,"FEEL WARMER",2,1,1,1,1,1,1,1,1,,,3,2,4,3,4,1,1,1,4,2,1,2,4,2,98,2,1,1,1,2,1,1,1,2,2,2,1,1,98,1,1,1,3,1,2,3,2,0.07,0.06,0.3,0.35,0.78
352,9,20,2008,,2,2,1,1,98,2,2,"MELTING OF GLACIERS",1,1,2,4,4,4,4,4,2,,,3,3,3,4,3,1,2,2,4,2,2,2,3,4,,98,1,1,1,2,2,2,1,3,1,4,2,2,5,1,2,,4,5,2,6,2,0.07,0.06,0.13,0.35,0.61
353,9,20,2008,,3,2,98,,,,,,,,,,,,,,,,,3,3,3,3,2,2,2,2,2,3,2,3,2,3,,98,2,2,2,2,2,98,2,2,2,2,2,2,1,1,7,,2,1,,,2,0.07,0.06,0.75,0.35,1.23
354,9,20,2008,,3,2,1,2,1,2,1,"GROWING METEOR PROBLEMS",10,1,3,1,2,2,1,1,2,,,4,4,4,4,3,2,2,2,4,4,1,1,4,1,3,98,4,1,1,1,4,1,1,98,1,1,1,4,4,1,1,2,4,6,1,5,2,0.07,0.06,0.13,0.45,0.71
355,9,20,2008,,2,3,98,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,1,2,2,2,2,2,2,2,2,2,2,2,2,98,2,1,2,2,1,1,,2,0.07,1,0.75,0.12,1.94
356,9,20,2008,,3,4,1,1,1,1,1,"ICE MELTING",1,1,4,98,1,1,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,98,4,4,,1,1,1,98,4,1,4,1,1,1,4,1,1,3,1,1,1,3,1,1,3,2,0.07,0.06,0.3,0.1,0.53
357,9,20,2008,,2,4,1,2,3,1,1,"EMISSIONS",8,2,4,2,98,,4,3,4,,,2,4,4,4,3,1,1,1,4,1,2,2,2,4,,98,2,2,2,3,2,2,3,2,2,4,3,2,5,1,1,2,5,1,4,3,2,0.07,0.06,0.06,0.1,0.29
358,9,20,2008,,2,1,2,,,,,,,,,,,,,,,"NATURAL PROCESS",2,2,2,2,1,1,3,3,3,2,2,4,4,2,1,3,98,3,1,2,4,3,1,1,1,2,4,3,2,1,1,1,2,3,1,2,2,2,0.07,0.06,0.3,0.45,0.88
359,9,20,2008,,2,3,98,,,,,,,,,,,,,,,,,2,2,98,2,2,2,2,3,2,3,2,98,3,4,,98,2,4,98,2,2,2,2,4,2,4,2,4,3,1,2,,5,1,4,,1,0.58,0.06,0.06,0.12,0.815
360,9,20,2008,,2,4,1,1,3,2,98,"INCREASED BUILDING AND POPULATION",8,1,1,98,2,4,1,1,1,,,4,4,3,3,3,1,1,1,3,1,1,1,3,2,1,98,1,1,2,98,98,98,1,2,1,2,2,2,98,1,1,1,2,1,1,,2,0.07,0.06,0.75,0.1,0.98
361,9,20,2008,,3,2,1,2,2,2,1,"MEDIA",6,1,2,2,1,98,2,1,1,,,2,2,2,2,2,1,2,2,2,2,1,2,2,4,,98,1,1,1,1,2,2,1,2,2,3,2,1,4,1,2,,5,1,1,3,2,0.07,0.06,0.06,0.45,0.64
362,9,20,2008,,2,3,1,1,3,1,1,"POLAR CAPS",1,1,3,98,2,98,3,3,2,,,4,4,4,4,4,1,1,1,4,1,2,1,4,2,98,98,1,1,1,3,2,2,1,4,1,4,3,98,98,1,1,2,3,5,1,4,2,0.07,0.06,0.3,0.35,0.78
363,9,20,2008,,3,3,1,2,3,2,2,"HUMANS",8,2,4,2,4,4,4,2,2,,,3,2,3,2,2,2,2,2,3,2,3,3,3,3,,98,2,2,2,4,3,2,2,3,3,4,4,2,4,1,2,,2,1,2,6,1,0.58,0.06,0.75,0.35,1.735
364,9,20,2008,,3,4,2,,,,,,,,,,,,,,,"TEMPS STAY THE SAME",1,1,1,1,1,1,2,2,3,1,4,1,4,4,4,,2,4,1,2,1,1,2,1,2,1,1,2,98,6,1,2,,5,1,2,4,1,0.58,0.06,0.06,0.1,0.795
365,9,20,2008,,4,2,1,2,2,4,2,"SIN IN THE WORLD",10,3,3,4,3,4,4,4,3,,,3,2,3,3,2,2,2,2,2,4,1,4,4,1,2,2,2,1,4,4,98,3,3,3,2,4,3,3,1,,1,1,3,1,4,2,1,0.58,0.25,0.3,0.35,1.475
366,9,20,2008,,2,3,1,1,3,1,1,"WARMER SUMMERS",2,1,1,1,1,1,1,1,1,,,4,3,3,4,98,3,3,2,4,1,1,2,4,4,,1,98,1,1,1,98,1,1,1,1,3,1,3,5,1,7,,1,4,4,5,1,0.58,0.06,1,0.12,1.755
