"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
297,"c","4/4/2013 5:06:41 P","A",3,"SOUTH CAROLINA","2",1,1,1,1,1,"MELTING ICE CAPS",1,1,3,3,3,3,2,3,3,,,,,,,4,4,4,3,1,2,,2,2,1,3,2,2,1,3,,,2,1,2,2,1,4,3,,1,1.335
298,"c","4/4/2013 5:11:52 P","A",2,"PENNSYLVANIA","1",1,2,3,2,98,"WARMER WINTERS WITH NO SNOW",2,2,1,3,3,1,2,2,3,,,,,,,4,4,4,4,2,1,4,1,1,1,3,2,2,1,2,,,1,1,2,2,1,4,3,3,2,1.18
299,"c","4/4/2013 5:13:27 P","A",3,"CONNECTICUT","1",2,,,,,"",,,,,,,,,,1,"NOT ENOUGH EVIDENCE TO PROVE IT",3,2,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,2,1,,,1,1,2,4,1,4,3,5,2,0.85
300,"c","4/4/2013 5:14:14 P","A",3,"MICHIGAN","3",1,1,1,1,1,"WINTERS IN MICHIGAN HAVE GOTTEN MILDER AND CALIFORNIA HAS GOTTEN COLDER",3,1,1,4,1,1,98,1,1,,,,,,,4,4,4,4,2,1,4,4,1,1,4,1,1,1,98,,,1,6,,3,5,4,5,2,2,0.85
301,"c","4/4/2013 5:15:27 P","A",2,"FLORIDA","2",1,2,3,2,2,"SCIENTIC COMMUNITY HAS PROVEN IT",4,98,3,2,3,2,98,3,3,,,,,,,4,4,2,3,2,3,98,4,98,4,4,3,4,2,1,,,10,1,2,2,3,3,2,,1,1.25
302,"c","4/4/2013 5:16:15 P","A",1,"NEW YORK","1",1,1,1,1,1,"ALL THE STRANGE WEATHER WE HAVE",3,2,2,4,2,2,2,1,2,,,,,,,4,4,4,4,1,2,4,3,1,1,4,2,1,1,3,,,1,3,,4,3,1,4,4,2,1.555
303,"c","4/4/2013 5:19:53 P","A",2,"NEW JERSEY","1",1,2,1,2,1,"SHORELINES RECEDING",11,1,3,4,2,2,2,1,2,,,,,,,4,4,4,4,1,2,4,4,1,2,4,1,1,1,4,,,1,2,,4,2,1,3,3,1,1.18
304,"c","4/4/2013 5:20:36 P","A",3,"CONNECTICUT","1",1,1,1,1,1,"SCIENTIFIC KNOWLEDGE",4,1,1,1,1,1,1,1,1,,,,,,,4,4,4,1,1,1,,1,1,1,1,1,1,1,4,,,1,,,4,2,1,5,,1,0.84
305,"c","4/4/2013 5:20:58 P","A",2,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"COLDER WINTERS",1,1,3,3,3,3,2,3,3,4,98,4,4,2,4,3,2,98,2,,,1,1,2,4,2,2,3,4,2,1.18
306,"c","4/4/2013 5:21:26 P","A",2,"NORTH CAROLINA","2",1,1,3,2,1,"NEWS REPORTS",6,2,98,2,3,3,2,2,2,,,,,,,3,3,3,3,2,98,4,3,3,1,4,2,2,1,4,,,1,1,2,3,1,1,5,3,2,1.18
307,"c","4/4/2013 5:21:32 P","A",2,"MASSACHUSETTS","1",1,1,1,1,1,"WEATHER PATTERNS IN MY REGION",3,1,1,3,1,1,3,1,1,,,,,,,3,3,3,3,2,2,3,98,98,2,98,98,4,1,4,,,9,1,2,4,5,1,4,2,2,1.7
308,"c","4/4/2013 5:22:19 P","A",3,"WEST VIRGINIA","2",1,2,3,1,1,"FOSSIL FULES",8,1,4,1,1,1,98,1,1,,,,,,,4,4,4,4,1,2,4,4,1,1,4,1,1,1,2,,,1,,,3,1,1,2,5,1,0.84
309,"c","4/4/2013 5:24:42 P","A",3,"MASSACHUSETTS","1",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,4,4,4,4,4,4,4,2,1,,,1,2,,3,2,2,2,3,1,0.84
310,"c","4/4/2013 5:24:45 P","A",3,"VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,2,,4,98,2,4,98,4,98,98,,,1,2,,2,1,,,,2,0.84
311,"c","4/4/2013 5:29:25 P","A",4,"MICHIGAN","3",2,,,,,"",,,,,,,,,,1,"GOD IS IN CONTROL",6,3,2,2,1,1,1,98,4,3,1,4,4,4,4,4,4,2,1,,,1,1,1,4,1,2,1,1,2,0.725
312,"c","4/4/2013 5:30:33 P","A",2,"FLORIDA","2",1,2,3,2,1,"MELTING ICE CAPS AND RISING OCEAN WATERS",1,1,1,2,1,1,2,2,2,,,,,,,3,3,3,2,3,2,98,4,2,2,4,2,2,1,4,,,9,2,,4,1,1,4,5,2,1.7
313,"c","4/4/2013 5:31:38 P","A",3,"PENNSYLVANIA","1",1,1,3,1,2,"THE GOVERNMENT STICKS THEIR NOSE IN EVERYTHING AND STARTS TROUBLE",10,1,2,98,2,2,1,2,1,,,,,,,3,3,3,2,4,3,4,4,1,1,1,2,2,1,98,,,1,2,,2,1,98,98,1,1,0.84
314,"c","4/4/2013 5:33:33 P","A",3,"NEW YORK","1",1,1,1,1,1,"OVER POPULATION",13,2,2,4,3,3,2,2,2,,,,,,,4,4,4,4,2,2,4,4,2,2,4,2,1,1,3,,,1,6,,4,5,4,3,4,1,0.84
315,"c","4/4/2013 5:34:06 P","A",2,"NORTH CAROLINA","2",1,2,3,2,98,"ICE IS MELTING IN ANTARTICA",1,1,3,3,3,4,2,3,2,,,,,,,4,4,4,3,1,2,4,98,98,1,3,2,98,1,2,,,1,1,2,4,5,4,3,,2,1.18
316,"c","4/4/2013 5:35:21 P","A",4,"VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,2,3,4,4,4,3,2,4,98,2,1,2,,,1,1,2,2,5,2,2,2,2,0.725
317,"c","4/4/2013 5:35:58 P","A",1,"NEW YORK","1",1,1,2,4,2,"HISTORY",10,2,4,2,1,4,98,98,1,,,,,,,4,98,1,1,2,2,4,4,4,2,4,98,1,98,1,,,1,6,,3,1,3,3,2,1,1.555
318,"c","4/4/2013 5:37:06 P","A",2,"TENNESSEE","2",1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,1,2,2,3,2,1,,,,,,,4,4,98,1,98,2,4,98,2,2,98,98,2,1,4,,,1,7,,5,5,4,3,,2,1.18
319,"c","4/4/2013 5:37:09 P","A",3,"MASSACHUSETTS","1",2,,,,,"",,,,,,,,,,2,"JUST AS COLD HERE AS IT ALWAYS WAS",1,1,4,4,1,2,1,1,4,4,4,4,4,2,4,3,2,1,1,,,1,2,,3,1,1,3,3,2,0.85
320,"c","4/4/2013 5:39:59 P","A",3,"OHIO","3",1,1,3,2,2,"TOO MANY GASES GOING INTO THE AIR CAUSING SMOG",8,2,2,3,2,3,2,2,2,,,,,,,3,3,3,3,2,2,98,4,2,2,4,2,2,1,4,,,1,2,,4,4,1,4,4,1,0.84
321,"c","4/4/2013 5:40:34 P","A",3,"MASSACHUSETTS","1",1,1,3,2,98,"ERRATIC WEATHER PATTERNS",3,1,2,2,3,2,3,2,2,,,,,,,3,4,2,3,1,2,2,2,2,2,1,2,3,1,3,,,1,1,2,4,5,2,3,6,1,0.84
322,"c","4/4/2013 5:43:27 P","A",1,"ALABAMA","2",1,1,1,1,1,"FROM WHAT I SEE",2,3,3,4,2,3,2,2,3,,,,,,,4,4,4,1,4,2,4,2,2,1,4,3,1,1,2,,,2,1,1,2,5,1,3,2,2,2.05
323,"c","4/4/2013 5:45:15 P","A",3,"VIRGINIA","2",1,1,98,2,2,"DIMINISHING SIZE OF THE POLAR ICE CAPS",1,1,4,1,4,4,2,4,4,,,,,,,4,4,2,4,3,4,4,4,3,1,4,4,4,1,4,,,1,1,1,5,1,1,2,,1,0.84
324,"c","4/4/2013 5:45:47 P","A",4,"NEW YORK","1",2,,,,,"",,,,,,,,,,1,"HAVE SEEN NO CHANGES OUT OF THE ORDINARY",1,1,4,4,98,98,98,98,98,4,4,4,4,4,4,4,4,2,1,,,1,1,2,2,2,2,2,2,1,0.725
325,"c","4/4/2013 5:46:42 P","A",3,"MARYLAND","2",1,2,3,2,1,"SUMMERS ARE GETTING LONGER AND ICEBURGS ARE MELTING",2,1,1,2,2,1,2,2,2,,,,,,,4,3,3,2,2,98,3,4,98,2,4,3,2,98,2,,,1,1,1,3,1,1,3,3,2,0.85
326,"c","4/4/2013 5:49:55 P","A",1,"PENNSYLVANIA","1",1,2,3,2,98,"WEATHER",3,1,1,4,2,1,1,2,1,,,,,,,3,4,3,4,1,2,4,3,2,1,3,2,1,1,5,,,1,98,,4,5,1,4,3,1,1.555
327,"c","4/4/2013 5:52:08 P","A",1,"SOUTH CAROLINA","2",1,2,3,1,1,"CHANGE IN TEMPERATURE",2,1,1,98,1,1,98,1,1,,,,,,,4,4,98,4,1,1,4,4,1,1,4,1,1,1,3,,,1,1,2,3,5,4,3,1,1,1.555
328,"c","4/4/2013 5:57:39 P","A",2,"KENTUCKY","2",1,3,3,3,98,"OLDER WORLD",10,3,3,4,4,3,4,1,4,,,,,,,4,2,2,2,2,3,2,4,3,2,3,1,4,1,98,,,1,2,,3,5,4,2,,2,1.18
329,"c","4/4/2013 6:18:34 P","B",2,"FLORIDA","2",1,2,3,1,1,"NEW RECORDS ARE BEING SET ALL THE TIME",2,1,3,2,3,4,1,1,1,,,,,,,4,4,4,4,2,3,98,4,2,1,4,1,1,98,,"$5,000",6,1,1,1,4,1,2,1,,1,1.18
330,"c","4/4/2013 6:21:18 P","B",3,"PENNSYLVANIA","1",1,2,3,2,1,"STORMS",3,2,2,2,1,2,1,1,1,,,,,,,4,4,4,3,3,2,4,3,98,2,3,2,2,1,,"$25",2,1,1,1,4,1,1,3,3,1,0.84
331,"c","4/4/2013 6:22:58 P","B",2,"ILLINOIS","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,4,1,1,4,4,1,4,2,4,1,1,1,,"$0",1,10,4,,3,1,4,3,,1,1.25
332,"c","4/4/2013 6:23:04 P","B",3,"VIRGINIA","2",1,2,1,1,1,"BURNING OF FOSSIL FUELS",8,1,2,1,2,2,2,2,2,,,,,,,4,4,3,3,2,2,4,3,2,2,4,3,2,1,,"$100",3,1,1,2,4,2,4,3,6,1,0.84
333,"c","4/4/2013 6:29:49 P","B",3,"MASSACHUSETTS","1",98,,,,,"",,,,,,,,,,,,,,,,2,2,98,2,2,3,,4,4,98,4,98,98,98,,"$0",1,1,2,,2,1,1,3,3,1,0.84
334,"c","4/4/2013 6:31:35 P","B",2,"TEXAS","2",1,3,98,2,98,"STRONGER HURRICANES, CLIMATE CHANGES",3,2,2,2,2,2,2,2,2,,,,,,,3,3,3,1,1,1,4,4,2,1,4,2,2,1,,"$100",3,9,2,,5,98,1,4,3,2,1.7
335,"c","4/4/2013 6:31:37 P","B",3,"PENNSYLVANIA","1",1,1,1,1,1,"ANIMALS APPEARING FARTHER NORTH",7,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,1,2,1,2,1,1,1,,"$300",5,1,6,,5,6,1,5,5,1,0.84
336,"c","4/4/2013 6:33:25 P","B",3,"ILLINOIS","3",1,2,3,2,2,"NATURAL PATTERNS",9,3,3,3,3,3,3,3,3,,,,,,,2,3,3,4,4,2,4,4,2,2,4,2,2,1,,"$150",4,1,1,2,4,2,2,1,4,1,0.84
337,"c","4/4/2013 6:34:42 P","B",3,"WEST VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,1,1,4,4,4,4,3,1,4,2,1,1,,"$0",1,1,6,,2,1,4,2,2,1,0.84
338,"c","4/4/2013 6:34:59 P","B",2,"MICHIGAN","3",1,1,2,4,1,"WEATHER",3,3,3,4,1,2,3,1,2,,,,,,,2,3,4,4,2,3,3,4,3,1,3,1,2,1,,"$50",2,2,7,,2,5,1,2,1,2,1.7
339,"c","4/4/2013 6:35:37 P","B",3,"OKLAHOMA","2",1,2,2,4,2,"IT IS NATURAL",9,4,2,3,4,4,4,2,2,,,,,,,3,1,1,3,4,2,3,3,2,1,3,1,4,2,,"$0",1,1,1,1,2,1,1,1,2,2,0.84
340,"c","4/4/2013 6:36:53 P","B",3,"ALABAMA","2",2,,,,,"",,,,,,,,,,1,"WEATHER PATTERNS",2,2,4,4,2,2,2,1,4,4,4,4,4,2,4,4,2,1,,"$0",1,1,1,2,2,1,1,3,3,2,0.85
341,"c","4/4/2013 6:38:34 P","B",3,"WEST VIRGINIA","2",2,,,,,"",,,,,,,,,,2,"NATURAL WEATHER CHANGES",2,2,2,2,1,1,1,4,4,3,,4,4,4,4,4,4,2,,"$0",1,1,1,2,4,1,4,2,,2,0.84
342,"c","4/4/2013 6:38:35 P","B",2,"MINNESOTA","3",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,2,3,3,4,4,98,2,4,2,2,1,,"$0",1,9,2,,2,1,1,4,2,1,1.69
343,"c","4/4/2013 6:40:21 P","B",1,"OHIO","3",1,2,1,1,1,"POLAR ICE CAPS AND WARMER WINTERS",1,1,1,4,3,1,1,2,2,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,,"$50",2,1,1,2,3,1,4,2,2,2,1.555
344,"c","4/4/2013 6:43:40 P","B",4,"KENTUCKY","2",2,,,,,"",,,,,,,,,,1,"GOD PLANS THE WEATHER",6,1,4,2,2,2,2,98,4,4,4,4,4,2,4,3,2,2,,"$25",2,1,2,,3,2,1,3,2,2,0.725
345,"c","4/4/2013 6:43:46 P","B",1,"OHIO","3",1,1,1,1,1,"POLLUTION AND HUMAN DESTRUCTION OF PLANET",8,1,1,4,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,,"$100",3,1,1,2,3,1,1,4,3,2,1.555
346,"c","4/4/2013 6:45:51 P","B",4,"NEW YORK","1",1,1,3,3,1,"THE LAST TIME I WAS IN ICELAND AND I WAS WALKING AROUND IN A T-SHIRT...LOOKS LIKE THE ICE IN",2,1,2,98,2,1,1,2,2,,,,,,,2,2,1,4,2,2,4,4,4,2,4,3,1,98,,"DO NOT K",98,1,1,1,3,2,3,2,2,1,0.725
347,"c","4/4/2013 6:46:56 P","B",4,"GEORGIA","2",1,2,1,2,2,"READING",6,1,3,2,3,3,2,2,2,,,,,,,3,3,3,3,2,2,2,4,3,2,4,98,2,1,,"$0",1,1,,,2,1,1,3,,1,0.725
348,"c","4/4/2013 6:47:55 P","B",3,"MASSACHUSETTS","1",2,,,,,"",,,,,,,,,,2,"EVERYTHING BALANCES IN THE END",9,2,4,4,1,3,2,1,4,4,4,4,4,4,4,3,2,1,,"$0",1,1,2,,4,2,1,2,4,1,0.84
349,"c","4/4/2013 6:48:19 P","B",3,"WISCONSIN","3",1,3,3,4,98,"DO NOT KNOW",10,3,4,4,98,98,98,98,98,,,,,,,98,1,1,98,4,4,4,4,4,1,4,4,4,1,,"$0",1,1,1,,3,1,4,2,2,1,0.84
350,"c","4/4/2013 6:49:16 P","B",1,"IOWA","3",1,2,1,2,1,"WEATHER",3,2,2,1,2,1,2,1,2,,,,,,,4,4,3,3,2,2,3,2,2,1,2,98,2,1,,"REFUSED",,9,1,2,3,1,1,3,1,2,2.05
351,"c","4/4/2013 6:50:41 P","B",3,"GEORGIA","2",1,1,1,1,1,"ANTARCTICA AND ALASKA",1,1,3,2,3,3,2,2,2,,,,,,,4,4,4,3,2,2,4,1,2,1,3,2,3,1,,"$200",4,1,2,,4,5,1,5,,1,0.84
352,"c","4/4/2013 6:53:06 P","B",2,"TEXAS","2",1,2,98,1,1,"WARMER",2,2,2,2,1,1,98,1,1,,,,,,,3,4,2,3,2,1,2,4,2,1,4,4,2,1,,"$20",2,2,1,1,3,1,1,3,3,2,1.7
353,"c","4/4/2013 6:55:43 P","B",2,"NEBRASKA","3",1,2,2,3,2,"NEWS REPORTS ABOUT IT",6,2,4,2,4,4,3,4,4,,,,,,,2,1,1,4,2,4,1,4,4,2,4,4,98,1,,"$100",3,1,1,1,4,5,4,2,3,2,1.18
354,"l","4/4/2013 7:08:35 P","B",2,"MASSACHUSETTS","1",2,,,,,"",,,,,,,,,,2,"COLDER AND SNOWIER THAN MANY OTHER YEARS",1,1,4,4,1,1,1,1,4,4,4,4,3,2,4,3,1,1,,"$0",1,1,2,,4,1,1,3,3,1,1.18
355,"l","4/4/2013 7:08:49 P","B",4,"NEVADA","4",2,,,,,"",,,,,,,,,,2,"POLITICAL HYPE",7,4,4,4,1,1,1,4,4,3,98,4,4,4,4,4,4,2,,"$0",1,10,2,,2,1,2,1,,1,0.795
356,"l","4/4/2013 7:13:03 P","B",3,"CALIFORNIA","4",1,1,1,1,1,"SMOG, TOO MANY CARS, TRUCKS AND AIRPLANES",8,2,3,4,3,3,2,2,3,,,,,,,4,4,4,4,1,1,4,3,1,1,4,2,1,1,,"$75",3,1,6,,4,1,2,1,3,2,0.85
357,"l","4/4/2013 7:13:12 P","B",4,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,98,4,98,98,4,98,98,98,,"$0",1,9,6,,2,1,,,,2,1.22
358,"l","4/4/2013 7:14:55 P","B",2,"NEW YORK","1",1,1,3,2,2,"MELTING ICE CAPS",1,1,1,2,2,3,2,3,2,,,,,,,3,3,2,2,2,2,4,4,2,2,4,2,2,1,,"$175",5,1,1,1,4,3,1,4,4,1,1.18
359,"l","4/4/2013 7:15:36 P","B",4,"VERMONT","1",1,2,3,98,2,"WARMER",2,4,3,4,2,2,2,2,2,,,,,,,2,2,2,2,3,3,3,3,3,98,4,98,4,2,,"$0",1,1,98,,2,1,,,,1,0.725
360,"l","4/4/2013 7:16:12 P","B",3,"TENNESSEE","2",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,2,2,4,1,1,1,,"$0",1,1,6,,1,1,,1,1,1,0.84
361,"l","4/4/2013 7:17:38 P","B",4,"ILLINOIS","3",2,,,,,"",,,,,,,,,,2,"IT IS ALL A BUNCH OF HOOEY",9,3,4,3,2,2,2,4,4,3,98,4,3,3,4,98,3,98,,"$0",1,1,2,,4,1,4,3,2,2,0.725
362,"l","4/4/2013 7:20:53 P","B",4,"NORTH CAROLINA","2",1,1,3,1,1,"VIOLENT WEATHER AND CHANGE IN ANIMALS",3,2,3,4,1,3,2,2,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,,"$10",2,1,1,2,3,1,4,2,2,1,0.725
363,"l","4/4/2013 7:21:06 P","B",3,"MASSACHUSETTS","1",1,1,1,1,1,"WEATHER PATTERNS AND UNUSUAL COLD",3,1,1,1,1,4,98,1,1,,,,,,,4,4,4,4,4,1,4,1,1,1,4,1,1,1,,"$0",1,10,,,5,,4,,6,2,0.91
364,"l","4/4/2013 7:23:06 P","B",3,"CALIFORNIA","4",1,1,3,1,1,"ICE CAPS MELTING",1,1,4,2,3,4,2,2,2,,,,,,,4,4,4,3,2,3,4,2,2,1,3,2,3,1,,"$50",2,2,4,,4,1,1,5,,1,1.335
365,"l","4/4/2013 7:24:25 P","B",4,"CALIFORNIA","4",1,1,3,1,1,"MY OWN EYES",2,2,3,4,3,3,2,2,3,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,,"$0",1,1,1,2,2,1,2,1,1,2,0.725
366,"l","4/4/2013 7:26:30 P","B",3,"MONTANA","4",1,1,1,1,1,"LAST 10 YEARS I HAVE SEEN TEMPERATURES INCREASING",2,1,1,1,1,1,4,1,1,,,,,,,4,4,4,3,2,2,4,2,2,2,2,1,1,1,,"$100",3,1,6,,2,5,4,5,4,1,0.84
367,"l","4/4/2013 7:26:45 P","B",4,"ALABAMA","2",2,,,,,"",,,,,,,,,,1,"I AM OLD ENOUGH TO HAVE SEEN THIS HAPPEN BEFORE",1,4,3,1,1,1,2,4,4,4,4,4,4,3,4,4,98,1,,"$0",1,1,1,2,3,1,2,2,,2,0.725
368,"l","4/4/2013 7:27:55 P","B",3,"INDIANA","3",1,2,2,2,1,"MILDER WINTERS",2,1,1,1,1,1,1,1,1,,,,,,,2,1,1,3,4,1,3,4,4,1,4,4,1,2,,"$0",1,1,1,2,3,1,1,2,2,1,0.84
369,"l","4/4/2013 7:29:27 P","B",4,"ALABAMA","2",98,,,,,"",,,,,,,,,,,,,,,,1,2,1,3,2,4,4,2,2,3,3,3,2,1,,"$0",1,1,1,2,4,1,2,1,3,2,0.725
370,"l","4/4/2013 7:30:09 P","B",5,"PENNSYLVANIA","1",1,2,1,3,2,"CLIMATE CHANGES",3,2,3,3,1,3,1,1,1,,,,,,,2,3,2,2,2,3,4,2,2,1,4,2,1,98,,"$0",1,1,1,2,3,2,4,2,,2,0.93
371,"l","4/4/2013 7:30:25 P","B",3,"NORTH CAROLINA","2",1,1,3,2,1,"TECHNOLOGY POLLUTION",8,2,1,4,2,2,2,2,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,4,1,1,,"$0",1,2,1,2,4,1,1,4,2,2,1.335
372,"l","4/4/2013 7:30:51 P","B",3,"UTAH","4",1,2,3,2,2,"WAS TOLD",10,2,2,4,3,3,2,2,2,,,,,,,3,3,3,98,98,98,98,4,98,2,4,2,3,1,,"$60",3,1,1,2,3,1,,,,2,0.84
373,"l","4/4/2013 7:30:56 P","B",4,"PENNSYLVANIA","1",1,1,1,1,1,"MELTING",1,1,1,98,2,2,98,2,2,,,,,,,4,3,4,2,2,98,4,2,2,1,3,98,1,98,,"$0",1,1,2,,2,1,1,3,1,2,0.725
374,"l","4/4/2013 7:32:04 P","B",3,"NORTH CAROLINA","2",2,,,,,"",,,,,,,,,,2,"IT HAS BEEN THE SAME HERE FOR AS LONG AS I CAN REMEM",1,1,4,4,98,2,2,98,98,4,4,4,2,2,4,2,2,1,,"$50",2,2,1,1,2,1,1,4,2,2,1.335
375,"l","4/4/2013 7:32:50 P","B",4,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,2,3,3,2,3,98,4,4,98,2,4,98,2,1,,"$2",2,1,1,2,2,1,1,1,1,2,0.725
376,"l","4/4/2013 7:37:05 P","B",2,"KENTUCKY","2",1,1,1,1,1,"POLAR CAPS AND OCEANS",1,1,2,4,3,3,2,2,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,98,2,1,,"$50",2,1,2,,2,1,4,3,2,2,1.18
377,"l","4/4/2013 7:37:12 P","B",4,"ARIZONA","4",1,2,3,1,98,"DROUGHTS",3,1,1,98,98,1,2,1,98,,,,,,,4,4,4,1,1,1,4,4,1,1,4,98,98,98,,"$0",1,1,1,2,3,1,1,3,,2,0.725
378,"l","4/4/2013 7:39:20 P","B",3,"INDIANA","3",1,2,1,2,98,"BURING FOSSIL FUELS",8,2,3,3,2,2,3,2,2,,,,,,,3,3,4,4,4,2,4,4,98,1,4,98,2,1,,"$0",1,1,2,,3,2,4,3,3,2,0.85
379,"l","4/4/2013 7:39:23 P","B",1,"NEW YORK","1",1,1,3,1,2,"THE SUN IS GETTING CLOSER TO THE EARTH",10,1,1,2,2,3,2,2,2,,,,,,,3,3,2,2,2,2,98,2,1,1,2,1,1,1,,"$200",4,10,1,1,4,5,1,5,3,1,1.64
380,"l","4/4/2013 7:40:42 P","B",3,"GEORGIA","2",1,3,1,2,1,"READING ABOUT IT",6,1,1,2,1,2,1,1,2,,,,,,,3,4,3,4,1,2,4,1,1,1,2,2,1,1,,"$2,000",6,1,1,2,3,1,2,3,4,2,0.85
381,"l","4/4/2013 7:41:05 P","B",4,"NEW JERSEY","1",1,1,3,3,1,"YOU CAN TELL BY THE WEATHER.THERE IS A CHANGE GOING ON",2,1,2,2,4,4,98,3,2,,,,,,,4,4,4,4,4,1,4,1,4,1,4,2,4,1,,"$200",4,1,2,,3,1,98,2,5,1,0.725
382,"l","4/4/2013 7:41:49 P","B",4,"MAINE","1",2,,,,,"",,,,,,,,,,2,"JUST DO NO THINK SO",8,2,4,4,1,1,1,1,4,4,4,4,4,4,4,4,2,1,,"$0",1,1,1,2,2,1,1,3,1,2,0.725
383,"l","4/4/2013 7:43:59 P","B",2,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,4,4,4,4,4,4,4,4,4,98,,"$0",1,9,2,,1,1,1,3,1,2,1.7
384,"l","4/4/2013 7:44:16 P","B",4,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,98,3,3,2,3,98,4,4,98,1,4,98,2,1,,"$0",1,1,1,2,2,1,4,2,2,2,0.725
385,"l","4/4/2013 7:44:42 P","B",4,"CONNECTICUTT","1",2,,,,,"",,,,,,,,,,1,"PERSONAL OBSERVATIONS",1,1,4,4,98,2,1,2,3,4,4,4,3,2,4,3,2,98,,"DO NOT K",98,1,1,2,3,1,4,3,1,2,0.725
386,"l","4/4/2013 7:47:00 P","B",3,"WISCONSIN","3",1,1,1,1,1,"AL GORES INCONVENIENT TRUTH",5,1,2,2,2,2,2,2,2,,,,,,,4,4,4,3,1,2,4,2,2,1,2,2,2,1,,"$300",5,1,2,,4,2,1,3,6,1,0.84
387,"l","4/4/2013 7:49:30 P","B",3,"MASSACHUSETTS","1",1,1,1,1,1,"ICE MELTS, DROUGHT AND EXTREME WEATHER",1,1,4,4,2,3,2,1,1,,,,,,,4,2,1,3,3,4,1,3,4,2,2,4,4,1,,"$250",4,1,2,,5,2,4,1,,1,0.84
388,"l","4/4/2013 7:50:33 P","B",2,"TEXAS","2",1,2,3,2,2,"TOO MANY FORESTS BEING CUT DOWN",8,1,1,3,1,2,2,2,2,,,,,,,3,3,2,3,2,1,4,4,3,2,4,3,2,98,,"$150",4,1,2,,3,2,2,2,4,1,1.18
389,"l","4/4/2013 7:52:12 P","B",4,"FLORIDA","2",1,1,1,1,1,"OZONE LAYER IS GONE",10,1,3,4,1,3,2,2,1,,,,,,,4,4,4,4,1,2,4,4,2,2,4,2,2,1,,"$1",2,1,2,,2,1,1,3,2,1,0.725
390,"l","4/4/2013 7:53:09 P","B",2,"ALABAMA","2",1,1,3,1,1,"OZONE LAYER EROSION",10,4,1,4,3,2,4,2,1,,,,,,,3,4,4,4,1,1,,3,4,1,4,4,1,1,,"$50",2,1,,,4,1,1,1,,1,1.18
391,"l","4/4/2013 7:53:10 P","B",1,"WISCONSIN","3",1,2,2,3,2,"MELTING",1,1,3,3,4,4,2,3,4,,,,,,,3,1,1,98,4,4,4,4,2,1,4,2,1,1,,"$0",1,1,2,,5,5,2,2,,1,1.555
392,"l","4/4/2013 7:58:04 P","B",4,"NEW JERSEY","1",1,1,1,2,1,"WINTERS",3,1,2,3,2,1,1,2,2,,,,,,,4,4,4,3,1,2,2,2,2,1,3,2,2,1,,"$0",1,1,3,,1,2,4,4,,1,0.725
393,"l","4/4/2013 7:58:16 P","B",3,"HAWAII","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,4,4,4,4,2,2,4,2,1,1,,"$0",1,5,6,,4,5,4,3,2,2,0.91
