"closup_id","SampleType","VersionAB","VersionCD","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_support_info","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_revneutral_v1_info","carbontax_rev4research_v1","carbontax_rev4research_v1_info","carbontax_rev4debt_v2","carbontax_rev4debt_v2_info","carbontax_revfed_v2","willing2pay_temprise_5","willing2pay_temprise_10","willing2pay_temprise_20","willing2pay_temprise_40","willing2pay_certain","willing2pay_temprise_most_coded","discountrate_2pct","discountrate_2pct_info","discountrate_5pct","discountrate_5pct_info","discountrate_10pct","discountrate_10pct_info","discountrate_20pct","discountrate_20pct_info","discountrate_44pct","discountrate_44pct_info","discountrate_76pct","discountrate_76pct_info","discountrate_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","feedback_understand","demog_gender","Weight"
285,"l","A","D","3/27/2014 9:25:56",4,"CA",4,2,,,,,,,,,,,,,3,"COLDER WINTERS",1,1,3,2,4,,4,4,,4,,4,,3,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,1,1,4,1,2,2,3,,1,1,0.38
286,"c","A","D","4/2/2014 7:20:40 P",2,"CA",4,1,1,1,"EARTHQUAKES RECEDING SHORELINES",10,1,3,2,2,3,1,1,2,,,,,,,2,,3,1,,1,,4,,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,1,6,,4,5,1,4,3,4,1,1,0.93
287,"c","B","C","4/10/2014 10:11:09",1,"CO",4,98,,,,,,,,,,,,,,,,,,,,2,4,,2,,2,,4,2,1,,,,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,3,5,4,3,3,2,2,1,1.45
288,"l","B","D","3/26/2014 9:55:12",1,"IL",3,1,2,3,"THERE IS EVIDENCE",4,2,3,2,3,4,4,3,2,,,,,,,,4,4,,3,,2,,2,2,1,,,,1,2,,1,,1,,98,,,,,,,3,1,7,,3,4,4,3,1,,1,1,1.55
289,"c","B","C","4/3/2014 8:41:50 P",1,"IL",3,1,2,1,"NOT SURE",10,2,4,1,4,4,2,98,2,,,,,,,,4,2,,2,,3,,3,1,,,,2,,2,1,,1,,1,,1,,2,,,,3,1,2,,5,5,1,3,1,3,1,1,1.3
290,"l","B","C","3/24/2014 8:38:37",2,"MD",2,1,1,2,"INFLUX OF THE WAY THE WEATHER HAS BEEN ACTING LATELY",3,4,2,4,2,2,2,2,2,,,,,,,,4,4,,2,,2,,2,1,,,98,,,2,1,,1,,1,,2,,,,,,3,2,2,,4,1,1,3,3,2,1,2,1.7
291,"l","B","C","3/25/2014 8:15:00",3,"MD",2,2,,,,,,,,,,,,,1,"I HAVE SEEN CONSTANTS",1,2,3,4,,2,3,,3,,3,,3,3,98,,,,,2,1,,1,,1,,1,,2,,,,3,1,1,1,4,1,2,2,3,6,2,1,0.5
292,"l","B","D","3/31/2014 5:48:35",3,"NJ",1,1,1,1,"POLLUTION",8,1,3,2,2,3,1,2,2,,,,,,,,4,4,,3,,4,,4,2,1,,,,2,2,,1,,1,,1,,1,,2,,,3,1,1,2,2,1,4,2,3,3,1,1,0.7
293,"l","A","D","3/27/2014 6:22:34",3,"NY",1,1,1,3,"CAN FEEL THE TEMPERATURES RISING",2,1,1,3,2,3,1,2,2,,,,,,,2,,3,1,,2,,3,,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,1,4,2,3,1,1,0.5
294,"c","B","D","4/2/2014 8:39:01 P",3,"OK",2,2,,,,,,,,,,,,,2,"WHEN YOU  LOOK AT THE RECORDS ON THE WEATHER CHANNELS IT EQUALS OUT",5,2,3,2,,2,2,,2,,2,,2,1,1,,,,1,2,,2,,,,,,,,,,,3,1,1,2,3,1,1,4,3,,1,2,0.78
295,"c","B","D","4/1/2014 6:01:17 P",3,"SC",2,1,2,1,"JUST FEEL IT",2,1,2,3,2,3,1,1,3,,,,,,,,2,3,,2,,2,,4,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,1,3,3,3,1,2,0.5
296,"l","A","C","3/24/2014 6:02:01",4,"TN",2,2,,,,,,,,,,,,,1,"HOAX",9,4,3,3,4,,3,2,,2,,2,,3,1,,,,1,2,1,,1,,1,,2,,,,,,3,1,1,1,3,1,2,1,3,,1,2,0.74
297,"c","B","C","4/10/2014 10:15:54",2,"CA",4,1,2,3,"POLAR ICE CAPS AND OZONE LAYER",1,1,1,1,1,1,1,1,1,,,,,,,,1,1,,1,,1,,3,2,1,,,,1,2,1,,1,,1,,1,,2,,,,3,9,2,,3,5,1,3,3,2,2,2,2.33
298,"c","B","C","4/2/2014 5:23:49 P",3,"FL",2,1,1,1,"CAN NOT BELIEVE HOW MUCH SEASONS HAVE CHANGED",3,1,1,4,2,3,1,1,2,,,,,,,,2,4,,2,,2,,4,2,1,,,,2,2,1,,1,,1,,1,,2,,,,3,1,2,,4,1,4,2,3,2,1,2,0.5
299,"c","B","C","4/3/2014 8:59:05 P",2,"KS",3,1,1,3,"NATURAL EARTH CYCLES",9,1,1,4,1,1,1,1,1,,,,,,,,2,4,,3,,1,,4,2,1,,,,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,3,1,1,4,3,3,1,2,1.13
300,"c","A","D","4/3/2014 6:10:23 P",2,"MA",1,1,1,1,"POLLUTION RECEDING SHORES AND MELTING ICE CAPS",8,1,3,4,3,3,1,1,3,,,,,,,2,,3,2,,2,,4,,2,,,,1,1,2,,1,,1,,1,,1,,2,,,3,1,2,,4,1,2,1,3,4,2,1,0.93
301,"c","A","C","4/1/2014 9:13:17 P",2,"MS",2,1,1,1,"POLLUTION, SMOKING AND GREENHOUSE GASES",8,1,2,3,2,2,1,1,2,,,,,,,2,,2,2,,1,,3,,2,1,,,,1,2,1,,1,,1,,1,,2,,,,3,1,6,,3,1,4,3,3,3,2,1,0.95
302,"l","A","C","3/24/2014 6:48:19",2,"CT",1,98,,,,,,,,,,,,,,,,,,,98,,3,98,,2,,2,,98,,,1,,3,2,1,,1,,1,,98,,,,,,3,1,1,98,4,5,2,2,1,2,2,1,0.77
303,"l","B","D","3/27/2014 8:04:08",2,"CT",1,98,,,,,,,,,,,,,,,,,,,,4,4,,2,,2,,2,2,,,98,,,2,,1,,1,,1,,1,,2,,,3,1,2,,5,2,1,4,1,5,1,1,1
304,"c","B","C","4/2/2014 5:58:36 P",2,"CT",1,1,1,1,"RESEARCH",4,1,1,1,2,2,2,2,2,,,,,,,,2,2,,4,,3,,3,3,,,1,,2,2,1,,1,,1,,1,,2,,,,3,1,2,,4,5,2,1,1,4,1,2,1.11
305,"c","B","C","4/2/2014 5:06:22 P",1,"FL",2,1,2,2,"THE EARTHS CYCLES OVER MANY DECADES HAVE BEEN THE SAME",9,4,1,2,2,4,4,2,1,,,,,,,,4,4,,4,,2,,1,3,,,,1,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,4,3,2,2,3,,2,2,1.55
306,"l","B","D","3/25/2014 6:02:29",3,"GA",2,2,,,,,,,,,,,,,2,"EARTH CHANGING",9,2,4,3,,4,98,,4,,1,,4,1,,,1,,98,2,,1,,1,,1,,1,,2,,,3,1,1,2,3,3,4,2,2,2,2,1,0.5
307,"l","A","D","3/31/2014 6:49:50",3,"IL",3,1,1,3,"STORM ACTIVITY AND POLLUTION",3,2,3,3,3,3,3,2,1,,,,,,,4,,4,3,,2,,3,,2,,,1,,2,2,,1,,1,,1,,1,,2,,,3,5,6,,4,2,4,4,3,,2,2,0.7
308,"c","B","C","4/2/2014 6:01:19 P",2,"MA",1,98,,,,,,,,,,,,,,,,,,,,2,3,,2,,2,,3,1,,,1,,4,2,,,,,,,,,,,,,3,1,,,,1,3,3,3,,2,2,1.23
309,"c","A","D","4/3/2014 6:05:39 P",1,"MD",2,1,2,3,"NATURAL CYCLES AND POLLUTION THINING THE OZONE",9,4,1,2,2,4,3,2,2,,,,,,,3,,3,3,,2,,3,,98,,,,1,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,1,4,3,3,2,1,1.27
310,"c","A","C","4/2/2014 6:27:54 P",3,"MI",3,1,1,3,"SCIENCE",4,1,1,1,1,1,1,1,1,,,,,,,1,,3,1,,1,,3,,2,1,,,,1,2,1,,1,,1,,1,,2,,,,3,1,1,2,4,2,1,4,3,4,1,1,0.48
311,"l","B","C","3/25/2014 8:23:31",3,"NJ",1,1,2,3,"GENERAL WEATHER PATTERNS",3,1,2,2,2,2,2,1,2,,,,,,,,2,2,,2,,1,,2,2,,,1,,2,2,2,,,,,,,,,,,,3,1,2,,4,1,4,4,3,3,2,2,0.5
312,"c","A","D","4/2/2014 7:23:01 P",3,"NV",4,1,1,2,"VERY HOT TEMPS OVER THE LAST FEW YEARS",2,3,1,2,3,2,3,2,2,,,,,,,4,,4,3,,1,,2,,2,,,1,,2,2,,1,,1,,1,,1,,2,,,3,1,1,1,3,1,2,2,3,,1,2,0.78
313,"l","B","D","3/31/2014 5:35:39",2,"NY",1,1,1,1,"CHANGE IN SEASONS FROM MY CHILDHOOD",3,4,1,2,2,1,4,1,2,,,,,,,,3,3,,3,,3,,3,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,2,6,,4,1,3,3,3,3,1,2,1.7
314,"l","B","D","3/31/2014 5:54:14",2,"PA",1,1,2,3,"SEA LEVEL",11,2,3,2,2,3,1,2,2,,,,,,,,98,1,,1,,4,,1,3,,,1,,,2,,1,,1,,2,,,,,,,3,1,,,4,1,4,4,1,6,1,1,0.95
315,"c","A","D","4/2/2014 8:00:23 P",4,"PA",1,1,1,3,"BOTH NATURAL CYCLES AND POLLUTION",9,4,1,4,2,4,4,2,3,,,,,,,4,,4,4,,2,,2,,2,,,1,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,2,1,1,3,3,2,2,2,0.84
316,"c","A","C","4/3/2014 5:39:16 P",3,"TN",2,1,2,3,"RISING OCEAN LEVELS DUE TO MELTING GLACIERS",11,1,1,2,2,3,1,2,2,,,,,,,4,,4,4,,2,,4,,2,,,1,,1,2,1,,1,,1,,1,,2,,,,3,1,1,2,3,1,1,3,3,3,2,2,0.68
317,"l","A","C","4/1/2014 8:48:50 P",3,"TX",2,1,2,2,"WEATHER CYCLES THROUGHOUT HISTORY",9,4,1,2,3,4,3,1,2,,,,,,,2,,3,3,,2,,3,,98,,,1,,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,2,2,2,2,3,,2,2,0.98
318,"c","B","D","4/9/2014 10:54:35",3,"WA",4,1,2,2,"OVER THE AGES THE WEATHER CHANGES",9,1,1,2,3,3,2,2,2,,,,,,,,4,4,,3,,2,,2,2,,,,1,2,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,2,2,3,4,2,2,0.66
319,"c","A","D","4/2/2014 7:26:43 P",1,"NJ",1,1,1,3,"POLAR ICE CAPS MELTING",1,1,2,2,2,2,2,2,2,,,,,,,2,,2,2,,1,,2,,2,,1,,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,3,5,4,3,3,98,1,1,1.55
320,"c","A","D","4/1/2014 6:36:42 P",1,"PA",1,1,2,3,"RESEARCHING THE TOPIC",4,1,2,3,3,2,3,4,4,,,,,,,2,,2,2,,2,,2,,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,1,2,,3,5,1,4,3,1,1,1,1.6
321,"c","A","D","4/2/2014 8:16:20 P",2,"PA",1,1,1,1,"HUMAN ACTIVITY",8,1,2,2,2,4,2,1,2,,,,,,,2,,2,1,,2,,4,,2,,,,98,,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,5,3,3,1,6,1,2,1.13
322,"c","B","C","4/10/2014 10:25:09",3,"CA",4,1,1,2,"RISING TIDES, BEACHES WASHING AWAY, WATER AND LAND POLLUTION",11,2,1,3,3,3,2,1,2,,,,,,,,2,2,,2,,2,,2,2,,,1,,1,2,1,,1,,1,,1,,2,,,,3,9,2,,3,1,1,3,3,3,2,2,1.88
323,"c","A","D","4/9/2014 11:30:00",3,"CA",4,1,1,1,"WEIRD WEATHER PATTERNS",3,2,1,2,2,2,2,2,2,,,,,,,2,,3,3,,1,,2,,2,,,1,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,2,2,3,2,1,1,0.5
324,"l","A","C","3/31/2014 9:12:52",2,"IA",3,1,2,3,"MANY REASONS",10,2,1,2,3,2,2,2,1,,,,,,,4,,4,3,,2,,2,,3,,,1,,1,2,1,,1,,1,,1,,2,,,,3,1,1,1,4,1,2,2,1,3,2,1,0.77
325,"c","B","D","4/3/2014 7:24:02 P",1,"FL",2,2,,,,,,,,,,,,,2,"DATA",5,1,3,2,,2,3,,2,,2,,2,2,,,,1,2,2,,1,,1,,1,,1,,2,,,3,10,6,,3,1,,,1,,1,2,1.83
326,"l","A","C","3/31/2014 8:25:34",2,"CA",4,1,1,1,"ERODING BEACHES AND OZONE LAYER",11,1,3,4,2,3,1,1,3,,,,,,,2,,3,2,,2,,4,,1,1,,,,1,2,1,,1,,1,,1,,2,,,,3,1,6,,4,5,4,5,3,4,1,1,0.93
327,"c","B","D","4/3/2014 7:52:23 P",2,"CA",4,1,1,1,"OVER POPULATION AND SOME STATE HAVE LESS REGULATIONS",13,1,3,4,2,3,1,1,3,,,,,,,,1,2,,1,,1,,3,2,1,,,,1,2,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,1,3,3,3,2,1,0.95
328,"l","A","C","3/25/2014 8:01:25",1,"CT",1,1,2,3,"POLLUTION",8,1,4,1,2,4,3,1,3,,,,,,,4,,4,2,,2,,4,,1,1,,,,1,2,1,,1,,1,,1,,2,,,,3,1,7,,4,5,4,3,3,4,2,1,1.43
329,"l","B","D","3/26/2014 6:43:37",3,"FL",2,1,1,1,"NEWS DOCUMENTARIES",6,1,3,1,3,3,1,2,3,,,,,,,,4,4,,2,,4,,4,1,1,,,,2,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,1,3,3,3,1,1,0.32
330,"l","B","D","3/25/2014 5:47:30",4,"IN",3,1,1,1,"SUMMERS ARE WARMER",2,1,1,1,1,1,1,2,1,,,,,,,,1,2,,1,,1,,4,2,1,,,,1,2,,1,,1,,1,,1,,1,,1,3,1,2,,3,5,4,4,2,1,1,2,0.79
331,"l","B","C","3/24/2014 7:20:33",4,"LA",2,1,2,2,"SCIENTISTS HAVE PROVEN IT",4,1,4,2,4,3,2,4,4,,,,,,,,4,2,,2,,4,,4,2,1,,,,1,2,1,,1,,1,,1,,2,,,,3,1,2,,2,1,1,2,3,2,2,2,0.84
332,"l","B","D","3/31/2014 9:44:34",3,"LA",2,2,,,,,,,,,,,,,2,"COLD LOCAL WINTER",1,1,3,3,,4,4,,4,,4,,3,3,1,,,,,2,,1,,1,,1,,1,,1,,2,3,1,1,1,2,1,2,2,3,3,2,1,0.7
333,"c","B","D","4/2/2014 8:23:15 P",4,"LA",2,1,1,3,"IT IS HOT",2,2,1,4,2,3,1,1,3,,,,,,,,4,4,,4,,4,,4,1,,1,,,2,2,,1,,1,,1,,1,,2,,,3,2,2,,2,1,1,3,3,1,2,1,1.56
334,"c","B","D","4/1/2014 5:53:15 P",1,"MI",3,2,,,,,,,,,,,,,2,"MILD SUMMMER AND HORRIBLE WINTER",1,1,3,3,,4,2,,2,,2,,4,2,,1,,,3,2,,1,,1,,1,,2,,,,,3,1,,,3,5,1,3,3,2,1,2,1.63
335,"l","B","C","3/31/2014 7:58:49",4,"MS",2,1,1,2,"EARTH CYCLES",9,1,3,4,3,3,1,1,3,,,,,,,,4,4,,4,,4,,4,1,1,,,,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,2,1,4,2,3,1,2,2,0.99
336,"l","A","D","3/25/2014 6:41:35",4,"OH",3,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,2,1,,,,2,2,,1,,2,,,,,,,,,3,1,2,,3,1,2,2,3,,1,2,0.74
337,"l","A","C","3/31/2014 8:52:35",3,"PA",1,1,1,1,"YOU CAN FEEL IT EVERY SUMMER",2,1,1,4,3,3,1,1,3,,,,,,,2,,3,2,,2,,3,,2,1,,,,2,2,1,,1,,1,,1,,2,,,,3,1,1,2,4,1,1,3,2,3,1,1,0.32
338,"l","A","C","3/24/2014 6:38:31",2,"UT",4,2,,,,,,,,,,,,,1,"CYCLES",2,4,3,3,4,,1,1,,4,,4,,1,1,,,,1,2,1,,1,,1,,1,,1,,1,,3,1,6,,4,5,2,4,1,6,2,2,1.13
339,"l","B","C","3/31/2014 8:10:21",2,"HI",4,1,2,2,"MANY PATTERNS OVER THE CENTURIES REPEATING",9,2,1,2,2,3,2,2,1,,,,,,,,4,4,,1,,1,,2,2,,,1,,1,2,1,,1,,1,,1,,2,,,,3,10,6,,2,5,4,5,3,,1,2,1.53
340,"l","A","D","3/26/2014 8:58:47",4,"IA",3,1,2,1,"ICE CAP MELTING",1,1,3,4,4,3,2,2,2,,,,,,,2,,2,2,,2,,3,,2,,,,1,2,2,,1,,1,,1,,2,,,,,3,1,1,2,4,1,4,3,3,2,1,1,0.28
341,"l","B","C","4/1/2014 7:23:27 P",2,"MN",3,98,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,4,1,,1,,,1,2,1,,1,,1,,1,,2,,,,3,1,2,,2,1,2,2,3,2,1,1,1.15
342,"c","B","D","4/3/2014 8:02:08 P",1,"MN",3,98,,,,,,,,,,,,,,,,,,,,3,3,,2,,2,,2,2,,,,1,2,2,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,1,4,1,1,1,1,1.42
343,"c","B","D","4/1/2014 5:50:41 P",2,"TN",2,1,1,3,"WEATHER CHANGES AND MOUNTAIN CAPS MELTING",3,2,2,2,1,2,1,1,1,,,,,,,,2,4,,3,,3,,1,1,,,,1,2,2,,1,,2,,,,,,,,,3,1,2,,4,1,4,3,2,2,1,1,0.77
344,"l","A","D","3/25/2014 9:35:44",3,"AZ",4,1,1,1,"HAWAII CO2 MEASUREMENTS STEADILY INCREASING",4,1,3,2,2,3,4,2,2,,,,,,,1,,1,1,,1,,1,,2,1,,,,1,3,,1,,1,,1,,1,,2,,,3,1,7,,5,5,4,3,1,6,1,1,0.53
345,"l","B","C","3/25/2014 8:42:00",3,"WA",4,1,1,1,"ICE MELTING IN ANTARTICA",1,1,2,2,2,2,2,2,2,,,,,,,,2,2,,2,,2,,4,1,,,1,,1,3,1,,1,,1,,1,,98,,,,3,10,1,98,4,1,1,5,1,2,1,2,0.6
346,"l","B","C","3/24/2014 8:03:27",3,"NJ",1,1,3,1,"NEWS",6,1,3,2,3,2,98,2,1,,,,,,,,2,2,,1,,1,,4,1,,,,1,1,5,1,,1,,1,,1,,2,,,,3,1,2,,3,1,1,2,3,,2,1,0.6
347,"l","A","C","3/27/2014 9:05:56",2,"MN",3,98,,,,,,,,,,,,,,,,,,,4,,4,1,,2,,4,,1,,,98,,,98,1,,1,,1,,1,,2,,,,3,9,2,,1,1,1,98,2,1,3,2,3.08
348,"c","A","D","4/2/2014 7:44:40 P",1,"MO",3,1,3,1,"IT DID NOT GET THIS HOT WHEN I WAS A KID.  HOTTER SUMMERS AND BAD SNOW STORMS",2,2,1,3,1,2,2,2,2,,,,,,,98,,98,2,,2,,2,,98,,,1,,2,98,,1,,1,,1,,1,,2,,,3,1,1,98,2,1,4,3,1,1,1,2,1.98
349,"l","A","C","3/31/2014 9:21:21",3,"CA",4,1,1,1,"POLLUTION, BEACH EROSION AND OCEAN LEVELS DROPPING",8,2,1,2,3,3,2,1,1,,,,,,,4,,4,2,,1,,3,,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,3,1,2,,3,2,2,2,3,4,1,2,0.84
350,"l","B","C","3/31/2014 7:35:17",3,"MI",3,2,,,,,,,,,,,,,2,"LAST DECADE HAS SLOWLY GOTTEN COLDER",1,1,3,4,,4,4,,3,,2,,2,2,,,2,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,5,2,2,3,4,1,2,0.66
351,"l","A","C","3/27/2014 9:01:10",3,"WV",2,2,,,,,,,,,,,,,2,"EXTEMELY SNOWY,  BITTER COLD WINTERS LATELY",1,1,3,3,4,,4,4,,4,,2,,3,,,2,,,1,1,,1,,1,,1,,1,,1,,3,1,2,,4,1,1,4,2,,2,2,0.6
352,"c","A","D","4/1/2014 6:47:38 P",3,"PA",1,1,2,3,"NATURAL CYCLES AND POLLUTION",9,3,1,3,2,3,3,2,1,,,,,,,4,,4,1,,98,,4,,98,,,1,,2,2,,1,,1,,1,,1,,1,,1,3,1,1,2,3,2,2,1,2,,2,1,0.6
353,"l","B","D","3/25/2014 6:10:08",98,"PA",1,1,3,3,"I SEE A VERY NOTICIBLE CHANGE IN TEMPERATURE",2,1,2,4,1,3,98,1,3,,,,,,,,3,3,,98,,1,,98,2,,98,,,,98,,1,,1,,1,,1,,2,,,3,1,2,,4,1,4,3,3,,1,1,0.57
354,"l","A","D","3/25/2014 6:30:24",4,"VA",2,1,1,3,"WARMER WINTERS",2,1,1,4,3,1,1,2,3,,,,,,,4,,4,2,,2,,3,,1,1,,,,1,2,,1,,1,,1,,1,,1,,2,3,1,1,2,4,1,4,2,3,2,2,2,0.46
355,"c","B","C","4/10/2014 10:23:59",1,"CA",4,1,1,1,"POLLUTION",8,1,1,1,1,2,1,1,3,,,,,,,,2,1,,2,,1,,4,2,,1,,,3,1,1,,1,,1,,1,,1,,2,,1,10,,,5,1,,,2,,1,1,1.5
356,"c","B","D","4/2/2014 8:20:37 P",1,"DE",1,2,,,,,,,,,,,,,1,"PATTERNS",2,1,2,2,,4,4,,1,,4,,4,1,2,,,,,1,,2,,,,,,,,,,,1,9,2,,4,5,2,1,1,5,1,2,2.85
357,"l","B","C","3/25/2014 8:43:03",1,"MI",3,98,,,,,,,,,,,,,,,,,,,,3,3,,1,,1,,3,2,,2,,,,1,,,,,,,,,,,,,1,1,6,,4,5,3,98,3,98,1,2,1.55
358,"l","A","C","3/24/2014 7:00:15",4,"WI",3,98,,,,,,,,,,,,,,,,,,,2,,2,1,,1,,1,,98,,98,,,,98,2,,,,,,,,,,,,1,1,2,,3,3,2,3,3,,98,2,0.74
359,"c","A","C","4/10/2014 10:31:00",2,"CA",4,2,,,,,,,,,,,,,2,"SCIENTFIC DATA SHOWS CYCLES FROM PAST CENTURIES MATCH OURS",2,1,1,4,4,,4,1,,1,,3,,2,,,2,,,1,1,,1,,1,,1,,1,,1,,5,1,1,2,4,5,2,1,3,4,1,1,0.93
360,"l","A","C","3/27/2014 5:26:46",3,"CT",1,2,,,,,,,,,,,,,2,"HOAX",9,2,2,1,4,,4,3,,4,,4,,4,,2,,,,1,1,,1,,1,,1,,1,,2,,5,1,2,,4,5,2,1,3,,2,1,0.42
361,"l","B","D","3/25/2014 5:44:44",4,"FL",2,2,,,,,,,,,,,,,1,"HISTORY",2,1,2,1,,3,2,,3,,2,,3,98,,,,2,,1,,1,,1,,1,,1,,1,,1,5,9,2,,4,1,2,2,3,4,2,2,1.82
362,"c","B","D","4/1/2014 6:11:29 P",2,"GA",2,2,,,,,,,,,,,,,1,"CONSISTENTLY SAME HERE",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,1,5,1,1,1,3,1,2,2,2,6,1,2,1.31
363,"c","A","C","4/2/2014 6:39:50 P",2,"GA",2,1,2,1,"ICE CAPS MELTING",1,1,3,4,3,3,1,1,3,,,,,,,2,,4,4,,4,,4,,1,,,,2,,1,1,,1,,1,,1,,1,,1,,5,1,1,2,4,5,4,2,3,3,1,2,0.95
364,"l","B","D","3/31/2014 5:32:34",2,"MA",1,2,,,,,,,,,,,,,2,"BRUTAL ICE AND SNOW STORMS",1,1,2,3,,4,4,,3,,2,,2,3,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,2,,4,2,2,1,1,5,2,1,0.97
365,"l","B","D","3/25/2014 6:04:15",4,"ME",1,2,,,,,,,,,,,,,3,"NOT SURE",9,2,4,4,,4,4,,4,,4,,3,98,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,3,2,1,3,2,2,3,2,0.64
366,"c","A","D","4/2/2014 7:45:11 P",2,"MN",3,2,,,,,,,,,,,,,2,"EXTREMELY COLD OVER THE LAST FEW YEARS, WINTERS LONGER",1,1,2,4,4,,4,2,,3,,3,,1,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,2,,4,2,2,2,3,,1,2,1.05
367,"l","B","C","3/24/2014 7:52:46",1,"MO",3,2,,,,,,,,,,,,,1,"AVERAGE TEMPERATURES HAVE STAYED ACCURATE",3,3,1,4,,2,4,,4,,1,,1,2,,2,,,,1,2,,,,,,,,,,,,5,1,1,2,3,5,98,4,3,1,1,2,1.78
368,"l","B","C","4/1/2014 7:37:56 P",4,"MO",3,1,2,3,"ICE MELTING",1,1,3,4,2,2,2,2,2,,,,,,,,98,4,,2,,98,,98,1,,2,,,,1,1,,1,,1,,1,,2,,,,5,1,2,,2,1,1,98,3,1,2,2,0.99
369,"l","A","C","3/25/2014 7:23:29",3,"MS",2,2,,,,,,,,,,,,,2,"GOD CONTROLS THE WEATHER",6,2,3,1,4,,4,4,,4,,4,,1,,2,,,,1,1,,1,,1,,1,,1,,1,,5,1,1,1,4,1,2,1,3,2,2,2,0.5
370,"c","A","D","4/3/2014 6:37:33 P",3,"NC",2,2,,,,,,,,,,,,,1,"INCREASED DIOXIDE",9,4,1,1,4,,4,4,,4,,4,,4,,,,2,,1,,1,,1,,1,,1,,1,,1,5,1,6,,3,5,4,2,3,,1,1,0.6
371,"l","A","D","3/26/2014 8:47:15",3,"NE",3,2,,,,,,,,,,,,,2,"POLITICAL LIARS",7,2,2,2,4,,4,4,,4,,4,,98,,2,,,,1,,1,,1,,1,,1,,1,,2,5,1,1,1,2,1,2,1,2,4,2,1,0.86
372,"l","B","D","3/27/2014 8:09:09",4,"NE",3,98,,,,,,,,,,,,,,,,,,,,4,4,,2,,98,,2,1,,2,,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,3,1,4,3,3,,2,2,0.74
373,"l","A","C","3/27/2014 6:08:09",4,"NJ",1,2,,,,,,,,,,,,,3,"COLDER WINTER",1,2,1,2,4,,4,1,,2,,1,,1,,,2,,,1,1,,1,,1,,1,,1,,1,,5,1,6,,4,2,1,5,3,5,1,2,0.66
374,"l","B","D","3/27/2014 7:56:39",3,"NJ",1,1,1,1,"MELTING",1,1,2,1,1,2,4,1,1,,,,,,,,3,3,,3,,4,,4,4,,,,2,,1,,1,,1,,1,,1,,1,,1,5,1,2,,5,5,4,4,1,6,1,2,0.71
375,"c","A","D","4/3/2014 6:50:57 P",2,"NJ",1,2,,,,,,,,,,,,,2,"THE POLAR VORTEX FROZE US OUT THIS WINTER",1,1,4,4,4,,4,1,,2,,2,,1,,,2,,,1,,1,,1,,1,,1,,1,,2,5,1,1,2,3,1,2,2,3,,2,2,1.23
376,"c","A","D","4/1/2014 6:20:41 P",4,"NY",1,2,,,,,,,,,,,,,2,"POLAR VOTEX FROZE THE EAST THIS WINTER",1,1,4,4,4,,4,2,,3,,2,,1,,,,2,,1,,1,,1,,1,,1,,1,,1,5,2,1,2,2,1,1,3,2,2,2,1,1.41
