"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.fact","Input.MC","Input.round","Input.order","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.consent","Approve","Reject"
"3XEIP58NL015FEHPNNAOHS47ERRZLV","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","35H6S234SBESCZSMJY28SPAYVX756H","A2PXJTMWGUE5DC","Approved","Tue Dec 09 02:19:13 GMT 2014","Tue Dec 09 02:19:48 GMT 2014","Tue Dec 09 02:19:48 PST 2014","Mon Dec 08 21:37:04 PST 2014","","","35","100% (50/50)","100% (50/50)","100% (50/50)","Abdnor was chief clerk of the State Legislature in the early 1950s.","James Abdnor","retired-dead","0.236433132","4","4","4","1"
"3XEIP58NL015FEHPNNAOHS47ERRZLV","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3CCZ6YKWR8XFUIUKH55KCZ10LYG59T","A3NF9B2NLCLZWT","Approved","Tue Dec 09 02:32:18 GMT 2014","Tue Dec 09 02:32:56 GMT 2014","Tue Dec 09 02:32:56 PST 2014","Mon Dec 08 21:37:04 PST 2014","","","38","100% (50/50)","100% (50/50)","100% (50/50)","Abdnor was chief clerk of the State Legislature in the early 1950s.","James Abdnor","retired-dead","0.236433132","4","4","4","1"
"3XEIP58NL015FEHPNNAOHS47ERRZLV","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3Q8GYXHFEQGHSG1NTPFBEP28RJE5C5","A1GKEEI844CEKI","Approved","Tue Dec 09 01:42:00 GMT 2014","Tue Dec 09 01:42:20 GMT 2014","Tue Dec 09 01:42:20 PST 2014","Mon Dec 08 21:37:04 PST 2014","","","20","100% (50/50)","100% (50/50)","100% (50/50)","Abdnor was chief clerk of the State Legislature in the early 1950s.","James Abdnor","retired-dead","0.236433132","4","4","4","1"
"3XEIP58NL015FEHPNNAOHS47ERRZLV","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3SPJ033422H22IHDEJ1UCQDWC8WJYI","A3454T4PU9GJM0","Approved","Tue Dec 09 02:23:37 GMT 2014","Tue Dec 09 02:24:23 GMT 2014","Tue Dec 09 02:24:23 PST 2014","Mon Dec 08 21:37:05 PST 2014","","","46","100% (49/49)","100% (49/49)","100% (49/49)","Abdnor was chief clerk of the State Legislature in the early 1950s.","James Abdnor","retired-dead","0.236433132","4","4","4","1"
"3XEIP58NL015FEHPNNAOHS47ERRZLV","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3Z4AIRP3C7R67WBZJY9MPCA1GL41XS","A204JAK7QRDWVM","Approved","Tue Dec 09 02:46:54 GMT 2014","Tue Dec 09 02:48:07 GMT 2014","Tue Dec 09 02:48:07 PST 2014","Mon Dec 08 21:37:05 PST 2014","","","73","100% (40/40)","100% (40/40)","100% (40/40)","Abdnor was chief clerk of the State Legislature in the early 1950s.","James Abdnor","retired-dead","0.236433132","4","5","4","1"
"39RRBHZ0AUF8BJTJ1RCU41295PSVZ9","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3E13VNJ1NO99H1M4KC9LM2NMS8T1IL","A1ET2J1PIP0RGO","Approved","Tue Dec 09 01:36:19 GMT 2014","Tue Dec 09 01:37:12 GMT 2014","Tue Dec 09 01:37:12 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","53","100% (17/17)","100% (17/17)","100% (17/17)","Inouye ran for Senate majority leader several times without success","Daniel Inouye","retired-dead","0.581357492","4","7","4","1"
"39RRBHZ0AUF8BJTJ1RCU41295PSVZ9","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3R5F3LQFV3YG8JIFQIVIYT3KHW6ZO4","A80VSGAD9H8VE","Approved","Tue Dec 09 02:04:18 GMT 2014","Tue Dec 09 02:04:35 GMT 2014","Tue Dec 09 02:04:35 PST 2014","Mon Dec 08 21:37:25 PST 2014","","","17","100% (50/50)","100% (50/50)","100% (50/50)","Inouye ran for Senate majority leader several times without success","Daniel Inouye","retired-dead","0.581357492","3","5","3","1"
"39RRBHZ0AUF8BJTJ1RCU41295PSVZ9","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3SNLUL3WO51RGZL873GIPKKBK9LLUJ","A19BMRBO5UAD6H","Approved","Tue Dec 09 01:49:45 GMT 2014","Tue Dec 09 01:49:59 GMT 2014","Tue Dec 09 01:49:59 PST 2014","Mon Dec 08 21:37:25 PST 2014","","","14","100% (18/18)","100% (18/18)","100% (18/18)","Inouye ran for Senate majority leader several times without success","Daniel Inouye","retired-dead","0.581357492","2","6","2","1"
"39RRBHZ0AUF8BJTJ1RCU41295PSVZ9","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3WQQ9FUS6B8H5TSJDNQJFP6HBOMB8D","A34WAR0H85FL2K","Approved","Tue Dec 09 02:51:59 GMT 2014","Tue Dec 09 02:59:51 GMT 2014","Tue Dec 09 02:59:51 PST 2014","Mon Dec 08 21:37:25 PST 2014","","","472","100% (48/48)","100% (48/48)","100% (48/48)","Inouye ran for Senate majority leader several times without success","Daniel Inouye","retired-dead","0.581357492","4","4","4","1"
"39RRBHZ0AUF8BJTJ1RCU41295PSVZ9","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3XIQGXAUMDMKIIQ18EQVQM1EJ727XT","A1JFZ5EX06Y8YV","Approved","Tue Dec 09 02:28:57 GMT 2014","Tue Dec 09 02:30:08 GMT 2014","Tue Dec 09 02:30:08 PST 2014","Mon Dec 08 21:37:25 PST 2014","","","71","100% (35/35)","100% (35/35)","100% (35/35)","Inouye ran for Senate majority leader several times without success","Daniel Inouye","retired-dead","0.581357492","4","4","3","1"
"3GONHBMNHVCPLWZANZB3H5JWEWHZMX","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","31QNSG6A5S7U3HPT06E3ANKLSYR78J","A1OQIXAU1SEJ4P","Approved","Tue Dec 09 02:09:04 GMT 2014","Tue Dec 09 02:09:19 GMT 2014","Tue Dec 09 02:09:19 PST 2014","Mon Dec 08 21:37:05 PST 2014","","","15","100% (51/51)","100% (50/50)","100% (50/50)","Blunt has been hailed as a leader of bipartisanship, receiving praise from liberals for his unwillingness in 2013 to toe the GOP line on the debt ceiling crisis","Roy Blunt","august","0.237108469","6","6","6","1"
"3GONHBMNHVCPLWZANZB3H5JWEWHZMX","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","32M8BPYGAU06LGC72VUOTPRSUXJIG9","A3G9MSZVWB7W42","Approved","Tue Dec 09 02:53:14 GMT 2014","Tue Dec 09 02:54:50 GMT 2014","Tue Dec 09 02:54:50 PST 2014","Mon Dec 08 21:37:05 PST 2014","","","96","100% (43/43)","100% (43/43)","100% (43/43)","Blunt has been hailed as a leader of bipartisanship, receiving praise from liberals for his unwillingness in 2013 to toe the GOP line on the debt ceiling crisis","Roy Blunt","august","0.237108469","2","6","2","1"
"3GONHBMNHVCPLWZANZB3H5JWEWHZMX","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","33LK57MYLUJV6BA8XZCRIYDLELESZZ","A667L63P4M8NO","Approved","Tue Dec 09 02:43:42 GMT 2014","Tue Dec 09 02:44:00 GMT 2014","Tue Dec 09 02:44:00 PST 2014","Mon Dec 08 21:37:06 PST 2014","","","18","100% (50/50)","100% (50/50)","100% (50/50)","Blunt has been hailed as a leader of bipartisanship, receiving praise from liberals for his unwillingness in 2013 to toe the GOP line on the debt ceiling crisis","Roy Blunt","august","0.237108469","7","5","6","1"
"3GONHBMNHVCPLWZANZB3H5JWEWHZMX","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3XC1O3LBOT0CGM6J7YQ8KOY91VLTL7","A149ROBL26JWPJ","Approved","Tue Dec 09 02:55:09 GMT 2014","Tue Dec 09 02:56:11 GMT 2014","Tue Dec 09 02:56:11 PST 2014","Mon Dec 08 21:37:06 PST 2014","","","62","100% (25/25)","100% (25/25)","100% (25/25)","Blunt has been hailed as a leader of bipartisanship, receiving praise from liberals for his unwillingness in 2013 to toe the GOP line on the debt ceiling crisis","Roy Blunt","august","0.237108469","5","6","4","1"
"3GONHBMNHVCPLWZANZB3H5JWEWHZMX","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3XM0HYN6NLD0IO3K9VUK2J7S3VTPE5","AS9E0S6DBSWH7","Approved","Tue Dec 09 01:49:27 GMT 2014","Tue Dec 09 01:49:44 GMT 2014","Tue Dec 09 01:49:44 PST 2014","Mon Dec 08 21:37:06 PST 2014","","","17","100% (32/32)","100% (30/30)","100% (30/30)","Blunt has been hailed as a leader of bipartisanship, receiving praise from liberals for his unwillingness in 2013 to toe the GOP line on the debt ceiling crisis","Roy Blunt","august","0.237108469","5","7","5","1"
"3Y3N5A7N4GNPG6P5RD9K3YAU82CYM4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3AMYWKA6YC0EK9Y4ODY71VAPCSF6OQ","A2UX7ZJEGGU5","Approved","Tue Dec 09 02:42:12 GMT 2014","Tue Dec 09 02:43:15 GMT 2014","Tue Dec 09 02:43:15 PST 2014","Mon Dec 08 21:37:23 PST 2014","","","63","100% (51/51)","100% (50/50)","100% (50/50)","He was criticized for placing pressure on other GOP senators to block a bill on his behalf to extend the national debt limit instead of being more vocal himself.","Ted Cruz","nov-pre","0.958507687","3","4","3","1"
"3Y3N5A7N4GNPG6P5RD9K3YAU82CYM4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3F6KKYWMNCFVNXD7XL68SCKC34QNDD","AM7FYVGVOEP66","Approved","Tue Dec 09 01:44:16 GMT 2014","Tue Dec 09 01:44:37 GMT 2014","Tue Dec 09 01:44:37 PST 2014","Mon Dec 08 21:37:23 PST 2014","","","21","100% (19/19)","100% (18/18)","100% (18/18)","He was criticized for placing pressure on other GOP senators to block a bill on his behalf to extend the national debt limit instead of being more vocal himself.","Ted Cruz","nov-pre","0.958507687","3","6","2","1"
"3Y3N5A7N4GNPG6P5RD9K3YAU82CYM4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3FQ5JJ512M2313JHP2SVWPF2NDUNKX","ABM77ZQWCHPNX","Approved","Tue Dec 09 02:51:15 GMT 2014","Tue Dec 09 02:51:38 GMT 2014","Tue Dec 09 02:51:38 PST 2014","Mon Dec 08 21:37:23 PST 2014","","","23","100% (30/30)","100% (30/30)","100% (30/30)","He was criticized for placing pressure on other GOP senators to block a bill on his behalf to extend the national debt limit instead of being more vocal himself.","Ted Cruz","nov-pre","0.958507687","3","5","3","1"
"3Y3N5A7N4GNPG6P5RD9K3YAU82CYM4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3OUYGIZWR8C1RYOQ1OV5HU5O9UO0PZ","A2H7BU993SYRJG","Approved","Tue Dec 09 02:29:51 GMT 2014","Tue Dec 09 02:33:02 GMT 2014","Tue Dec 09 02:33:02 PST 2014","Mon Dec 08 21:37:23 PST 2014","","","191","100% (44/44)","100% (42/42)","100% (42/42)","He was criticized for placing pressure on other GOP senators to block a bill on his behalf to extend the national debt limit instead of being more vocal himself.","Ted Cruz","nov-pre","0.958507687","4","5","4","1"
"3Y3N5A7N4GNPG6P5RD9K3YAU82CYM4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:46 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:46 GMT 2014","","","3QAVNHZ3ENI71Q7A1YZRPJ8HD6ULA8","A3NU1SQPI1NXY4","Approved","Tue Dec 09 01:53:26 GMT 2014","Tue Dec 09 01:53:49 GMT 2014","Tue Dec 09 01:53:49 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","23","100% (50/50)","100% (50/50)","100% (50/50)","He was criticized for placing pressure on other GOP senators to block a bill on his behalf to extend the national debt limit instead of being more vocal himself.","Ted Cruz","nov-pre","0.958507687","3","5","3","1"
"3LN50BUKPVPB1AFJ0ECMQU2T4SKPL0","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","31JLPPHS2V8FNQBM5B09USY52173OB","A3MCS8WQWZ34RN","Approved","Tue Dec 09 01:44:48 GMT 2014","Tue Dec 09 01:45:22 GMT 2014","Tue Dec 09 01:45:22 PST 2014","Mon Dec 08 21:37:06 PST 2014","","","34","100% (4/4)","100% (4/4)","100% (4/4)","Walsh is considered a frontrunner in the 2014 senatorial election.","John Walsh","july","0.239422971","7","3","6","1"
"3LN50BUKPVPB1AFJ0ECMQU2T4SKPL0","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","36AHBNMV1SQPZWHL4NFJ9SIJ7OXYDH","AYXRX78MS7V66","Approved","Tue Dec 09 02:13:29 GMT 2014","Tue Dec 09 02:13:50 GMT 2014","Tue Dec 09 02:13:50 PST 2014","Mon Dec 08 21:37:06 PST 2014","","","21","100% (48/48)","100% (48/48)","100% (48/48)","Walsh is considered a frontrunner in the 2014 senatorial election.","John Walsh","july","0.239422971","4","1","4","1"
"3LN50BUKPVPB1AFJ0ECMQU2T4SKPL0","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","37C0GNLMHGHNGC7FY4KRQ1YQ8E56DQ","A3HB9PPUZU565U","Approved","Tue Dec 09 02:12:49 GMT 2014","Tue Dec 09 02:13:24 GMT 2014","Tue Dec 09 02:13:24 PST 2014","Mon Dec 08 21:37:07 PST 2014","","","35","100% (51/51)","100% (50/50)","100% (50/50)","Walsh is considered a frontrunner in the 2014 senatorial election.","John Walsh","july","0.239422971","4","5","4","1"
"3LN50BUKPVPB1AFJ0ECMQU2T4SKPL0","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3KAKFY4PGVG5R40J7GN4AV2JQSD3IL","A667L63P4M8NO","Approved","Tue Dec 09 02:33:41 GMT 2014","Tue Dec 09 02:33:54 GMT 2014","Tue Dec 09 02:33:54 PST 2014","Mon Dec 08 21:37:07 PST 2014","","","13","100% (50/50)","100% (50/50)","100% (50/50)","Walsh is considered a frontrunner in the 2014 senatorial election.","John Walsh","july","0.239422971","6","4","4","1"
"3LN50BUKPVPB1AFJ0ECMQU2T4SKPL0","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3UJ1CZ6IZI3XZXQJQB5BTU6QDM45S3","A37JD0XUZHQYRC","Approved","Tue Dec 09 02:22:00 GMT 2014","Tue Dec 09 02:22:23 GMT 2014","Tue Dec 09 02:22:23 PST 2014","Mon Dec 08 21:37:07 PST 2014","","","23","100% (50/50)","100% (50/50)","100% (50/50)","Walsh is considered a frontrunner in the 2014 senatorial election.","John Walsh","july","0.239422971","4","6","4","1"
"3EKZL9T8Y80QLPNP4OBIE2AFOSWCH2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:47 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:47 GMT 2014","","","3FPRZHYEPZLADAKJ6NMNPKSDYU6V37","A80VSGAD9H8VE","Approved","Tue Dec 09 02:08:35 GMT 2014","Tue Dec 09 02:08:56 GMT 2014","Tue Dec 09 02:08:56 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","21","100% (50/50)","100% (50/50)","100% (50/50)","Kevin Wade criticized him for being overly partisan and for making a comment about how Americans should focus more on Ebola deaths in West Africa than on those in the States.","Chris Coons","nov-pre","0.959464341","2","7","2","1"
"3EKZL9T8Y80QLPNP4OBIE2AFOSWCH2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:47 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:47 GMT 2014","","","3RGU30DZTBM281SZVGDJIVQP3YKMJX","A18TCR555RWUZV","Approved","Tue Dec 09 02:58:10 GMT 2014","Tue Dec 09 03:00:03 GMT 2014","Tue Dec 09 03:00:03 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","113","100% (7/7)","100% (7/7)","100% (7/7)","Kevin Wade criticized him for being overly partisan and for making a comment about how Americans should focus more on Ebola deaths in West Africa than on those in the States.","Chris Coons","nov-pre","0.959464341","3","5","3","1"
"3EKZL9T8Y80QLPNP4OBIE2AFOSWCH2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:47 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:47 GMT 2014","","","3S0TNUHWKUWAKQQ3RJHPAFUHE9X8DG","A667L63P4M8NO","Approved","Tue Dec 09 02:45:02 GMT 2014","Tue Dec 09 02:45:19 GMT 2014","Tue Dec 09 02:45:19 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","17","100% (50/50)","100% (50/50)","100% (50/50)","Kevin Wade criticized him for being overly partisan and for making a comment about how Americans should focus more on Ebola deaths in West Africa than on those in the States.","Chris Coons","nov-pre","0.959464341","3","5","6","1"
"3EKZL9T8Y80QLPNP4OBIE2AFOSWCH2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:47 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:47 GMT 2014","","","3S96KQ6I9NITIAIRUHSK1BQ4SMKDTC","AKFWAW2AJ5DOQ","Approved","Tue Dec 09 02:59:16 GMT 2014","Tue Dec 09 02:59:41 GMT 2014","Tue Dec 09 02:59:41 PST 2014","Mon Dec 08 21:37:24 PST 2014","","","25","100% (24/24)","100% (24/24)","100% (24/24)","Kevin Wade criticized him for being overly partisan and for making a comment about how Americans should focus more on Ebola deaths in West Africa than on those in the States.","Chris Coons","nov-pre","0.959464341","3","4","4","1"
"3EKZL9T8Y80QLPNP4OBIE2AFOSWCH2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:47 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:47 GMT 2014","","","3YMU66OBIOM6PL1NWDC3TDQDUK3GHD","A1GGOZPHYU0OC0","Approved","Tue Dec 09 02:47:19 GMT 2014","Tue Dec 09 02:47:54 GMT 2014","Tue Dec 09 02:47:54 PST 2014","Mon Dec 08 21:37:25 PST 2014","","","35","100% (50/50)","100% (49/49)","100% (49/49)","Kevin Wade criticized him for being overly partisan and for making a comment about how Americans should focus more on Ebola deaths in West Africa than on those in the States.","Chris Coons","nov-pre","0.959464341","3","5","4","1"
"3UQ1LLR26AM4E69HBVUP0ZDY56LAL6","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","34PGFRQONPPYDDMDZIJ6RTSG10SJWF","A21IFZJ0EDKM4E","Approved","Tue Dec 09 01:47:03 GMT 2014","Tue Dec 09 01:47:26 GMT 2014","Tue Dec 09 01:47:26 PST 2014","Mon Dec 08 21:37:07 PST 2014","","","23","100% (50/50)","100% (50/50)","100% (50/50)","Senate candidate Nels Mitchell criticized Risch for not working with Democrats on issues in order to get legislation passed.","Jim Risch","nov-pre","0.240660663","3","5","2","1"
"3UQ1LLR26AM4E69HBVUP0ZDY56LAL6","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","37TRT2X24R56PAO24RNA4FFVRZHBJY","A1GKTC682SWY23","Approved","Tue Dec 09 03:00:14 GMT 2014","Tue Dec 09 03:00:49 GMT 2014","Tue Dec 09 03:00:49 PST 2014","Mon Dec 08 21:37:08 PST 2014","","","35","100% (33/33)","100% (33/33)","100% (33/33)","Senate candidate Nels Mitchell criticized Risch for not working with Democrats on issues in order to get legislation passed.","Jim Risch","nov-pre","0.240660663","3","5","3","1"
"3UQ1LLR26AM4E69HBVUP0ZDY56LAL6","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3HUTX6F6VV1Q28F31BM4BITDWNC2O4","A3KOVCQYR8K3HY","Approved","Tue Dec 09 02:43:03 GMT 2014","Tue Dec 09 02:43:39 GMT 2014","Tue Dec 09 02:43:39 PST 2014","Mon Dec 08 21:37:08 PST 2014","","","36","100% (31/31)","100% (31/31)","100% (31/31)","Senate candidate Nels Mitchell criticized Risch for not working with Democrats on issues in order to get legislation passed.","Jim Risch","nov-pre","0.240660663","3","5","3","1"
"3UQ1LLR26AM4E69HBVUP0ZDY56LAL6","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:58 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:58 GMT 2014","","","3IGI0VL648YMRU4WNUKO36WB7I0ONE","A1JFZ5EX06Y8YV","Approved","Tue Dec 09 02:18:42 GMT 2014","Tue Dec 09 02:19:18 GMT 2014","Tue Dec 09 02:19:18 PST 2014","Mon Dec 08 21:37:08 PST 2014","","","36","100% (35/35)","100% (35/35)","100% (35/35)","Senate candidate Nels Mitchell criticized Risch for not working with Democrats on issues in order to get legislation passed.","Jim Risch","nov-pre","0.240660663","2","5","3","1"
