"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
255,"C","C","A",3,"OH",3,5,5,2,,,,,,,-9,,,,,,,,1,"CYCLICAL",2,4,4,4,4,4,4,4,4,"ZERO",1,3,98,1,4,-9,-9,4,4,4,98,3,2,2,98,98,1,1,1,2,,3,4,2,2,5,1,"10/19/2016 5:58:25",0.53
256,"C","D","C",3,"GA",2,5,5,98,,,,,,,-9,,,,,,,,,,,,,,1,2,1,1,1,"NOT SURE",98,4,2,2,-9,-9,4,1,3,4,4,98,4,1,1,1,3,1,2,1,2,2,1,1,4,2,1,"10/19/2016 5:58:03",1.55
257,"C","D","A",2,"TN",2,2,5,1,1,3,"RESEARCH",4,4,2,-9,2,4,2,2,4,2,1,,,,,,,4,4,4,1,1,"ZERO",1,4,4,98,1,-9,-9,1,1,4,98,1,4,1,1,1,1,2,1,1,1,3,5,2,3,6,2,"10/19/2016 6:08:01",1.29
258,"C","C","B",1,"FL",2,5,5,98,,,,,,,-9,,,,,,,,,,,,,,98,2,1,2,4,"ZERO",1,4,4,98,-9,2,-9,1,1,1,2,98,4,2,3,1,1,1,1,2,,2,1,2,3,,1,"10/19/2016 6:08:40",0.66
259,"C","C","B",3,"CT",1,2,4,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"$10.00",2,1,4,2,-9,4,-9,1,2,4,2,2,3,2,3,2,1,4,1,2,,4,1,2,2,6,2,"10/19/2016 6:09:35",0.94
260,"C","D","A",4,"IN",3,2,2,1,1,3,"NOT SURE",10,3,1,1,98,2,3,4,2,3,3,,,,,,,98,3,98,3,98,"ZERO",1,98,4,98,2,-9,-9,1,2,4,3,2,3,1,98,2,3,2,1,,,2,1,4,3,,1,"10/19/2016 6:11:17",0.47
261,"C","C","A",4,"PA",1,5,1,1,1,1,"EVIDENCE",4,2,1,1,1,1,2,2,2,2,2,,,,,,,2,1,2,1,1,"$25.00",2,4,4,4,1,-9,-9,1,2,2,3,98,4,3,3,1,2,4,1,1,2,2,1,1,5,3,2,"10/19/2016 6:22:06",0.9
262,"C","D","B",4,"WV",2,2,2,1,2,1,"POLLUTION",8,3,2,-9,2,2,2,2,4,3,3,,,,,,,3,3,3,1,1,"ZERO",1,2,2,3,-9,2,-9,3,4,2,4,2,4,4,2,1,3,3,1,6,,3,1,1,4,2,1,"10/19/2016 6:26:41",0.45
263,"C","C","B",2,"NY",1,5,1,1,1,2,"VOLCANOS ERUPTING AND FOSSIL FUELS",10,1,1,1,1,2,2,3,3,2,2,,,,,,,4,2,4,1,1,"$100.00",3,1,4,2,-9,1,-9,4,1,4,2,3,2,3,2,4,3,4,1,1,1,2,2,4,2,2,1,"10/19/2016 6:27:04",0.97
264,"C","C","C",2,"FL",2,5,5,1,1,2,"FLUCTUATING TEMPS THRUGHOUT THE US",2,2,1,98,1,1,98,1,4,4,1,,,,,,,2,4,1,1,3,"NOT SURE",98,3,4,98,-9,-9,4,1,2,3,2,98,98,1,2,3,98,2,9,2,,3,1,2,2,4,2,"10/19/2016 6:27:27",3.07
265,"C","D","A",5,"NY",1,1,1,1,2,3,"WEATHER",3,2,1,1,1,2,2,3,1,4,3,,,,,,,3,3,3,3,3,"ZERO",1,1,2,4,2,-9,-9,1,1,3,3,2,3,2,3,3,3,2,5,6,,2,1,98,3,1,1,"10/19/2016 6:28:06",1.47
266,"C","C","B",2,"WV",2,5,4,1,2,1,"MEDIA",6,3,2,-9,2,1,3,2,4,1,2,,,,,,,4,4,4,4,4,"NOT MUCH MORE",98,4,2,4,-9,4,-9,1,98,4,4,1,4,1,4,1,3,1,1,2,,5,5,4,1,,1,"10/19/2016 6:29:16",0.83
267,"C","C","B",3,"MD",2,5,2,1,1,2,"ITS JUST WARMER",2,2,1,1,1,1,1,1,1,2,1,,,,,,,3,3,3,3,3,"ZERO",1,2,2,3,-9,2,-9,2,2,4,3,3,3,2,98,3,2,1,1,98,,3,1,1,4,,2,"10/19/2016 6:29:28",1.04
268,"C","D","B",1,"NY",1,1,2,1,1,3,"SUN IS CLOSER TO THE EARTH",10,2,1,1,1,1,1,1,1,2,1,,,,,,,98,3,2,2,2,"ZERO",1,3,2,3,-9,4,-9,2,2,2,3,2,3,2,98,1,3,1,9,2,,2,1,4,5,2,1,"10/19/2016 6:30:16",2.3
269,"C","C","C",1,"TX",2,5,3,2,,,,,,,-9,,,,,,,,1,"EARTH  GOES NATURAL CYCLES",2,1,98,4,4,4,4,4,4,"ZERO",1,3,4,2,-9,-9,4,2,4,4,2,2,2,1,1,4,1,1,1,1,1,4,3,2,1,,1,"10/19/2016 6:35:31",0.58
270,"C","D","C",2,"IL",3,2,1,1,1,1,"I AM AN ENVIROMENTAL STUDENT EVERY YEAR HAS BEEN WARMER THAN THE YEAR BEFOR",2,1,1,1,1,1,1,1,3,1,1,,,,,,,1,1,1,1,3,"NOT SURE",98,2,4,2,-9,-9,1,2,1,1,2,2,3,1,1,1,2,3,5,5,,4,5,1,4,5,2,"10/19/2016 6:46:41",1.92
271,"C","C","B",2,"OH",3,3,5,2,,,,,,,-9,,,,,,,,3,"NOTHING",8,4,4,3,4,4,2,3,2,"$100.00",3,1,4,4,-9,4,-9,2,2,1,3,3,3,4,4,1,2,4,1,2,,4,1,4,3,2,1,"10/19/2016 6:40:45",0.89
272,"C","D","B",1,"MD",2,1,4,1,2,2,"READ A LITTLE BIT",6,2,2,-9,1,1,1,2,4,2,1,,,,,,,2,2,2,1,1,"NOT SURE",98,2,3,2,-9,2,-9,2,2,1,3,2,4,3,4,3,2,3,2,7,,3,5,4,2,3,1,"10/19/2016 6:47:10",1.53
273,"C","C","A",1,"NY",1,1,2,1,1,1,"HUMAN ACTIVITY",8,2,1,1,1,1,1,1,2,1,1,,,,,,,1,1,1,1,1,"$30.00",2,98,4,98,98,-9,-9,1,1,1,4,1,4,1,4,1,2,4,1,2,,2,1,,2,2,2,"10/19/2016 6:46:41",1.08
274,"C","C","B",3,"IN",3,5,2,1,1,1,"DOESN'T GET AS COLD AS IT USED TO IN THE WINTER",2,1,1,1,1,1,2,1,1,3,1,,,,,,,1,3,2,2,98,"NOT SURE",98,3,3,2,-9,4,-9,2,3,1,98,2,2,3,2,4,1,98,1,1,1,1,1,,,1,2,"10/19/2016 6:48:34",1.41
275,"C","C","C",3,"CO",4,5,3,2,,,,,,,-9,,,,,,,,1,"CONFLICTING DATA BETWEEN GROUPS",3,2,3,1,4,4,4,4,4,"ZERO",1,2,4,2,-9,-9,4,2,4,4,98,2,1,1,98,2,3,1,1,1,1,3,1,2,1,5,1,"10/19/2016 6:51:28",0.53
276,"C","D","C",3,"IL",3,5,5,1,1,2,"ACTUAL READINGS",6,3,1,1,98,1,3,3,3,2,4,,,,,,,2,2,1,1,1,"NOT SURE",98,1,2,2,-9,-9,4,1,1,2,4,98,4,2,2,1,98,4,1,1,1,5,5,4,3,5,1,"10/19/2016 6:51:50",0.43
277,"C","C","B",3,"FL",2,1,1,1,2,2,"POLLUTION",8,2,1,2,2,3,2,3,4,1,1,,,,,,,3,1,1,1,1,"$100.00",3,3,3,3,-9,4,-9,2,3,3,3,2,3,1,2,2,3,3,1,2,,2,1,98,98,3,1,"10/19/2016 6:58:06",0.68
278,"C","B","A",3,"TX",2,2,5,1,1,98,"NOT  SURE",10,1,1,1,1,2,1,2,2,2,1,,,,,,,2,2,2,2,3,"$20.00",2,1,4,2,4,-9,-9,2,2,4,3,2,3,1,2,3,3,2,2,1,2,2,1,4,3,1,2,"10/19/2016 7:25:24",2.02
279,"C","B","B",3,"WA",4,5,2,1,1,1,"TRAVELING  THE UNITED STATES OBSERVATION",2,2,1,1,1,1,3,1,1,1,1,,,,,,,1,1,1,4,4,"$100.00",3,3,2,4,-9,1,-9,1,2,1,4,98,98,1,98,98,98,1,1,6,,3,5,1,4,4,1,"10/19/2016 7:32:57",0.73
280,"C","A","B",4,"VA",2,1,3,1,2,2,"WARMER",2,2,1,1,98,2,2,1,3,1,2,,,,,,,98,98,98,2,3,"ZERO",1,2,98,2,-9,2,-9,2,2,98,3,98,98,2,98,2,98,2,2,1,2,3,1,4,4,4,2,"10/19/2016 7:35:09",1.83
281,"C","A","C",3,"OR",4,5,5,98,,,,,,,-9,,,,,,,,,,,,,,2,3,1,1,1,"NOT SURE",98,98,4,4,-9,-9,4,1,1,1,3,98,4,98,98,1,98,4,1,2,,4,5,2,3,6,2,"10/19/2016 7:39:50",0.94
282,"C","B","A",4,"CA",4,5,5,2,,,,,,,-9,,,,,,,,2,"I HAVENT SEEN THE EVIDENCE",3,1,,4,4,4,4,4,4,"ZERO",1,4,4,4,4,-9,-9,98,4,4,98,2,2,1,2,2,3,1,1,1,1,3,3,2,1,1,1,"10/19/2016 7:39:54",0.51
283,"C","A","C",3,"OK",2,5,5,2,,,,,,,-9,,,,,,,,1,"57 YEARS TEMPS CHANGE LIKE PEOPLE IN CYCLE",2,4,4,4,4,4,4,4,4,"ZERO",1,4,4,4,-9,-9,4,4,4,4,98,4,1,2,1,4,1,1,1,5,,3,5,1,1,4,1,"10/19/2016 7:42:24",0.73
284,"C","B","A",2,"FL",2,1,3,1,1,1,"WEATHER ISSUES",3,1,1,1,1,1,1,3,2,2,1,,,,,,,2,2,2,2,2,"DEPENDS ON HIS SALARY",98,2,2,2,2,-9,-9,2,2,2,3,2,3,2,3,2,2,1,9,1,2,2,5,4,4,1,1,"10/19/2016 7:46:06",2.66
285,"C","B","C",3,"FL",2,1,2,1,3,2,"TEMPS CHANGING FROM YEAR TO YEAR",2,3,2,-9,2,3,1,4,1,3,2,,,,,,,4,4,2,3,4,"NOT SURE",98,4,2,4,-9,-9,4,4,4,4,4,4,98,4,98,3,1,1,1,2,,4,1,2,2,6,1,"10/19/2016 7:47:10",0.53
286,"C","A","C",1,"WI",3,5,2,1,1,1,"MELTING ICE",1,1,1,1,1,1,1,1,1,2,1,,,,,,,2,1,2,1,4,"ZERO",1,1,4,2,-9,-9,3,1,4,3,98,2,3,2,98,1,2,1,10,5,,5,1,,3,5,1,"10/19/2016 7:51:32",0.6
287,"C","B","B",1,"CA",4,98,98,1,1,3,"WEATHER",3,1,1,1,1,1,98,4,2,1,2,,,,,,,1,1,1,1,1,"$30.00",2,98,3,1,-9,1,-9,1,2,4,4,98,2,1,98,1,3,3,1,,,4,4,4,4,5,2,"10/19/2016 7:55:40",0.89
288,"C","A","B",2,"MD",2,5,3,1,2,1,"FAMINE",10,2,1,1,1,3,1,2,2,1,1,,,,,,,1,2,1,1,2,"$25.00",2,1,3,3,-9,2,-9,2,1,3,98,2,98,2,98,2,2,3,2,1,98,5,3,4,3,6,1,"10/19/2016 7:57:57",1.66
289,"C","B","A",1,"GA",2,5,2,1,1,3,"SCIENTIFIC EVIDENCE",4,1,1,1,1,2,2,2,2,2,1,,,,,,,4,2,2,3,1,"ZERO",1,4,4,2,2,-9,-9,2,2,98,4,1,4,98,4,1,98,1,1,2,,3,5,2,1,5,2,"10/19/2016 8:04:21",0.94
290,"C","A","C",1,"MN",3,1,1,98,,,,,,,-9,,,,,,,,,,,,,,4,4,2,2,4,"NOT SURE",98,2,4,3,-9,-9,4,2,2,4,4,3,4,1,2,1,3,3,1,7,,3,5,2,2,3,1,"10/19/2016 8:04:46",0.65
291,"C","B","A",3,"SC",2,5,5,1,1,1,"POLAR ICE CAPS MELTING",1,2,1,1,1,2,3,2,4,1,4,,,,,,,2,1,1,1,4,"$50-100",3,1,3,1,1,-9,-9,1,1,1,4,1,2,1,2,1,2,4,1,6,,2,2,2,3,4,1,"10/19/2016 8:06:23",0.76
292,"C","B","C",3,"WI",3,1,2,1,1,1,"CUTTING DOWN TREES OVER DEVELOPMENT",8,2,1,1,1,2,2,1,2,4,1,,,,,,,4,4,1,4,4,"ZERO",1,2,4,4,-9,-9,4,2,1,4,4,4,4,1,4,2,3,1,1,2,,5,5,1,4,3,2,"10/19/2016 8:08:32",0.96
293,"C","B","B",2,"FL",2,1,1,1,1,1,"ANIMALS WE EAT KILL US IN LONG RUN  WE WILL RUN OUT OF EARTH",10,1,1,1,1,1,1,3,4,2,2,,,,,,,1,1,2,1,1,"DEPENDS $20 TO 50, WHATEV",2,1,4,1,-9,1,-9,1,1,1,3,1,4,1,4,1,3,2,9,98,,3,5,4,5,3,2,"10/19/2016 8:11:33",2.99
294,"C","B","C",3,"MO",3,2,5,1,1,3,"SCIENTIFIC EVIDENCE",4,1,1,1,2,1,1,3,2,3,2,,,,,,,3,4,1,1,3,"NOT SURE",98,1,4,4,-9,-9,4,1,1,1,4,1,4,1,98,1,2,1,10,6,,3,1,4,3,3,1,"10/19/2016 8:11:34",0.82
295,"C","A","A",3,"MO",3,1,2,1,1,1,"NOT BEING RESPONSIBLE",10,1,1,1,1,1,1,1,2,2,1,,,,,,,1,2,2,2,2,"$100.00",3,2,4,3,2,-9,-9,2,2,1,4,2,3,1,2,1,2,3,1,6,,3,1,4,2,2,2,"10/19/2016 8:13:35",1.05
296,"C","B","B",4,"MN",3,5,2,1,1,2,"WEATHER",3,4,2,-9,2,4,4,4,2,3,1,,,,,,,4,4,4,4,4,"ZERO",1,4,1,1,-9,4,-9,4,4,4,98,4,1,2,98,1,1,1,1,6,,3,5,4,1,,1,"10/19/2016 8:13:54",0.44
297,"C","A","A",1,"CA",4,2,2,1,1,1,"THE WARMER WEATHER",2,1,1,1,1,1,3,1,1,1,1,,,,,,,2,2,2,1,2,"$8.00",2,3,3,3,2,-9,-9,1,1,1,4,2,3,1,3,1,2,6,1,98,,4,5,4,3,5,1,"10/19/2016 8:26:12",0.48
298,"C","B","A",4,"WV",2,1,5,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,2,2,3,3,-9,-9,3,1,4,1,98,1,1,1,4,3,5,1,1,2,4,1,2,3,4,1,"10/19/2016 8:29:23",0.49
299,"C","A","A",4,"MS",2,3,1,2,,,,,,,-9,,,,,,,,3,"NOTHING",8,4,3,4,4,2,2,2,2,"$100.00",3,4,4,4,4,-9,-9,3,4,2,98,98,98,98,98,2,3,3,1,2,,4,1,2,1,4,1,"10/19/2016 8:42:37",0.49
300,"C","B","B",3,"CA",4,5,98,98,,,,,,,-9,,,,,,,,,,,,,,98,98,98,98,98,"ZERO",1,4,4,4,-9,4,-9,1,1,2,4,2,3,1,3,2,98,1,1,6,,3,5,2,2,5,1,"10/19/2016 8:45:39",0.53
301,"C","A","C",2,"TX",2,2,5,2,,,,,,,-9,,,,,,,,2,"ANTARTICA IS GETTING BIGGER (SOUTH POLE)",5,4,4,4,3,2,2,2,3,"ZERO",1,3,3,3,-9,-9,4,3,2,4,3,3,3,2,3,2,1,1,1,1,1,2,1,3,1,5,1,"10/19/2016 8:50:23",0.86
302,"C","B","C",2,"CA",4,2,2,1,1,1,"HOTTER  AND DRYER THAN EVER",2,2,1,1,1,1,2,1,1,3,1,,,,,,,98,2,1,1,1,"ZERO",1,1,3,3,-9,-9,4,1,98,98,4,98,4,1,98,1,3,1,1,,,2,1,2,3,3,1,"10/19/2016 8:50:29",0.98
303,"C","A","C",1,"CA",4,1,1,1,1,1,"WEATHER",3,1,1,1,1,2,1,1,2,2,1,,,,,,,1,1,1,1,2,"$20.00",2,1,3,3,-9,-9,2,2,2,3,2,2,2,1,2,3,2,1,1,6,,4,1,3,3,5,1,"10/20/2016 4:13:30",0.48
304,"C","B","C",2,"CA",4,2,3,1,1,2,"WARMER SEASONAL TEMPERATURES",2,1,1,1,1,1,1,1,1,1,1,,,,,,,4,4,2,2,4,"ZERO",1,4,4,2,-9,-9,2,1,4,3,4,2,4,2,2,1,3,1,1,6,,2,1,4,3,2,2,"10/20/2016 4:15:48",1.38
305,"C","A","B",1,"VA",2,1,1,1,1,1,"HUMAN FACTOR",8,1,1,1,1,1,1,3,1,4,1,,,,,,,3,4,3,1,1,"$20.00",2,1,3,4,-9,3,-9,2,2,3,3,3,3,2,3,1,2,2,1,6,,2,5,3,3,5,1,"10/20/2016 4:20:21",0.56
306,"C","B","C",3,"CA",4,1,2,1,1,98,"WARMER WINTERS",2,1,1,1,2,1,1,1,1,2,1,,,,,,,4,4,2,4,4,"ZERO",1,3,4,2,-9,-9,4,2,4,4,98,2,2,2,2,2,3,1,2,1,2,4,1,2,1,2,2,"10/20/2016 4:36:59",1.88
307,"C","A","C",4,"CA",4,5,5,1,1,1,"RESEARCH DONE BY READING AND STUDYING BECAUSE SHE IS A SCIENTIST",4,2,2,-9,2,2,4,3,2,2,2,,,,,,,4,3,3,3,4,"ZERO",1,4,4,1,-9,-9,1,1,2,2,2,1,2,1,3,1,2,6,1,6,,5,4,1,4,3,2,"10/20/2016 4:37:40",0.77
308,"C","B","B",4,"UT",4,1,5,2,,,,,,,-9,,,,,,,,1,"CYCLES",2,4,4,4,4,4,4,1,4,"ZERO",1,4,98,98,-9,4,-9,4,98,4,2,3,3,2,1,1,98,1,10,1,98,4,1,2,3,,2,"10/20/2016 4:43:54",0.97
309,"C","B","A",4,"OR",4,5,2,1,1,3,"READ, SEEN ON TV",6,2,1,1,1,1,2,1,2,2,2,,,,,,,2,3,1,2,98,"ZERO",1,3,2,3,4,-9,-9,2,2,2,2,98,2,1,2,2,2,1,1,2,,5,1,4,3,,1,"10/20/2016 4:44:36",0.34
310,"C","A","A",4,"CO",4,5,5,1,1,2,"FROM WHAT I READ",6,1,1,2,1,2,2,2,3,1,1,,,,,,,2,1,2,2,2,"ZERO",1,2,2,2,2,-9,-9,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,1,3,,1,"10/20/2016 4:50:40",0.47
311,"C","B","C",2,"AZ",4,4,4,1,1,1,"WEATHER TEMP IS INCREASING",3,2,1,1,1,1,1,1,1,1,3,,,,,,,1,1,1,1,1,"$16.00",2,1,4,4,-9,-9,4,1,1,4,3,2,3,1,4,1,2,1,2,2,,3,1,4,4,4,1,"10/20/2016 4:52:55",1.91
312,"C","A","A",2,"CA",4,5,5,1,1,1,"POLLUTION BURNING FOSSIL FUELS",8,3,1,1,1,1,3,2,4,2,1,,,,,,,1,2,2,1,4,"ZERO",1,2,3,3,1,-9,-9,1,2,1,3,2,3,2,2,1,2,3,10,,,2,5,3,5,3,1,"10/20/2016 4:54:27",1.15
313,"C","C","A",2,"AR",2,3,2,98,,,,,,,-9,,,,,,,,,,,,,,1,1,1,1,1,"10 PERCENT",7,4,4,4,1,-9,-9,1,1,2,4,1,4,1,4,1,2,4,1,1,2,2,1,1,2,2,1,"10/20/2016 9:09:54",0.97
314,"C","C","A",2,"NM",4,3,1,1,2,2,"DIFFERENT KINDS OF WEATHER",3,2,2,-9,2,2,2,2,2,2,1,,,,,,,2,3,2,2,2,"ZERO",1,3,3,3,3,-9,-9,3,3,3,2,2,2,2,2,3,2,1,9,2,,1,5,1,3,1,2,"10/20/2016 9:11:45",3.34
315,"C","D","B",1,"MO",3,3,3,98,,,,,,,-9,,,,,,,,,,,,,,3,4,1,1,3,"$10.00",2,3,4,2,-9,2,-9,3,2,2,4,2,3,1,3,1,3,3,1,6,,2,5,3,2,2,2,"10/20/2016 9:19:16",1.08
316,"C","C","B",1,"UT",4,2,2,1,1,1,"HUMAN FACTORS",8,1,2,-9,2,3,1,3,2,3,2,,,,,,,3,4,2,1,2,"$20.00",2,3,4,2,-9,1,-9,1,3,4,3,3,1,3,3,1,2,3,1,6,,2,5,2,3,1,2,"10/20/2016 9:25:35",1.14
317,"C","D","C",1,"NE",3,5,5,1,2,2,"REPORTS IN THE MEDIA",6,2,2,-9,2,2,4,4,4,4,4,,,,,,,4,3,3,3,2,"5 TO 10 PERCENT",7,2,2,1,-9,-9,3,4,3,3,2,3,1,4,2,4,2,3,1,2,,3,5,2,2,5,1,"10/20/2016 9:26:04",0.53
318,"C","C","C",1,"AL",2,1,5,1,1,1,"HIGHER RECORD BREAKING TEMPERATURES",2,2,1,1,1,2,1,1,1,2,1,,,,,,,1,3,2,1,4,"ZERO",1,2,3,2,-9,-9,1,2,4,2,2,1,98,2,3,1,98,1,2,1,1,2,1,1,1,3,1,"10/20/2016 9:27:16",1.56
319,"C","D","A",3,"CA",4,1,1,1,3,1,"TOO MANY CARS",8,1,2,-9,2,2,1,3,4,1,3,,,,,,,3,2,2,3,3,"ZERO",1,4,1,3,3,-9,-9,1,3,1,1,4,1,1,4,2,3,1,10,1,2,1,1,4,3,1,1,"10/20/2016 9:27:22",1.17
320,"C","D","B",1,"IN",3,5,5,2,,,,,,,-9,,,,,,,,3,"POLITICIAL EFFORTS",7,4,4,4,98,98,4,4,4,"ZERO",1,4,4,4,-9,4,-9,4,4,4,4,4,4,1,3,2,3,1,1,6,,2,4,4,3,6,1,"10/20/2016 9:30:44",0.61
321,"C","C","C",1,"MO",3,3,2,1,2,1,"POLLUTION",8,2,1,1,1,3,2,2,3,2,2,,,,,,,1,2,2,2,1,"$100.00",3,1,1,2,-9,-9,1,1,2,2,3,2,2,2,2,2,3,2,2,6,,2,5,4,3,1,2,"10/20/2016 9:36:38",2.02
322,"C","D","C",3,"CA",4,1,2,1,1,1,"FACTORIES, CARS, AIR POLLUTION",8,1,1,1,1,1,1,1,1,1,1,,,,,,,2,2,2,4,4,"ZERO",1,1,4,2,-9,-9,3,2,4,3,3,2,3,3,2,2,2,1,1,2,,2,1,1,1,4,1,"10/20/2016 9:43:04",0.76
323,"C","C","A",3,"TX",2,1,1,1,1,1,"CHEMICALS WE USE THAT ARE PUT OFF INTO THE ATMOSPHERE",8,1,1,1,1,1,2,2,3,2,1,,,,,,,4,4,4,4,4,"ZERO",1,1,3,3,3,-9,-9,1,2,3,98,2,3,2,3,2,3,2,1,1,2,2,1,4,3,,1,"10/20/2016 9:43:39",0.66
324,"C","C","C",1,"UT",4,2,2,1,2,3,"LOOKING AT WEATHER PATTERNS",3,3,98,1,1,2,2,2,1,2,1,,,,,,,2,3,2,2,1,"$5.00",2,4,3,2,-9,-9,4,2,2,2,4,3,3,2,1,1,3,2,1,6,,3,5,2,2,2,1,"10/20/2016 9:54:31",0.64
325,"C","D","A",1,"CA",4,1,3,1,1,1,"INCREASED TEMPERATURES RESEARCH THAT I READ",2,1,1,1,2,2,4,4,4,1,1,,,,,,,1,2,1,1,3,"NOT SURE",98,1,4,98,1,-9,-9,1,2,2,2,1,2,2,2,1,3,1,9,7,,2,5,4,3,3,1,"10/20/2016 9:49:01",2.31
326,"C","D","B",4,"LA",2,2,2,1,1,2,"SUMMER IS WARMER AND WINTER COOLER",2,2,1,98,1,2,1,2,2,2,1,,,,,,,3,4,4,4,4,"ZERO",1,4,3,1,-9,3,-9,3,2,2,4,4,4,3,3,1,2,1,2,,,2,1,2,3,2,1,"10/23/2016 10:06:3",1.36
327,"C","B","A",2,"CT",1,2,2,1,2,3,"POSSIBLY THE SPRAYS WE ARE USING",8,2,1,1,98,1,2,2,2,2,2,,,,,,,2,2,2,1,2,"NOT SURE",98,2,3,3,3,-9,-9,98,2,98,98,98,98,98,98,98,98,2,1,2,,4,1,1,2,2,2,"10/23/2016 7:16:29",1.3
328,"C","A","B",2,"SD",3,5,2,2,,,,,,,-9,,,,,,,,2,"NOT SURE",9,4,2,2,2,2,1,1,1,"$100.00",3,1,3,3,-9,4,-9,1,2,3,4,1,1,1,2,1,2,3,1,2,,5,5,4,3,4,2,"10/23/2016 7:21:06",1.34
329,"C","B","A",2,"MN",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,2,2,"ZERO",1,4,1,1,4,-9,-9,2,2,4,1,4,2,1,4,2,3,2,1,6,,4,6,1,4,5,1,"10/23/2016 7:24:58",0.78
330,"C","A","A",4,"MA",1,5,3,2,,,,,,,-9,,,,,,,,1,"HUMAN FACTOR",9,2,4,3,4,4,4,1,4,"ZERO",1,4,4,3,4,-9,-9,4,4,4,1,4,1,3,1,4,1,1,1,6,,5,5,2,1,3,1,"10/23/2016 7:39:13",0.36
331,"C","B","C",4,"MO",3,1,2,98,,,,,,,-9,,,,,,,,,,,,,,98,4,4,98,98,"ZERO",1,4,3,3,-9,-9,4,2,98,3,2,98,3,3,1,4,1,1,1,1,2,2,1,4,3,,2,"10/23/2016 7:39:43",0.88
332,"C","A","A",1,"OK",2,3,5,1,2,2,"MINI ICE AGE",10,3,2,-9,2,3,4,2,4,2,4,,,,,,,3,3,3,4,4,"ZERO",1,3,4,4,2,-9,-9,4,1,1,4,2,4,1,4,1,2,2,10,1,1,5,5,1,3,2,1,"10/23/2016 7:47:46",0.71
333,"C","D","B",1,"MD",2,2,2,1,1,1,"A LOT OF SCIENTIFIC STUDIES",4,1,1,1,1,1,2,2,3,1,1,,,,,,,1,1,1,2,1,"ZERO",1,3,4,3,-9,2,-9,1,1,1,4,2,3,1,3,1,2,5,1,6,,3,5,4,5,4,1,"10/23/2016 7:59:15",0.73
334,"C","C","C",4,"CA",4,3,3,1,2,3,"MORE SMOG",8,1,2,-9,2,1,4,1,1,1,2,,,,,,,3,4,1,1,1,"NOT EVERY MONTH, ON A BUD",1,3,1,3,-9,-9,3,1,1,1,2,98,4,1,4,1,98,2,1,6,,3,5,4,2,3,2,"10/23/2016 8:01:39",0.87
335,"C","D","B",1,"WA",4,3,5,1,1,2,"TV NEWS",6,2,2,-9,1,1,4,2,3,3,2,,,,,,,4,4,4,2,1,"ZERO",1,2,2,4,-9,4,-9,2,2,2,4,1,4,2,2,1,98,2,,6,,3,98,2,2,2,1,"10/23/2016 8:02:50",0.81
336,"C","C","C",1,"FL",2,5,5,2,,,,,,,-9,,,,,,,,3,"NOTHING",8,4,4,4,2,1,1,2,1,"$200.00",4,2,3,3,-9,-9,2,2,2,2,98,98,98,98,98,98,1,3,1,6,,2,1,98,3,1,2,"10/23/2016 8:23:42",1.14
337,"C","C","B",1,"VA",2,2,4,1,1,1,"GLACIERS MELTING",1,3,1,1,1,1,2,3,1,2,1,,,,,,,1,1,1,1,1,"$5.00",2,1,4,1,-9,1,-9,1,1,1,4,1,4,1,98,1,2,2,10,1,2,3,5,,4,1,1,"10/23/2016 8:29:58",0.87
338,"C","C","C",1,"CA",4,2,5,1,1,98,"DROUGHTS",3,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,"ZERO",1,2,2,98,-9,-9,4,1,1,98,4,98,1,1,98,1,3,2,2,1,2,2,5,4,3,2,1,"10/23/2016 8:37:53",1.55
339,"C","D","B",1,"IA",3,1,2,1,1,1,"FACTS",4,2,1,1,1,2,2,2,2,2,1,,,,,,,3,3,2,2,4,"$10.00-$20.00",2,3,4,3,-9,3,-9,1,1,3,4,1,2,1,3,1,2,3,1,2,,3,1,,3,3,1,"10/23/2016 8:32:06",0.65
