"Respnum","sample","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_unipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","gw_sciencelimitimpact","gw_geoengrharm","gw_geoengr","gw_adapt","gw_adapteasy","govt_fed","govt_state","govt_local","gastax_support_v2","gastax_support_fee","captrade_support_limit","captrade_support_cap","electrictax_support_v2","electrictax_support_v3","captrade_support_v1","captrade_rev4renewbls","captrade_rev4debt","carbontax_support","carbontax_rev4renewbls","carbontax_rev4debt_v1","carbontax_rev4inctax","carbontax_revfed_v1","carbontax_revstate","willing2pay_list","intl_support_v1","intl_support_cost","intl_support_china_v1","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
272,"B",12,8,3,"PA",1,2,,,,,,,,,,,,,,,,,1,"ARTICLES DO NOT MATCH CLAIMS",4,2,2,2,2,2,2,2,2,4,2,4,2,4,1,3,3,,2,,2,,2,4,98,4,4,4,,4,,6,1,4,4,4,3,1,1,2,3,2,2,2,3,1,0.63
273,"A",12,8,4,"GA",2,2,,,,,,,,,,,,,,,,,1,"NOT SEEN EVIDENCE",3,1,1,2,1,1,1,1,98,2,98,2,2,2,2,2,2,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,1,1,4,1,2,1,4,1,0.31
274,"A",12,8,2,"IN",3,1,1,2,2,3,"CHANGE OF SNOW PATTERNS AND MOUNTAINS ARE NOT COVE",3,1,2,2,2,3,,1,1,2,2,,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,,2,,1,1,2,2,2,2,,1,,1,4,4,4,1,1,2,,4,1,1,3,2,1,0.84
275,"B",12,8,1,"FL",2,1,1,3,1,1,"MELTING GLACIERS",1,1,3,2,2,,2,2,1,2,2,,,,,,,4,4,3,3,4,2,3,2,2,2,1,1,1,,1,,1,,1,2,1,1,2,2,,2,,1,4,1,2,2,1,1,,,4,2,,,,1,1.49
276,"A",12,8,2,"TX",2,1,1,1,1,1,"POLLUTION",8,2,2,2,2,2,,3,2,2,2,,,,,,,4,4,4,4,4,2,3,2,2,2,1,1,1,1,,1,,1,,1,1,2,2,1,2,,1,,4,1,1,1,3,1,2,,5,1,1,5,4,1,0.79
277,"B",12,8,2,"PA",1,1,2,2,2,2,"WARM WINTERS",2,2,1,3,2,,4,1,2,3,2,,,,,,,3,2,3,3,3,3,2,3,2,2,1,3,3,,2,,1,,2,2,2,2,2,2,,2,,4,1,2,2,2,2,1,2,,5,3,2,2,4,2,0.89
278,"B",12,8,3,"NY",1,2,,,,,,,,,,,,,,,,,2,"CONTROVERSIAL EVIDENCE",5,4,1,1,1,3,2,1,2,3,98,98,3,3,2,2,98,,2,,1,,2,2,3,3,4,4,,4,,6,1,4,4,4,3,1,1,1,5,2,2,3,6,2,0.31
279,"B",12,8,2,"FL",2,2,,,,,,,,,,,,,,,,,3,"NOT SURE",9,2,3,2,1,2,1,1,2,2,2,2,3,3,1,2,3,,2,,2,,2,3,2,3,3,3,,3,,1,5,4,4,4,1,1,1,,5,5,2,1,6,1,0.79
280,"A",12,8,2,"OH",3,1,2,1,3,3,"CLASSES IN COLLEGE",4,3,3,3,3,3,,4,1,2,2,,,,,,,2,1,3,1,1,2,2,2,4,4,2,2,2,2,,1,,2,,1,1,1,4,2,1,,3,,5,4,4,4,3,1,2,,4,5,1,3,3,1,0.84
281,"A",12,8,1,"MO",3,1,1,1,1,1,"MELTING ICE CAPS",1,1,4,2,1,1,,1,1,1,1,,,,,,,4,4,4,3,4,4,2,4,4,4,1,1,2,2,,2,,1,,2,2,2,1,2,2,,1,,5,2,2,1,1,1,98,,4,5,1,5,,2,1.59
282,"A",12,8,4,"FL",2,1,1,1,1,1,"READING",6,1,1,1,1,1,,2,1,1,1,,,,,,,4,4,4,4,3,98,2,98,2,2,1,1,1,1,,98,,1,,98,1,2,2,2,2,,98,,3,1,1,1,3,1,7,,5,1,1,4,5,2,0.36
283,"B",12,8,4,"WV",2,1,1,3,3,1,"WARMER ALL WINTER",2,4,2,2,1,,98,2,2,1,1,,,,,,,4,4,4,1,1,1,4,1,4,1,1,1,1,,2,,1,,2,1,1,1,1,1,,4,,3,2,1,1,4,3,1,1,1,2,1,1,1,4,1,0.8
284,"A",12,8,4,"AZ",4,2,,,,,,,,,,,,,,,,,2,"EARTH HAS BEEN HERE A LONG TIME",2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,3,2,,2,,2,,2,3,3,3,3,98,,98,,98,3,4,4,3,1,2,,2,2,4,1,,2,0.9
285,"B",12,8,4,"IA",3,2,,,,,,,,,,,,,,,,,2,"ONLY GOD KNOWS WHAT IS GOING TO HAPPEN",6,2,2,2,2,2,2,2,98,3,2,3,2,2,3,3,3,,2,,2,,2,3,3,3,3,3,,3,,6,1,4,4,4,2,1,1,1,2,1,2,2,1,2,0.9
286,"B",12,8,3,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,2,98,98,2,98,3,3,2,2,3,,2,,98,,2,98,98,3,4,3,,3,,3,1,3,3,4,3,9,2,,2,1,2,3,,1,3.3
287,"B",12,8,2,"FL",2,1,2,1,1,1,"COLLEGE",4,1,4,4,4,,2,4,1,1,1,,,,,,,4,4,4,4,4,3,98,98,4,2,1,1,1,,1,,2,,1,1,1,1,1,1,,4,,5,2,1,1,1,1,1,6,,5,3,4,4,2,2,0.89
288,"A",12,8,3,"OH",3,1,1,3,2,2,"MILDER WINTERS",2,1,2,2,2,4,,2,2,2,1,,,,,,,4,4,4,4,4,4,3,3,2,4,1,2,2,1,,1,,2,,4,1,1,1,1,4,,1,,3,1,1,1,1,1,1,2,2,2,1,5,3,2,0.85
289,"A",12,8,2,"PA",1,1,2,2,2,2,"READING MATERIAL",6,2,3,2,1,4,,4,2,2,2,,,,,,,2,2,2,2,2,2,98,2,3,3,2,2,2,1,,1,,2,,2,2,1,2,2,2,,5,,,2,2,2,3,1,1,1,3,1,2,2,2,1,1.21
290,"B",12,8,2,"NY",1,1,2,2,2,2,"WARMER WINTERS",2,3,1,1,1,,2,1,3,2,1,,,,,,,4,3,1,3,3,3,2,3,3,3,2,2,2,,2,,2,,2,3,2,3,3,2,,3,,2,2,3,4,4,2,2,6,,3,1,1,3,3,2,1.7
291,"A",12,8,4,"MN",3,2,,,,,,,,,,,,,,,,,1,"FREEZING IN MINNESOTA",1,1,2,2,1,1,2,1,1,4,1,4,3,3,3,3,3,2,,2,,2,,4,4,3,4,4,3,,6,,1,4,4,4,3,1,2,,4,2,2,2,,2,0.41
292,"A",12,8,3,"MI",3,2,,,,,,,,,,,,,,,,,2,"POLITICAL",7,4,1,4,4,4,1,1,4,2,2,2,4,2,3,3,3,2,,2,,2,,4,4,4,4,4,4,,4,,1,4,4,4,1,1,2,,4,5,2,2,5,1,0.26
293,"A",12,8,3,"AK",4,2,,,,,,,,,,,,,,,,,2,"TAKING THE RIGHT MEASURE",3,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,1,98,,98,,2,,2,2,2,2,2,2,,3,,1,2,98,98,1,1,6,,3,1,2,4,,2,0.73
294,"A",12,8,4,"FL",2,98,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,2,2,3,2,2,2,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,1,2,,4,5,4,1,6,1,0.31
295,"B",12,8,4,"NJ",1,1,2,98,2,2,"DATA",4,1,4,3,4,,3,2,4,98,98,,,,,,,3,4,3,3,2,4,3,98,2,2,1,1,2,,2,,1,,2,2,1,1,4,2,,4,,1,3,1,2,4,3,1,1,1,3,1,4,2,4,1,0.68
296,"A",12,8,1,"CA",4,1,1,1,1,1,"NEWS",6,1,1,1,1,1,,1,1,1,1,,,,,,,3,3,2,3,3,3,2,2,3,4,2,2,2,2,,1,,2,,98,2,4,4,4,4,,1,,1,4,4,4,2,1,2,,4,5,4,3,,2,1.59
297,"B",12,8,4,"DC",2,1,1,3,1,1,"SCIENCE",4,1,3,3,2,,2,3,2,1,1,,,,,,,4,4,4,4,4,3,2,2,4,4,1,1,2,,1,,1,,1,1,1,3,1,1,,3,,3,5,1,1,2,1,1,98,,5,5,4,4,6,1,0.26
298,"B",12,8,3,"FL",2,1,2,1,2,2,"WEATHER",3,1,1,2,2,,2,2,1,2,2,,,,,,,4,3,3,3,4,2,4,2,2,2,1,1,1,,2,,1,,1,2,1,2,2,1,,3,,1,2,2,2,2,2,1,2,,2,1,1,4,,2,0.85
299,"B",12,8,4,"IL",3,2,,,,,,,,,,,,,,,,,2,"HAVE SEEN THIS BEFORE",1,1,4,4,2,2,1,2,4,4,1,4,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,1,2,,2,1,1,3,1,2,0.9
300,"A",12,8,2,"TX",2,2,,,,,,,,,,,,,,,,,4,"RECORD POLAR ICE CAPS",9,2,2,1,1,3,1,1,1,4,2,3,2,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,7,,4,5,3,1,6,1,0.84
301,"A",12,8,2,"IN",3,98,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,4,4,2,2,3,2,2,2,,1,,2,,4,4,1,4,2,4,,1,,1,2,4,2,3,1,2,,1,5,2,2,1,1,1.96
302,"B",12,8,3,"MO",3,1,2,1,1,1,"DOCUMENTARIES",6,1,1,1,1,,2,1,1,1,1,,,,,,,4,4,4,2,3,3,98,2,4,4,1,1,1,,2,,1,,2,2,2,4,,,,,,1,3,2,,2,2,9,2,,4,4,2,2,,2,2.91
303,"B",12,8,5,"NY",1,1,1,3,2,4,"NEWS REPORTS",6,1,1,4,3,,4,2,1,1,1,,,,,,,3,3,98,3,3,3,98,2,2,3,2,3,3,,2,,98,,2,2,2,98,3,2,,98,,1,1,2,2,2,2,1,6,,4,2,1,4,6,2,0.54
304,"A",12,8,3,"MS",2,1,1,3,1,1,"SCIENTIFIC DATA",4,1,2,1,2,1,,3,1,2,2,,,,,,,4,4,3,4,4,4,1,4,4,4,1,1,1,2,,1,,2,,1,1,1,3,3,3,,1,,3,1,3,3,2,1,2,,3,1,4,3,2,2,0.73
305,"B",12,8,1,"MO",3,1,2,3,3,3,"WEATHER",3,1,1,98,98,,2,2,4,4,1,,,,,,,4,4,3,3,98,4,98,4,4,4,1,1,1,,2,,1,,2,98,98,98,4,2,,4,,4,1,2,3,98,2,1,98,,2,6,4,2,2,1,1.98
306,"A",12,8,1,"PA",1,2,,,,,,,,,,,,,,,,,1,"IT HAPPENS",8,4,4,4,1,1,1,1,1,4,1,98,1,2,3,3,3,2,,2,,2,,4,4,3,4,4,4,,6,,1,4,4,4,2,1,1,2,5,5,4,3,6,1,1.44
307,"A",12,8,1,"MN",3,98,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,98,3,2,3,98,3,2,2,2,2,,98,,2,,3,98,4,4,3,4,,6,,1,4,4,4,2,,,,4,5,4,2,1,2,1.89
308,"B",12,8,2,"TX",2,1,1,2,3,3,"EVIDENCE N.Y. WAS UNDER ICE",9,4,3,4,4,,4,4,4,4,4,,,,,,,3,2,98,1,1,2,1,1,1,4,2,3,3,,2,,2,,2,4,4,2,4,4,,4,,2,1,4,4,4,3,1,2,,4,5,2,3,6,1,0.84
309,"B",12,8,4,"CA",4,1,4,3,2,2,"NOT SURE",10,2,4,4,2,,98,4,3,3,4,,,,,,,1,2,2,2,1,2,1,4,3,3,2,2,2,,2,,98,,2,2,2,2,2,2,,2,,1,1,2,3,3,2,9,6,,3,5,4,2,,1,3.23
310,"A",12,8,4,"CA",4,1,2,3,1,2,"SCIENTIFIC WRITINGS",4,2,3,2,2,4,,3,2,2,2,,,,,,,2,1,1,1,2,3,4,4,2,2,1,2,3,2,,2,,2,,4,4,4,4,4,4,,1,,2,4,4,4,2,1,1,2,2,1,1,1,4,2,0.9
311,"A",12,8,4,"PA",1,1,1,3,1,1,"WEATHER",3,1,1,2,98,98,,2,1,1,1,,,,,,,4,4,2,4,4,4,98,98,3,4,2,2,2,2,,98,,1,,2,1,2,2,1,2,,1,,3,1,2,2,2,1,1,2,4,2,2,3,,2,0.41
312,"B",12,8,3,"MO",3,2,,,,,,,,,,,,,,,,,1,"JUST DO NOT BELIEVE IT",8,2,2,2,1,1,1,1,1,3,1,98,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,98,,6,1,4,4,4,3,9,2,,3,1,,,,1,3.18
313,"B",12,8,3,"WI",3,2,,,,,,,,,,,,,,,,,2,"UNKNOWN EARTH CYCLES FROM BEGINNING",2,3,2,1,2,1,1,1,1,4,2,2,1,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,1,1,2,5,1,2,1,4,2,0.31
314,"A",12,8,4,"NY",1,98,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,4,1,98,4,1,1,98,98,1,,98,,1,,1,4,4,1,98,1,,1,,98,1,4,4,3,1,2,,2,1,1,3,1,2,0.9
315,"B",12,8,3,"FL",2,1,1,1,1,4,"GETS HOTTER EVERY YEAR",2,1,1,2,4,,1,1,1,1,1,,,,,,,3,2,3,3,1,3,2,3,2,2,1,1,1,,2,,2,,2,4,1,1,2,4,,4,,1,6,1,1,1,2,1,,,2,1,,,1,1,0.75
316,"A",12,8,2,"CA",4,1,1,1,2,2,"NUMBER OF HUGE STORMS",3,2,3,3,1,3,,3,3,2,1,,,,,,,3,3,1,2,3,3,3,2,3,2,1,1,1,2,,2,,2,,3,3,2,2,2,2,,2,,4,2,2,2,1,1,2,,2,2,1,3,4,1,1.33
317,"A",12,8,1,"TX",2,1,2,1,1,1,"SHORTER WINTERS AND LONGER SUMMERS",2,1,4,4,2,2,,3,1,1,2,,,,,,,3,2,4,2,3,2,3,2,3,3,2,2,2,1,,2,,2,,2,1,1,2,2,3,,3,,2,2,3,4,2,9,2,,3,1,4,2,98,2,4.51
318,"B",12,8,2,"KY",2,1,1,3,3,1,"WEATHER CHANGES",3,3,98,2,3,,2,1,2,2,2,,,,,,,4,1,1,4,1,1,1,1,1,1,3,98,3,,2,,2,,2,4,4,1,1,1,,1,,6,1,4,4,4,3,1,98,,2,1,1,3,4,2,1.43
319,"B",12,8,4,"UT",4,2,,,,,,,,,,,,,,,,,1,"NATURAL CYCLE",2,1,1,1,1,1,1,1,1,98,1,98,2,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,1,1,1,4,3,2,1,,2,0.41
320,"B",12,8,4,"OH",3,2,,,,,,,,,,,,,,,,,2,"WINTERS ARE AS COLD AS WHEN I WAS A KID",1,1,4,4,1,1,1,1,3,4,1,3,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,4,1,4,4,4,3,1,1,2,2,2,1,2,2,1,0.8
321,"A",12,9,1,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,3,98,98,2,98,98,3,98,2,2,2,2,2,2,,2,,2,,98,98,98,98,98,98,,2,,1,2,2,2,2,1,1,2,3,5,4,3,,2,1.96
322,"A",12,9,2,"VA",2,1,1,1,1,2,"COMPARING ALL THE SEASONS FROM YEAR TO YEAR",2,2,2,2,2,2,,3,3,2,2,,,,,,,3,3,4,4,1,2,3,2,3,3,1,1,1,2,,1,,1,,1,1,2,1,1,2,,1,,2,1,2,3,2,1,7,,5,1,,,3,2,0.89
323,"A",12,9,4,"MO",3,1,1,3,1,1,"MELTING GLACIERS",1,1,2,2,1,2,,2,1,1,1,,,,,,,4,3,3,3,3,2,98,2,3,3,1,1,1,1,,98,,1,,98,2,2,2,2,2,,1,,3,2,2,2,3,1,2,,5,1,1,4,98,2,0.36
324,"B",12,9,2,"AL",2,1,1,2,1,2,"WARMER",2,2,2,4,1,,1,3,1,2,1,,,,,,,2,2,1,1,1,4,2,2,3,4,3,3,3,,1,,1,,1,2,4,4,4,4,,3,,4,1,2,3,2,1,1,7,,3,1,2,3,5,2,1.31
325,"A",12,9,3,"OK",2,2,,,,,,,,,,,,,,,,,1,"CURRENT CYCLE",2,4,4,1,1,1,3,1,98,4,1,4,1,4,3,3,3,2,,2,,1,,1,1,3,4,1,4,,98,,2,1,98,1,2,1,1,2,3,1,2,2,4,1,0.63
326,"A",12,9,2,"IL",3,2,,,,,,,,,,,,,,,,,2,"NOT SURE",9,3,2,2,2,3,3,3,4,2,4,1,3,2,2,2,2,2,,2,,2,,98,98,4,4,4,4,,1,,2,98,3,4,2,1,2,,3,1,1,2,3,2,1.31
327,"B",12,9,4,"IL",3,2,,,,,,,,,,,,,,,,,2,"EARTH RUNS IN CYCLES",2,1,4,4,1,1,1,1,3,4,1,4,4,4,2,2,2,,2,,1,,2,2,2,2,4,4,,4,,6,2,4,4,4,3,1,1,2,2,1,1,3,1,2,0.9
328,"B",12,9,4,"WI",3,1,1,1,1,2,"POLLUTION",8,1,3,3,3,,3,3,1,3,2,,,,,,,2,2,3,2,2,3,2,2,2,2,1,1,1,,2,,2,,2,3,1,3,3,2,,3,,1,2,1,3,3,2,1,2,,4,1,2,2,1,2,0.41
329,"A",12,9,3,"FL",2,98,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,2,98,1,4,2,2,2,2,1,,1,,2,,2,1,2,2,1,1,,1,,3,1,1,1,1,1,3,,5,2,2,3,6,1,0.21
330,"B",12,9,3,"NY",1,1,2,3,2,2,"DATA",4,1,1,1,3,,3,4,1,4,4,,,,,,,4,4,4,4,4,4,4,4,4,4,1,2,3,,1,,1,,2,1,1,1,1,1,,1,,1,2,1,1,2,3,1,,,5,5,,4,,1,0.21
331,"B",12,9,3,"IL",3,1,2,1,2,2,"MELTING ICE IN ANTARTICA",1,1,2,4,2,,2,2,2,2,2,,,,,,,4,4,4,3,3,3,2,3,2,2,1,1,1,,1,,1,,1,2,2,2,2,2,,2,,1,3,2,2,2,2,1,1,2,4,1,1,3,,2,0.36
332,"B",12,9,4,"ID",4,1,2,3,3,3,"READING",6,3,4,2,3,,4,4,4,2,4,,,,,,,2,1,2,1,1,3,1,4,1,2,2,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,1,6,,5,2,2,3,6,1,0.26
333,"A",12,9,4,"OR",4,1,1,1,1,1,"WARMER CHANGES",2,1,1,2,3,3,,1,2,3,2,,,,,,,4,4,4,4,4,2,2,4,4,4,1,2,2,1,,1,,2,,1,2,4,2,2,2,,1,,4,2,2,2,3,1,6,,5,1,1,4,3,1,0.26
334,"A",12,9,2,"NJ",1,2,,,,,,,,,,,,,,,,,2,"OUR WEATHER SEEMS JUST AS COLD AS PAST",1,1,3,4,2,2,1,2,3,3,1,3,4,4,2,2,2,2,,98,,2,,2,2,2,4,4,4,,6,,1,4,4,4,2,1,1,2,5,5,2,2,3,1,0.79
335,"B",12,9,2,"IA",3,98,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,2,2,2,,98,,98,,98,98,98,98,98,98,,98,,98,1,98,98,98,2,10,6,,1,1,3,,,1,2.51
336,"B",12,9,4,"WA",4,1,1,1,1,1,"DRASTIC WEATHER CHANGES",3,2,1,4,1,,3,1,1,1,1,,,,,,,1,1,1,1,2,3,1,4,3,1,2,3,3,,1,,1,,98,1,1,1,2,2,,4,,1,3,4,4,4,2,1,2,,5,5,4,1,3,1,0.26
337,"A",12,9,4,"IL",3,1,1,3,3,2,"MORE PEOPLE",13,1,2,1,1,98,,4,1,4,2,,,,,,,1,2,3,2,4,4,98,4,3,4,1,1,1,2,,2,,2,,4,1,2,2,1,2,,1,,3,98,98,98,3,1,6,,3,4,4,4,3,2,0.78
338,"A",12,9,2,"NY",1,1,1,3,2,2,"READING ON SUBJECT",6,2,2,2,3,2,,1,98,2,4,,,,,,,4,4,4,4,4,98,98,1,4,4,2,2,2,2,,98,,1,,98,1,4,4,4,4,,1,,1,1,4,1,2,1,7,,3,5,,3,5,2,1.31
339,"B",12,9,4,"NY",1,1,1,3,2,2,"WARMER WINTERS",2,2,1,3,3,,3,1,2,3,3,,,,,,,4,4,4,4,4,4,1,3,3,4,1,1,1,,2,,1,,2,4,2,4,4,4,,4,,1,1,4,4,4,3,1,6,,4,1,1,3,3,1,0.31
340,"B",12,9,2,"ME",1,2,,,,,,,,,,,,,,,,,1,"FREEZING OUT RIGHT NOW",1,1,4,4,1,2,1,2,3,4,1,4,4,4,2,2,2,,2,,1,,2,2,2,2,4,4,,4,,4,1,2,3,2,2,1,1,2,2,2,1,3,2,1,1.33
341,"B",12,9,3,"OH",3,2,,,,,,,,,,,,,,,,,2,"POLITICAL PROPOGANDA",7,2,2,2,1,2,1,2,1,4,1,98,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,1,2,,2,1,4,3,,2,0.85
342,"A",12,9,5,"MN",3,98,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,3,1,1,3,3,2,2,2,2,,2,,2,,3,2,2,3,2,3,,6,,2,2,2,2,98,,1,1,98,3,,,,2,1.01
343,"A",12,9,2,"MA",1,1,1,1,1,1,"EXTREME WEATHER",3,1,2,1,1,98,,3,1,2,2,,,,,,,4,4,4,4,4,4,1,4,3,4,2,2,2,1,,1,,1,,1,1,2,1,1,1,,1,,6,1,1,2,3,1,2,,4,1,1,4,,2,0.94
344,"A",12,9,4,"CT",1,1,1,3,1,1,"NEWS",6,1,1,2,1,2,,2,1,2,1,,,,,,,4,4,4,4,4,1,98,1,4,4,1,1,1,1,,1,,1,,1,1,1,1,1,1,,1,,3,1,1,2,2,1,7,,3,1,4,3,3,2,0.78
345,"A",12,9,3,"CA",4,1,1,1,1,1,"SCIENCE AND TERRIBLE STORMS",4,1,3,2,1,1,,2,1,1,1,,,,,,,3,4,3,3,2,2,2,2,3,3,1,1,1,2,,2,,1,,4,2,3,4,3,3,,1,,4,1,2,2,2,1,2,,2,1,2,3,6,1,0.75
346,"B",12,9,2,"GA",2,1,2,1,1,1,"WEATHER",3,1,1,1,1,,1,1,1,1,1,,,,,,,3,98,4,2,4,98,1,98,4,4,1,1,1,,98,,2,,98,2,1,2,3,3,,4,,6,2,98,98,98,3,2,1,98,3,4,3,2,3,2,1.7
347,"B",12,9,1,"WI",3,2,,,,,,,,,,,,,,,,,2,"HISTORICAL TRENDS",2,3,1,3,1,3,1,2,3,3,3,2,2,3,2,2,2,,1,,1,,2,2,2,2,2,2,,2,,2,4,2,2,2,1,1,2,,4,1,1,3,3,1,1.49
348,"A",12,9,4,"WI",3,2,,,,,,,,,,,,,,,,,2,"REMEMBER THESE PATTERNS BEFORE",2,1,4,4,4,4,1,4,4,3,2,3,4,4,2,2,2,2,,2,,2,,2,2,2,4,4,4,,6,,1,98,4,4,3,1,1,2,2,1,1,3,1,2,0.9
349,"A",12,9,3,"NY",1,98,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,4,3,1,4,3,4,1,3,3,2,,2,,2,,4,4,4,4,4,4,,4,,4,4,4,4,2,1,3,,3,2,1,1,4,2,0.73
350,"B",12,9,1,"FL",2,1,2,2,1,2,"GETTING HOTTER",2,2,1,1,1,,3,2,2,2,2,,,,,,,3,3,3,3,2,3,2,2,3,3,1,1,1,,,,,,,,98,98,3,3,,3,,,,,,,,1,,,,98,,,,1,1.66
351,"A",12,9,3,"WA",4,1,2,98,2,2,"NEWS REPORTS",6,2,3,4,2,2,,4,2,3,2,,,,,,,2,2,2,2,98,98,2,2,4,4,2,2,2,98,,98,,2,,3,3,3,3,3,3,,98,,1,3,3,3,3,1,6,,3,5,1,3,,2,0.73
352,"A",12,9,1,"NC",2,1,1,3,1,2,"SCIENTIFIC DATA",4,1,4,2,2,2,,4,4,4,2,,,,,,,4,2,2,2,2,1,98,2,1,4,2,2,3,1,,1,,2,,98,4,4,3,2,2,,1,,3,4,4,4,2,1,6,,4,5,4,4,3,1,1.49
353,"B",12,9,4,"MO",3,1,2,2,4,4,"WEATHER",3,4,4,4,4,,4,4,4,4,4,,,,,,,1,1,1,1,1,4,1,2,,2,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,1,2,,5,1,4,1,6,2,0.36
354,"A",12,9,4,"AL",2,2,,,,,,,,,,,,,,,,,3,"IT HAS HAPPENED BEFORE",2,2,2,2,2,3,1,2,2,2,2,2,2,3,98,98,98,2,,98,,98,,98,3,4,4,4,4,,98,,1,4,4,4,2,1,6,,4,6,,,,1,0.31
355,"A",12,9,2,"CO",4,2,,,,,,,,,,,,,,,,,1,"TEMPERATURES ARE AS COLD AS WHEN I WAS A",1,1,3,3,2,3,2,3,4,3,2,3,4,4,2,3,3,2,,1,,2,,2,2,2,4,4,4,,1,,3,2,4,3,2,1,1,2,2,2,4,2,3,2,1.43
356,"A",12,9,4,"PA",1,98,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,3,2,98,1,2,3,3,3,2,,98,,2,,98,98,98,3,98,98,,4,,1,98,3,3,3,1,98,,2,1,4,98,1,2,0.9
357,"A",12,9,2,"NJ",1,1,1,1,1,1,"GREENHOUSE GASES AND POLLUTION",8,1,2,2,2,2,,3,1,1,2,,,,,,,3,4,3,3,4,4,1,4,4,4,1,1,1,2,,1,,2,,1,1,1,4,4,4,,1,,4,3,4,4,2,1,2,,4,1,2,1,5,1,0.84
358,"A",12,9,3,"CA",4,1,3,1,1,1,"NOT SURE",10,2,2,3,4,3,,2,2,2,2,,,,,,,3,2,2,2,2,3,3,3,3,3,1,1,1,2,,2,,2,,4,2,2,3,98,98,,4,,1,2,2,2,2,2,6,,1,5,1,2,2,1,1.77
359,"A",12,9,4,"NC",2,1,1,3,1,1,"SCIENTISTS",4,1,2,1,98,1,,2,1,1,4,,,,,,,4,4,4,4,1,1,98,98,4,4,2,2,2,98,,98,,2,,1,1,1,4,1,1,,4,,2,1,98,4,3,1,1,2,5,1,1,2,2,2,0.36
360,"B",12,9,1,"TX",2,1,1,3,3,2,"WEATHER",3,1,1,98,3,,98,3,1,1,1,,,,,,,4,98,98,1,98,2,1,3,4,4,1,2,2,,98,,98,,2,98,98,98,3,98,,3,,2,1,98,98,98,,9,2,,2,1,,,,2,4.63
361,"B",12,9,2,"VA",2,2,,,,,,,,,,,,,,,,,2,"JUST MY FEELINGS",8,1,4,4,2,2,1,2,3,4,1,4,4,4,2,2,2,,2,,2,,2,3,3,3,4,4,,4,,6,1,4,4,4,2,2,1,1,4,2,1,4,2,1,1.23
362,"A",12,9,4,"NY",1,2,,,,,,,,,,,,,,,,,2,"VERY COLD WINTERS AND VERY HOT SUMMERS",1,1,2,2,1,2,98,1,98,98,98,98,98,98,3,3,3,2,,2,,2,,3,3,3,3,3,3,,6,,1,4,4,4,2,1,3,,2,1,2,2,1,2,0.9
363,"A",12,9,4,"WA",4,98,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,1,4,2,2,3,2,2,2,,2,,2,,4,1,1,2,2,2,,1,,2,4,4,4,2,1,1,2,3,1,2,5,1,2,0.78
364,"B",12,9,3,"NC",2,1,2,2,2,2,"HOTTER WEATHER CONDITIONS",2,2,1,4,1,,2,3,2,2,2,,,,,,,3,4,2,4,3,3,3,4,4,4,1,2,2,,2,,98,,2,98,98,98,4,4,,4,,1,1,3,3,3,2,1,6,,2,2,4,3,2,1,0.75
